season,wingspan,height_w_shoes,standing_reach,body_fat_pct,hand_length,hand_width,name
2006,77,74.75,97.5,6,,,Curtis Stinson
2006,78.5,77.25,99.5,7,,,Joah Tucker
2006,84.75,81.5,108.5,14.8,,,Ian Vouyoukas
2006,76,73,96,9.7,,,Darius Washington
2006,78,73.75,96,5.2,,,CJ Watson
2006,85.5,80.75,109,6.5,,,Justin Williams
2006,88.25,80.75,106.5,13,,,Eric Williams
2006,82,78.5,101,5,,,Curtis Withers
2007,81,81.75,103,8.9,,,Mohamed Abukar
2007,86,79,107,9.2,,,Mario Boggan
2007,85.5,81.75,106.5,12.1,,,Craig Bradshaw
2007,76,73.75,95.5,6.6,,,Bobby Brown
2007,80.5,76.5,97.5,6,,,Russell Carter
2007,86,81.75,107,6.2,,,Coleman Collins
2007,85.25,80.5,107.5,8,,,Ryvon Covile
2007,80.75,81.5,105,7,,,Justin Doellman
2007,82,75,100,5.1,,,Zabian Dowdell
2007,83.5,80,104,11.5,,,Rashaun Freeman
2007,83.75,80,103,10.9,,,Caleb Green
2007,79,75.75,94,9,,,Brandon Heath
2007,83.25,79.75,105,5.7,,,Quinton Hosley
2007,87,82.75,111,3.5,,,James Hughes
2007,80.25,76.75,101.5,5.2,,,Jeremy Hunt
2007,90,81,104,3.2,,,Ekene Ibekwe
2007,74,71.75,93,4.8,,,Dominic James
2007,77,77.75,98,5.4,,,Trey Johnson
2007,84,79.5,105.5,5.9,,,Rashad Jones-Jennings
2007,83,76.75,99.5,5.4,,,Coby Karl
2007,82.5,82.5,106.5,7.7,,,Antanas Kavaliauskas
2007,85,82.5,108.5,11.4,,,Marko Lekic
2007,78.5,76.5,99,4.5,,,Ron Lewis
2007,82,78.5,103.5,5.6,,,Cartier Martin
2007,83.75,82.75,106,9.8,,,Ivan Radenovic
2007,75.25,74.75,95,8.2,,,JR Reynolds
2007,80,76.75,100.5,6.6,,,Dustin Salisbery
2007,81,78.25,102.5,10,,,Blake Schilb
2007,77.5,76.5,99,4.1,,,Mustafa Shakur
2007,81.5,79.75,104,5.3,,,Curtis Sumpter
2007,74.5,72.75,93.5,5,,,Jamaal Tatum
2007,86.5,80.5,107.5,5.7,,,Anthony Tolliver
2007,88,81.75,108.5,12.1,,,Ali Traore
2007,83,83.5,108,10.2,,,Kyle Visser
2007,87,82.25,110,6.9,,,Darryl Watkins
2007,88,82.75,109,6.7,,,Major Wingate
2007,72.75,71.5,92,5.4,,,DaShaun Wood
2007,85,81.5,107,3.3,,,Avis Wyatt
2008,77,74.25,98,5.7,,,Ramel Bradley
2008,73.75,71,94,8.1,,,Tyrone Brazelton
2008,82,80.5,106,9.2,,,Takais Brown
2008,79.25,80.75,104.5,4,,,Keith Brumbaugh
2008,78.25,74.5,97.5,5.6,,,Stanley Burrell
2008,83.25,83,108,10.8,,,Brian Butch
2008,76.75,73.5,97,6,,,Jamar Butler
2008,81.75,81.75,106,7.3,,,Pat Calathes
2008,84.5,81.5,109,16.1,,,Chris Daniels
2008,83.5,79.5,105,5.3,,,Marcus Dove
2008,83.5,81,104.5,5.4,,,Josh Duncan
2008,87.25,80.75,106,4.5,,,Frank Elegar
2008,83.25,77.75,104.5,6.5,,,Gary Forbes
2008,86.5,84.25,111.5,6.9,,,Vladimir Golubovic
2008,82.25,79.75,106,17.4,,,Kentrell Gransberry
2008,85.25,77.25,104.5,3.6,,,Kyle Hines
2008,82.75,83,109,8.8,,,Jiri Hubalek
2008,87,79.5,109.5,6.4,,,Othello Hunter
2008,89,81,111,9.2,,,Shawn James
2008,81.5,78.5,105,12,,,Davon Jefferson
2008,84.25,80.5,107,12.2,,,Joseph Jones
2008,80.5,76.25,103.5,9,,,Marcelus Kemp
2008,85.25,82,109.5,10.6,,,Longar Longar
2008,85,82.75,109.5,10.1,,,Aleks Maric
2008,85.75,79.75,105,8.8,,,James Mays
2008,74.5,72.75,95,6.2,,,Drew Neitzel
2008,82,74.25,98.5,4.5,,,DeMarcus Nelson
2008,85,83.5,109.5,9,,,David Padgett
2008,77,73.5,96,7.6,,,Jeremy Pargo
2008,82.5,79.75,103.5,6.5,,,Quan Prowell
2008,85,81,107.5,13.8,,,Shaun Pruitt
2008,83.25,80.25,107.5,10.7,,,Charles Rhodes
2008,92.75,84,,11,,,John Riek
2008,73.25,73.25,95,3.6,,,Brian Roberts
2008,80,73.5,100.5,7.4,,,Russell Robinson
2008,81.75,77.5,104,9.2,,,Richard Roby
2008,76.25,73.5,97.5,8.1,,,Ronald Steele
2008,81,76.25,99.5,8.3,,,Bryce Taylor
2008,83,75.5,103.5,6.7,,,Mark Tyndale
2008,81.25,76,103,5.3,,,Reggie Williams
2009,86,78.5,107.5,7.9,,,Jeff Adrien
2009,81,77.5,102.5,7.1,,,Dionte Christmas
2009,85.25,83,108,10.8,,,Josh Heytvelt
2009,82.25,80.25,105,10.1,,,Joe Ingles
2009,79.25,75,99.5,5.4,,,Jerel McNeal
2009,81.75,78,104.5,7,,,Tyler Smith
2010,74.5,71.75,94,9.2,8.5,9.5,Sherron Collins
2010,88.5,81.5,109.5,15.1,9.25,10.5,Keith Gallon
2010,85.75,81.25,107.5,7,8.75,9,Charles Garcia
2010,79.25,77.5,102,3.8,8.5,9,Manny Harris
2010,81,78.25,100.5,11.6,8.75,10.75,Sylven Landesberg
2010,85,83.75,109.5,6,9,10.5,Artsiom Parakhouski
2010,75.25,78,99,5.4,7.75,9.5,Jon Scheyer
2010,79.5,77,103,7,8.75,9.5,Mikhail Torrance
2011,87.25,82,107.5,8,9,10.75,Michael Dunigan
2011,78.25,76,101,5.5,9,10.25,LaceDarius Dunn
2011,76.5,74.5,96.5,7.7,8,8.5,James Fredette
2011,82.5,78.5,103.5,4.8,8.5,10,Scotty Hopson
2011,86,81.25,106.5,8.3,8.75,9.5,Rick Jackson
2011,80,78.5,101,6.5,9,10,David Lighty
2011,78.25,75.25,99.5,6.1,8.5,9,Demetri McCamey
2011,82.25,79.25,106.5,5.5,8.75,9.5,Jereme Richmond
2011,85.25,80,106.5,9.8,8.5,8.5,Jamie Skeen
2011,86.5,81.25,106.5,7.4,9.75,12,Gregory Smith
2011,84.5,80.75,107.5,5.9,9.5,10.5,Malcolm Thomas
2012,77.25,74.25,96,12.5,7.75,8.25,J'Covan Brown
2012,81.5,77,102,11.3,8.75,10,William Buford
2012,83.5,80.75,103.5,9.1,8.5,9.75,Drew Gordon
2012,86.25,81,106.5,9.8,9.25,9.25,JaMychal Green
2012,77.5,71.75,94.5,8.5,8.75,10,Tu Holloway
2012,85.5,79.5,105,11.2,9,7.75,Kevin Jones
2012,76,74,94.5,5.8,8.5,9.5,Scott Machado
2012,88,83.75,108,7.7,9.25,10,Henry Sims
2012,75,74,92.5,5.5,8.25,9.5,Jordan Taylor
2012,81.5,80,102.5,6,8.25,9.75,Hollis Thompson
2013,78,77.25,100.5,4.6,8.5,9.5,Vander Blue
2013,85.5,81,107,5.8,9,10.25,Jackie Carmichael
2013,84.25,79,105,6.85,9.25,10.25,Will Clyburn
2013,85.75,79.5,106,4.7,9,8.5,Robert Covington
2013,76,75,97.5,9.6,8,8.25,Seth Curry
2013,85.5,82.25,108.5,8.6,9,11,Brandon Davies
2013,88,83.5,109,8.35,9,11,Dewayne Dedmon
2013,82.25,79.5,105.5,8.75,8.75,9.5,Richard Howell
2013,78.25,74.75,98,6,8.25,9,Myck Kabongo
2013,87,82,106.5,7.45,9,10.25,Kenny Kadji
2013,86.25,80.75,104.5,7.95,8.75,9,CJ Leslie
2013,88,80,106.5,5.9,9.5,11.5,Trevor Mbakwe
2013,82.25,76,98,5.25,8.5,9.5,Brandon Paul
2013,86.5,82.5,109,5.15,8.75,9.5,Norvel Pelle
2013,74.25,71.5,92,4.7,7.75,9.75,Phil Pressey
2013,85,80,106,8.05,8,9.5,James Southerland
2013,85,77.75,99,7.5,9.25,9.5,Adonis Thomas
2013,80.25,75.5,99,4.7,8.5,9.5,BJ Young
2014,88,86,108.5,7.45,9.25,10,Jordan Bachynski
2014,85,81.25,107,6,9,8.5,Khem Birch
2014,80.25,76.25,100,6.05,9,9.25,Jabari Brown
2014,79,73.25,97.5,7.65,8.25,8,Deonte Burton
2014,74,73.75,94.5,6.1,7.75,8.5,Aaron Craft
2014,83.25,79,103.5,6.45,8.75,9.25,Melvin Ejim
2014,81.5,80,104,5.05,9,9,C.J. Fair
2014,79,76.25,99,9.2,9,9,Sean Kilpatrick
2014,87.5,82.75,109.5,13.6,9.25,10.5,Alex Kirk
2014,86.25,80.75,106.5,6.15,9.25,9,James McAdoo
2014,85.75,79.5,106,16.3,8.75,9.75,LaQuinton Ross
2014,77.5,75.75,99,7.2,8,7.75,Kendall Williams
2014,85.75,82,103.5,5.45,9.25,9.5,Patric Young
2015,87.5,80.5,109.5,5.8,9.5,10.25,Cliff Alexander
2015,87.75,80.5,105,8.8,9,9.5,Brandon Ashley
2015,72.5,71,92.5,6.6,7.5,8.75,Ryan Boatright
2015,76,74,96.5,6.7,7.5,8.75,Quinn Cook
2015,80,76.25,101.5,7.4,8.25,9.25,Michael Frazier II
2015,82.5,77.75,103,5.5,8.5,8.25,Treveon Graham
2015,80.25,78,100.5,6,8.75,10,Aaron Harrison
2015,80,73.75,99.5,5.5,8.75,9,Corey Hawkins
2015,83.5,81.25,107.5,7.2,8.25,9.5,Jonathan Holmes
2015,83,79.5,104.5,4.6,9,8.75,Vince Hunter
2015,74,74,96.5,7.3,7.5,7,TJ McConnell
2015,85.5,80.5,108,6.4,9,9.75,Larry Nance
2015,83.25,78,104.5,4.9,8.25,8.25,Terran Petteway
2015,84.25,77,104.5,4,9,10.25,Michael Qualls
2015,79,73.5,96.5,4.5,8.5,9.5,Chasson Randle
2015,74,71.75,93,5,8.5,9.5,Keifer Sykes
2015,89.5,84,113,12.5,10,11,Robert Upshaw
2015,86.75,81.25,108,5.1,9,9,Chris Walker
2015,81.5,76,100.5,8.1,8.75,9.75,Dez Wells
2015,85.75,80.25,106.5,12,8.5,9.5,Alan Williams
2015,87.25,82.5,111.5,14.7,9.25,10.75,Christian Wood
2016,81.75,76.25,97.5,7.85,8.75,9.5,Ron Baker
2016,77.5,74.75,95.5,4.5,8,8.5,Cat Barber
2016,82,78.25,100.5,6.35,8.5,10.25,Elgin Cook
2016,82.25,80.25,102,4.6,8,8.5,Perry Ellis
2016,83.75,79.75,105.5,6.45,9,9.75,Dorian Finney-Smith
2016,87,82.25,107.5,5.35,9,9,Marcus Lee
2016,80,75,99.5,3.95,8.75,9.5,Gary Payton II
2016,82.5,77.75,101,7.3,9,9.25,Wayne Selden
2016,83.5,81.75,104,6,8.75,9,Jarrod Uthoff
2016,80.25,78.75,102,10,8.25,9.25,Troy Williams
2016,84.25,82,102.5,15.25,8.25,9.5,Kyle Wiltjer
2017,82,78.75,105,11.9,9.25,9.75,Jamel Artis
2017,82.25,80,104.5,6.8,8.5,9,V.J. Beachem
2017,88,81.5,110.5,5.4,9.25,10.5,Chris Boucher
2017,81,74.75,99.5,11,9,9.25,Isaiah Briscoe
2017,83,78.75,101,6.1,8.5,9.5,PJ Dozier
2017,87.25,79.25,104.5,11.5,8.75,10,Nigel Hayes
2017,84.5,80.5,105,7.7,8.75,9.75,Isaiah Hicks
2017,80,77.75,102,11,8.25,9.5,Peter Jok
2017,85,82.25,106,11.5,8.75,8.75,Kennedy Meeks
2017,88,80.75,108,,9,9.5,Johnathan Motley
2017,85.25,80.25,106.5,7.7,9.5,10.25,Cameron Oliver
2017,84.75,80.25,106,3.2,9.25,10.25,Devin Robinson
2017,78,76.5,99,5,8.5,9.5,Kobi Simmons
2017,74,74.5,95.5,10.6,8,8.75,Melo Trimble
2017,74.5,72.75,95,5.8,8,8.5,Derrick Walton Jr.
2017,85,83.75,108.5,7.6,9,10.5,Omer Yurtseven
2018,80.75,75.75,99,8.9,8.5,10,Rawle Alkins
2018,91,84.25,112.5,7.95,9.5,10,Udoka Azubuike
2018,75.5,74.25,96.5,11.65,8,8.25,Jaylen Barford
2018,81,78.75,102,4,8.5,9.25,Tyus Battle
2018,82.25,79.5,103.5,7.6,9,10,Brian Bowen
2018,80.25,74.5,97.5,5.2,8.75,10,Trevon Duval
2018,77.25,75,98,6.5,8.5,8,Keenan Evans
2018,89,86.75,111.5,12.55,10,10.5,Isaac Haas
2018,84,79.5,106.5,7.35,9.25,10,Sagaba Konate
2018,82,78,101.5,7,8.5,8.75,Caleb Martin
2018,84.5,80.5,107.5,8.1,9.25,10,Yante Maten
2018,86,84.5,110.5,8.7,9.75,9.5,Brandon McCoy
2018,77.5,75.5,98.5,6.25,8.5,9.5,Malik Newman
2018,82.75,78.75,103.5,7.35,9,9,Theo Pinson
2018,86,82.5,108,5.45,9.25,9.5,Billy Preston
2018,78.75,77.25,98,4.95,8.25,10.5,Allonzo Trier
2018,86.5,80,107,6.85,9,10.25,PJ Washington
2018,89,82,111,5,9.75,10.25,Austin Wiley
2018,79.25,79.5,103.5,5.95,8.5,9.75,Kenrich Williams
2019,87.5,82,109.5,8.5,9.25,9.5,Charles Bassey
2019,82,79.5,103,6.5,8.5,9.75,Brian Bowen II
2019,79,74.25,98,4.9,8.25,9,Ky Bowman
2019,84,80,104,2.9,9,9.5,O'Shae Brissett
2019,88.75,86.5,113,7.8,9.5,10.25,Moses Brown
2019,84.5,80.75,106.5,6.1,9.5,10.75,Tyler Cook
2019,80.75,76.5,101,4.1,9.25,10.75,Terence Davis
2019,80.5,76.25,99.5,5,8.5,9,Luguentz Dort
2019,75.25,74,95.5,5.9,8.25,9.5,Devon Dotson
2019,98.25,91,122.5,6.8,10.5,10.5,Tacko Fall
2019,79.75,77.25,100.5,8.4,8.25,10,Quentin Grimes
2019,77.5,71,94,3.9,8.25,9.5,Jared Harper
2019,84.75,81,105.5,6.7,8.75,9.75,Jalen Hoard
2019,83.25,77,104,3.9,9.5,10.25,DaQuan Jeffries
2019,84.25,80,104.5,4.8,8,8.5,Louis King
2019,86.25,80.5,107.5,8.9,9.75,9.75,Dedric Lawson
2019,80.5,76.25,98.5,4,8.75,8.5,Jalen Lecque
2019,81.5,78.25,103,3.8,8.5,8.75,Charles Matthews
2019,78,77.5,101,7.5,8.5,9.5,Zach Norvell Jr.
2019,82.5,79.5,103,7.8,8.5,9.25,Jordan Nwora
2019,84.5,81.25,106,6.7,9,10,Reggie Perry
2019,75.5,72.5,96.5,9.8,7.75,8,Shamorie Ponds
2019,84,83.5,109.5,8.5,8.75,9.5,Jontay Porter
2019,88.25,84.25,111.5,6.3,9.5,11,Neemias Queta
2019,87.25,81.5,109,14,9.5,9.25,Naz Reid
2019,85.25,81.5,106,6.2,8.75,8.5,Simisola Shittu
2019,,,,,,,Killian Tillie
2019,82.75,79.5,103,4.9,8.5,9.5,Kris Wilkes
