,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,three_point_percentage,free_throw_percentage,turnover_percentage,usage_percentage,box_plus_minus,name,year,minutes_played,value_over_replacement_player,attempted_three_point_field_goals,attempted_free_throws,steals,assists,blocks,turnovers,age,yrs_played,college,lkup,col_lkup
108,12.6,0.4,15.7,0.273,8.8,3.3,0.056,12.2,0.419,0.222222222,0.75,14.3,14.1,0.6,Adrian Griffin,2005,667,0.4,9,44,43,53,4,30,30,6,Seton Hall ,Adrian Griffin Seton Hall ,Adrian Griffin seton-hall
109,10.8,0.6,14.4,0.26,7.4,2.2,0.01,11,0.521,0,0.773584906,14.6,10,0.8,Adrian Griffin,2006,1245,0.9,2,53,51,89,9,39,31,7,Seton Hall ,Adrian Griffin Seton Hall ,Adrian Griffin seton-hall
110,15.2,0.5,13.4,0.147,7.9,2.8,0.047,10.6,0.499,0,0.789473684,21.7,13.3,-0.3,Adrian Griffin,2007,585,0.3,6,19,32,59,4,38,32,8,Seton Hall ,Adrian Griffin Seton Hall ,Adrian Griffin seton-hall
111,13.312,0.512,11.488,0.11924,9.944,2.828,0,10.716,0.40708,0,0.588571429,20.956,14.484,-3.016,Adrian Griffin,2008,307,-0.1,0,9,17,27,2,21,33,9,Seton Hall ,Adrian Griffin Seton Hall ,Adrian Griffin seton-hall
128,7.9,2.2,24.5,0.317,11.4,1.2,0.007,18,0.539,0,0.731132075,15.3,16,-1.6,Al Horford,2008,2540,0.3,5,212,60,124,76,137,21,1,Florida,Al Horford Florida,Al Horford florida
129,11.9,3.3,25,0.345,7.6,1.3,0.002,16.3,0.565,0,0.726829268,13.1,16.4,1.7,Al Horford,2009,2242,2.1,1,205,53,163,95,103,22,2,Florida,Al Horford Florida,Al Horford florida
130,10.4,2.4,23.3,0.319,9.6,1.1,0.001,16.4,0.594,1,0.788888889,11.2,17.6,2.3,Al Horford,2010,2845,3.1,1,270,59,189,91,122,23,3,Florida,Al Horford Florida,Al Horford florida
131,17.5,2.3,23.7,0.204,8.2,1.2,0.004,16,0.587,0.5,0.79787234,10.6,19.7,3.6,Al Horford,2011,2704,3.9,4,188,59,266,80,119,24,4,Florida,Al Horford Florida,Al Horford florida
132,11.7,3.1,17.1,0.291,8.8,1.5,0.01,13,0.585,0,0.733333333,12.1,17.9,3.4,Al Horford,2012,348,0.5,1,30,10,24,14,16,25,5,Florida,Al Horford Florida,Al Horford florida
133,15.3,2.2,23,0.196,8.2,1.5,0.006,15.7,0.56,0.5,0.644230769,11.3,21.8,1.9,Al Horford,2013,2756,2.7,6,208,78,240,78,147,26,6,Florida,Al Horford Florida,Al Horford florida
134,15.2,3.6,21.4,0.202,8,1.4,0.026,14.8,0.588,0.363636364,0.682352941,12.3,24.7,3,Al Horford,2014,958,1.2,11,85,27,76,44,64,27,7,Florida,Al Horford Florida,Al Horford florida
135,18.6,3.5,19.8,0.146,6.7,1.5,0.037,13.4,0.563,0.305555556,0.758865248,8.9,22.2,4.1,Al Horford,2015,2318,3.6,36,141,68,244,98,100,28,8,Florida,Al Horford Florida,Al Horford florida
136,16.7,3.6,18.2,0.123,6.3,1.3,0.244,12.4,0.565,0.34375,0.798449612,8.8,20.6,3.8,Al Horford,2016,2631,3.9,256,129,68,263,121,107,29,9,Florida,Al Horford Florida,Al Horford florida
137,24.4,3.2,18.6,0.169,4.9,1.2,0.302,11.8,0.553,0.355371901,0.8,11.8,19.7,3.4,Al Horford,2017,2193,3,242,135,52,337,86,115,30,10,Florida,Al Horford Florida,Al Horford florida
138,23.6,2.9,20.2,0.159,5,0.9,0.3,12.7,0.575,0.42920354,0.783333333,14.1,18.4,4.4,Al Horford,2018,2277,3.7,226,120,43,339,78,132,31,11,Florida,Al Horford Florida,Al Horford florida
139,21.2,3.9,18.3,0.131,6.5,1.4,0.281,12.4,0.605,0.359605911,0.821052632,11.8,18.9,5.1,Al Horford,2019,1973,3.6,203,95,59,283,86,102,32,12,Florida,Al Horford Florida,Al Horford florida
140,19.2,2.6,19.3,0.113,5.6,1.2,0.399,12.4,0.536,0.349823322,0.7625,9.7,17.5,2.2,Al Horford,2020,2025,2.2,283,80,52,270,61,80,33,13,Florida,Al Horford Florida,Al Horford florida
155,8.4,1.5,14,0.331,5.2,1.1,0.149,9.6,0.504,0.330769231,0.743055556,11.4,24.1,-3.4,Al Thornton,2008,2158,-0.8,130,288,46,98,43,128,24,1,Florida State,Al Thornton Florida State,Al Thornton florida-state
156,6.9,1.7,11,0.298,5.2,1.2,0.075,8,0.502,0.253164557,0.75399361,9.9,22.6,-4.1,Al Thornton,2009,2654,-1.4,79,313,59,103,62,130,25,2,Florida State,Al Thornton Florida State,Al Thornton florida-state
157,7.168,1.296,9.988,0.31192,6.424,1.124,0.04568,8.156,0.52312,0.355798319,0.726107114,11.68,18.964,-3.188,Al Thornton,2010,2079,-0.6,31,211,45,90,35,102,26,3,Florida State,Al Thornton Florida State,Al Thornton florida-state
158,7.148,0.623,13.396,0.3293,4.424,1.254,0.06082,8.76,0.53052,0.1232,0.773468625,11.374,17.829,-3.344,Al Thornton,2011,1383,-0.5,26,142,35,62,12,64,27,4,Florida State,Al Thornton Florida State,Al Thornton florida-state
159,6.4,1.3,15.4,0.293,6.1,2.1,0.352,10.8,0.499,0.314685315,0.773109244,18.3,17.3,-2.8,Al-Farouq Aminu,2011,1452,-0.3,143,119,59,60,25,103,20,1,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
160,7.2,1.9,16.9,0.312,7.8,2.2,0.129,12.4,0.481,0.276595745,0.754385965,18,16.2,-2.2,Al-Farouq Aminu,2012,1477,-0.1,47,114,59,66,34,91,21,2,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
161,7.8,2.1,26.2,0.289,7.9,2.4,0.04,16.9,0.519,0.210526316,0.737226277,17.8,14.6,-0.1,Al-Farouq Aminu,2013,2066,1,19,137,92,103,51,116,22,3,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
162,8.4,1.6,21.2,0.277,7.2,2.1,0.097,14.1,0.516,0.270833333,0.664233577,13.7,14.3,-0.6,Al-Farouq Aminu,2014,2045,0.7,48,137,82,114,38,88,23,4,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
163,6.1,3.7,18.4,0.331,9.1,2.6,0.347,13.7,0.504,0.274193548,0.711864407,11.9,15.2,0.7,Al-Farouq Aminu,2015,1366,1,124,118,70,59,62,55,24,5,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
164,8.8,1.8,18.6,0.217,4.5,1.5,0.485,11.5,0.533,0.361031519,0.737179487,13.2,16.9,0.1,Al-Farouq Aminu,2016,2341,1.2,349,156,72,138,53,120,25,6,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
165,7.9,2,23.5,0.292,4.8,1.7,0.455,14.1,0.506,0.330188679,0.705882353,15.2,15.4,-1.1,Al-Farouq Aminu,2017,1773,0.4,212,136,60,99,44,94,26,7,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
166,5.8,1.6,22.3,0.137,5.2,1.9,0.582,13.8,0.522,0.368731563,0.7375,11.3,14.8,0.4,Al-Farouq Aminu,2018,2072,1.3,339,80,79,84,40,79,27,8,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
167,6,1.2,22.6,0.292,5.3,1.4,0.472,14.2,0.568,0.342857143,0.867052023,9.7,13.7,0.7,Al-Farouq Aminu,2019,2292,1.5,280,173,68,104,33,72,28,9,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
168,7.4,1.9,18.4,0.337,6.6,2.3,0.419,12.3,0.395,0.25,0.655172414,14.7,13.2,-3,Al-Farouq Aminu,2020,380,-0.1,36,29,18,21,8,17,29,10,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
169,5.8,2.5,23.4,0.379,10.4,0.7,0,17,0.499,0,0.568181818,14,22.1,-4.6,Alaa Abdelnaby,1991,290,-0.2,0,44,4,12,12,22,22,1,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
170,4.7,1.1,20.9,0.28,9.5,1.3,0,15.2,0.533,0,0.752475248,14,20.6,-2.6,Alaa Abdelnaby,1992,934,-0.1,0,101,25,30,16,66,23,2,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
171,3.076,1.248,18.124,0.24552,10.976,0.932,0.00216,14.632,0.55112,0,0.7588,15.604,20.5,-3.94,Alaa Abdelnaby,1993,1311,-0.7,1,116,25,27,26,97,24,3,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
172,2.7,1.2,24.2,0.455,8.5,0.6,0,16.3,0.485,0,0.64,20.5,22.6,-7.4,Alaa Abdelnaby,1994,159,-0.2,0,25,2,3,3,17,25,4,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
173,4.982,1.786,17.438,0.14946,8.686,1.504,0.00846,13.15,0.51306,0,0.537142857,15.508,25.586,-4.408,Alaa Abdelnaby,1995,506,-0.3,2,35,15,13,12,45,26,5,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
174,9.3,0.6,10.3,0.227,4.4,1,0.32,7.2,0.52,0.413793103,0.804878049,13.9,18.2,-3.3,Alan Anderson,2006,564,-0.2,58,41,11,32,4,32,23,1,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
175,13.8,0,10,0.284,4.9,1.4,0.247,7.4,0.538,0.25,0.826086957,19.4,20.1,-4.5,Alan Anderson,2007,256,-0.2,20,23,7,21,0,22,24,2,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
176,9.5,0.5,6.5,0.239,2.1,0.6,0.43,4.3,0.519,0.393442623,0.852941176,13.7,18.6,-3,Alan Anderson,2012,461,-0.1,61,34,5,26,3,25,29,3,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
177,11.7,0.4,9.2,0.239,2.7,1.7,0.463,5.9,0.509,0.333333333,0.857142857,10.5,23.6,-1.8,Alan Anderson,2013,1495,0.1,285,147,48,103,7,80,30,4,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
178,7.3,0.5,9.1,0.243,2.7,1.4,0.511,5.9,0.525,0.338709677,0.779661017,10.4,15.9,-2.8,Alan Anderson,2014,1773,-0.4,248,118,48,81,11,62,31,5,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
179,7.2,0.2,11.1,0.23,2,1.7,0.477,6.6,0.563,0.347619048,0.811881188,11,14.2,-1.5,Alan Anderson,2015,1744,0.2,210,101,56,83,5,60,32,6,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
180,10.3,0.4,15.5,0.254,0.6,1,0.627,7.9,0.495,0.324324324,0.733333333,3,15.4,-2.3,Alan Anderson,2016,192,0,37,15,4,14,1,2,33,7,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
181,4.9,0,7.4,0.2,1.1,0.5,0.55,4.4,0.494,0.318181818,0.75,7.4,13.7,-6.1,Alan Anderson,2017,308,-0.3,44,16,3,11,0,7,34,8,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
182,5.8,2.4,16.7,0.461,13.2,1.7,0.007,14.9,0.482,0,0.595,14.3,19.3,-4,Alan Henderson,1996,1416,-0.7,3,200,44,51,43,87,23,1,Indiana,Alan Henderson Indiana,Alan Henderson indiana
183,8.3,0.9,16.1,0.463,11.4,2.3,0,13.8,0.51,0,0.6,12.9,21.1,-2.4,Alan Henderson,1997,501,0,0,75,21,23,6,29,24,2,Indiana,Alan Henderson Indiana,Alan Henderson indiana
184,6.7,1.3,13.8,0.515,12.2,1.1,0.008,13,0.534,0.5,0.652061856,10.6,23.9,-0.5,Alan Henderson,1998,2000,0.8,6,388,42,73,36,110,25,3,Indiana,Alan Henderson Indiana,Alan Henderson indiana
185,5.2,1.2,15.3,0.352,10.3,1.6,0.002,12.8,0.485,0,0.67114094,10.6,22.5,0.6,Alan Henderson,1999,1142,0.8,1,149,33,28,19,58,26,4,Indiana,Alan Henderson Indiana,Alan Henderson indiana
186,4.6,1.3,12.1,0.359,10.5,1.5,0.011,11.3,0.503,0.1,0.670658683,11.4,19.4,-1.6,Alan Henderson,2000,2775,0.3,10,334,81,77,54,139,27,5,Indiana,Alan Henderson Indiana,Alan Henderson indiana
187,4.9,1.1,14,0.404,11,1.5,0.001,12.5,0.487,0,0.638376384,13.8,22.6,-3,Alan Henderson,2001,1810,-0.5,1,271,51,50,29,126,28,6,Indiana,Alan Henderson Indiana,Alan Henderson indiana
188,4.4,2.6,17.9,0.388,8.4,1.4,0.009,13.1,0.527,1,0.533333333,13.4,16.8,-1.9,Alan Henderson,2002,422,0,1,45,11,11,15,21,29,7,Indiana,Alan Henderson Indiana,Alan Henderson indiana
189,4.5,1.5,17.8,0.422,12.4,1.2,0.006,15.2,0.508,0,0.637681159,13.6,13.8,-2.9,Alan Henderson,2003,1494,-0.3,2,138,33,41,32,61,30,8,Indiana,Alan Henderson Indiana,Alan Henderson indiana
190,5.2,2.2,16.5,0.286,18.5,0.8,0,17.5,0.508,0,0.666666667,11.3,17.8,1,Alan Henderson,2004,68,0.1,0,6,1,2,2,3,31,9,Indiana,Alan Henderson Indiana,Alan Henderson indiana
191,2.6,2.3,16.8,0.345,15.6,1.2,0.009,16.2,0.539,0,0.539473684,16.2,11.3,-1.4,Alan Henderson,2005,1203,0.2,2,76,29,21,37,49,32,10,Indiana,Alan Henderson Indiana,Alan Henderson indiana
192,2.9,1.7,17.3,0.538,13.3,0.9,0,15.3,0.564,0,0.673469388,16.3,11.7,-2.1,Alan Henderson,2006,531,0,0,49,9,10,12,22,33,11,Indiana,Alan Henderson Indiana,Alan Henderson indiana
193,3.8,2.2,16.9,0.701,13.8,1.1,0,15.4,0.679,0,0.70212766,12,11,-0.6,Alan Henderson,2007,418,0.1,0,47,9,10,12,12,34,12,Indiana,Alan Henderson Indiana,Alan Henderson indiana
194,1,6.3,14.8,0.182,6.3,1.1,0.036,10.5,0.455,0,0.6,11.9,10.5,-5.2,Alan Ogg,1991,261,-0.2,2,10,6,2,27,8,23,1,UAB ,Alan Ogg UAB ,Alan Ogg alabama-birmingham
195,2.7,4.6,13.6,0.357,9,0.7,0,11.3,0.556,0,0.533333333,16.4,13.3,-5,Alan Ogg,1992,367,-0.3,0,30,5,7,28,19,24,2,UAB ,Alan Ogg UAB ,Alan Ogg alabama-birmingham
196,19.44,6.75,27.81,0.2498,11.32,1.71,0,19.47,0.4157,0,0.95,20.97,26,-1.83,Alan Ogg,1993,29,0,0,4,1,4,3,3,25,3,UAB ,Alan Ogg UAB ,Alan Ogg alabama-birmingham
197,0,1.4,8.7,0.273,10.2,0,0.182,9.4,0.446,0.25,0.833333333,0,23,-7.2,Alando Tucker,2008,48,-0.1,4,6,0,0,1,0,23,1,Wisconsin,Alando Tucker Wisconsin,Alando Tucker wisconsin
198,6.4,0.3,4.8,0.273,8.2,0.9,0.19,6.4,0.509,0.347826087,0.787878788,9.4,23.3,-4.2,Alando Tucker,2009,282,-0.2,23,33,5,12,1,14,24,2,Wisconsin,Alando Tucker Wisconsin,Alando Tucker wisconsin
199,6.4,0,4.586,0.518,7.36,0,0.17242,5.886,0.52096,0.105714286,0.563809524,9.482,24.43,-4.024,Alando Tucker,2010,96,0,7,21,0,4,0,5,25,3,Wisconsin,Alando Tucker Wisconsin,Alando Tucker wisconsin
200,9.5,0.4,9.3,0.401,6.9,1.5,0.126,8.1,0.506,0.333333333,0.727272727,10.8,22.5,-2,Alec Burks,2012,939,0,45,143,27,55,5,51,20,1,Colorado,Alec Burks Colorado,Alec Burks colorado
201,13,0.9,11.2,0.332,3.8,1.6,0.237,7.5,0.507,0.358695652,0.713178295,14.3,20.7,-2.6,Alec Burks,2013,1137,-0.2,92,129,35,92,13,74,21,2,Colorado,Alec Burks Colorado,Alec Burks colorado
202,16.9,0.5,10.7,0.449,3,1.7,0.172,6.8,0.547,0.34965035,0.747989276,13,23.9,-0.8,Alec Burks,2014,2193,0.7,143,373,69,212,14,149,22,3,Colorado,Alec Burks Colorado,Alec Burks colorado
203,15.2,0.4,12.1,0.43,2.5,1,0.227,7.3,0.524,0.382352941,0.821705426,12.7,20.8,-1.7,Alec Burks,2015,899,0.1,68,129,17,82,5,52,23,4,Colorado,Alec Burks Colorado,Alec Burks colorado
204,13.9,0.4,13.6,0.422,2.4,1.2,0.237,8,0.52,0.405063291,0.75177305,11.4,25.9,-0.4,Alec Burks,2016,797,0.3,79,141,18,63,4,51,24,5,Colorado,Alec Burks Colorado,Alec Burks colorado
205,7.5,0.6,17.7,0.315,3.1,1.4,0.306,10.6,0.501,0.328947368,0.769230769,11,22.7,-2.3,Alec Burks,2017,653,0,76,78,18,30,5,35,25,6,Colorado,Alec Burks Colorado,Alec Burks colorado
206,10,0.6,18.4,0.3,2.1,1.8,0.343,10.3,0.527,0.330985915,0.862903226,11.4,22.5,-0.9,Alec Burks,2018,1059,0.3,142,124,37,67,8,60,26,7,Colorado,Alec Burks Colorado,Alec Burks colorado
207,13.745,1.297,16.964,0.29358,2.292,1.404,0.3509,9.407,0.52102,0.342906,0.818031149,11.034,19.037,-1.213,Alec Burks,2019,1375,0.2,168,141,39,128,21,65,27,8,Colorado,Alec Burks Colorado,Alec Burks colorado
208,17.169,0.869,14.964,0.34633,2.905,1.679,0.39148,8.737,0.56082,0.383522727,0.88303027,9.317,23.779,0.499,Alec Burks,2020,1754,1.1,301,265,62,189,17,91,28,9,Colorado,Alec Burks Colorado,Alec Burks colorado
209,3.7,1.3,20,0.28,10,0.7,0.009,14.9,0.462,0,0.671755725,17,20.5,-7.5,Alec Kessler,1991,1259,-1.7,4,131,17,31,26,108,24,1,Georgia,Alec Kessler Georgia,Alec Kessler georgia
210,4.1,1.6,18.9,0.3,10.5,0.7,0,14.6,0.473,0,0.817391304,11.8,17.2,-5.4,Alec Kessler,1992,1197,-1,0,115,17,34,32,58,25,2,Georgia,Alec Kessler Georgia,Alec Kessler georgia
211,5.2,1.9,18.6,0.385,6.8,0.5,0.09,12.6,0.543,0.454545455,0.765957447,12.8,17.1,-2.6,Alec Kessler,1993,415,-0.1,11,47,4,14,12,21,26,3,Georgia,Alec Kessler Georgia,Alec Kessler georgia
212,4.7,1,10.3,0.32,6.9,0.8,0.36,8.6,0.579,0.555555556,0.75,14.9,21.9,-3.1,Alec Kessler,1994,66,0,9,8,1,2,1,5,27,4,Georgia,Alec Kessler Georgia,Alec Kessler georgia
213,7.9,0.7,14,0.135,3.7,0.4,0.784,8.8,0.523,0.310344828,0.8,4.9,15.5,-2.8,Alec Peters,2018,225,0,58,10,2,12,2,4,22,1,Valparaiso,Alec Peters Valparaiso,Alec Peters valparaiso
214,17.9,0,13.7,0,3.4,1.6,0.313,8.5,0.281,0.2,0,20,27.2,-15.3,Alex Acker,2006,35,-0.1,5,0,1,4,0,4,23,1,Pepperdine,Alex Acker Pepperdine,Alex Acker pepperdine
215,10.18,1.47,9.57,0.1289,4.5,1.36,0.2578,6.98,0.4519,0.39375,0.5,8.37,20.11,-3.58,Alex Acker,2009,199,-0.1,20,10,5,12,4,7,26,2,Pepperdine,Alex Acker Pepperdine,Alex Acker pepperdine
216,9.1,1.1,13.7,0.19,10.4,1.8,0.071,12,0.373,0,0.75,9.9,19.8,-5.7,Alex Blackwell,1993,109,-0.1,3,8,4,7,2,5,22,1,Monmouth ,Alex Blackwell Monmouth ,Alex Blackwell monmouth
217,17.8,1.4,9.4,0.259,2.9,2,0.371,6.2,0.519,0.302325581,0.7,24.5,12.9,-2.9,Alex Caruso,2018,562,-0.1,43,30,23,75,10,42,23,1,Texas A&M ,Alex Caruso Texas A&M ,Alex Caruso texas-am
218,19.7,1.4,9,0.37,4,2.1,0.289,6.5,0.569,0.48,0.796875,17.3,19,-0.2,Alex Caruso,2019,531,0.2,50,64,24,77,9,42,24,2,Texas A&M ,Alex Caruso Texas A&M ,Alex Caruso texas-am
219,13.6,1.4,9.8,0.323,1.6,2.8,0.412,5.7,0.525,0.333333333,0.734042553,13.8,13.8,-0.2,Alex Caruso,2020,1175,0.5,120,94,70,124,18,53,25,3,Texas A&M ,Alex Caruso Texas A&M ,Alex Caruso texas-am
220,10.1,0,0,0.5,8.3,0,0,4.1,0.41,0,1,0,15.7,-6,Alex Kirk,2015,14,0,0,2,0,1,0,0,23,1,New Mexico ,Alex Kirk New Mexico ,Alex Kirk new-mexico
221,1.6,3.8,18.6,0.397,12.1,0.6,0,15.3,0.469,0,0.64516129,22.1,14.3,-6.6,Alex Len,2014,362,-0.4,0,31,4,4,18,26,20,1,Maryland,Alex Len Maryland,Alex Len maryland
222,3.1,5.3,22.7,0.295,10.2,1.1,0.008,16.4,0.542,0.333333333,0.701923077,15.7,13.7,-1.8,Alex Len,2015,1518,0.1,3,104,34,32,105,74,21,2,Maryland,Alex Len Maryland,Alex Len maryland
223,8.5,2.8,25.4,0.383,10.4,1,0.011,17.7,0.482,0.142857143,0.728033473,16.6,20.4,-4.3,Alex Len,2016,1821,-1,7,239,38,97,62,145,22,3,Maryland,Alex Len Maryland,Alex Len maryland
224,4.2,5.1,25.3,0.449,10.6,1.2,0.026,17.8,0.553,0.25,0.721153846,15.5,17.6,-2.3,Alex Len,2017,1560,-0.1,12,208,38,44,98,102,23,4,Maryland,Alex Len Maryland,Alex Len maryland
225,9.1,3.5,26.7,0.611,13.2,0.9,0.008,19.8,0.612,0.333333333,0.683982684,14,17,0.3,Alex Len,2018,1395,0.8,3,231,27,82,61,78,24,5,Maryland,Alex Len Maryland,Alex Len maryland
226,8.6,3.9,18.5,0.333,10.5,0.8,0.315,14.4,0.575,0.362745098,0.648148148,11.5,22.1,-1.2,Alex Len,2019,1544,0.3,204,216,27,86,69,97,25,6,Maryland,Alex Len Maryland,Alex Len maryland
227,7.895,4.321,25.256,0.33385,11.019,1.139,0.17728,18.026,0.6015,0.345833333,0.647731481,13.31,18.117,-0.676,Alex Len,2020,970,0.3,59,105,23,50,48,55,26,7,Maryland,Alex Len Maryland,Alex Len maryland
228,5.1,1,12.7,0.185,7.7,0.9,0.352,10.2,0.548,0.315789474,0.8,4.9,16.9,-2.9,Alex Poythress,2017,157,0,19,10,3,5,2,3,23,1,Kentucky ,Alex Poythress Kentucky ,Alex Poythress kentucky
229,2.6,0.9,10.8,0,7.7,1.4,0.423,9.2,0.5,0.363636364,0,7.1,12,-5.1,Alex Poythress,2018,104,-0.1,11,0,3,2,1,2,24,2,Kentucky ,Alex Poythress Kentucky ,Alex Poythress kentucky
230,7.7,2.8,16.6,0.358,9.8,0.6,0.284,13.1,0.571,0.391304348,0.620689655,12.2,14.2,-3.5,Alex Poythress,2019,305,-0.1,23,29,4,17,10,13,25,3,Kentucky ,Alex Poythress Kentucky ,Alex Poythress kentucky
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alex Scales,2006,0,0,0,0,0,0,0,0,27,1,Oregon ,Alex Scales Oregon ,Alex Scales oregon
232,4.368,5.96,14.528,0.6434,28.604,0.672,0,21.868,0.36148,0,0.336,0,19.952,-2.432,Alex Stepheson,2016,73,0,0,12,1,2,5,0,28,1,USC ,Alex Stepheson USC ,Alex Stepheson southern-california
233,3.6,3.5,20.8,0.698,7.9,1.7,0,14.4,0.588,0,0.661016949,17.5,16.1,-3.5,Alexander Johnson,2007,753,-0.3,0,118,25,17,35,47,23,1,Florida State,Alexander Johnson Florida State,Alexander Johnson florida-state
234,4,1.5,13.7,0.664,6.9,1.3,0,10.3,0.554,0,0.686746988,20.6,17.6,-6.2,Alexander Johnson,2008,549,-0.6,0,83,13,13,10,42,24,2,Florida State,Alexander Johnson Florida State,Alexander Johnson florida-state
235,2.7,1.5,12.4,0.2,2.2,0.9,0.6,7.4,0.643,0.333333333,0.666666667,15.5,16,-3,Alfonzo McKinnie,2018,53,0,9,3,1,1,1,3,25,1,Green Bay ,Alfonzo McKinnie Green Bay ,Alfonzo McKinnie green-bay
236,4,1.3,16.9,0.175,9,0.9,0.429,13.1,0.569,0.355932203,0.5625,9.2,13.9,-3.5,Alfonzo McKinnie,2019,1003,-0.4,118,48,18,31,15,30,26,2,Green Bay ,Alfonzo McKinnie Green Bay ,Alfonzo McKinnie green-bay
237,3.3,1.2,14.4,0.181,6.9,1.9,0.38,10.6,0.493,0.215384615,0.709677419,12.3,15.2,-5.3,Alfonzo McKinnie,2020,593,-0.5,65,31,23,14,8,26,27,3,Green Bay ,Alfonzo McKinnie Green Bay ,Alfonzo McKinnie green-bay
238,2,4.2,25.5,0.5,7.1,0.8,0.125,16.5,0.333,0.5,0.5,0,13.3,-7.7,Alize Johnson,2019,64,-0.1,2,8,1,1,3,0,22,1,Missouri State,Alize Johnson Missouri State,Alize Johnson missouri-state
239,7.7,1.5,29.4,0.345,15,1.2,0.276,22.3,0.509,0.375,0.7,17.3,15,-1.5,Alize Johnson,2020,118,0,8,10,3,7,2,7,23,2,Missouri State,Alize Johnson Missouri State,Alize Johnson missouri-state
240,10.5,0.6,7.5,0.161,1.4,1.1,0.174,4.4,0.465,0.299145299,0.824074074,12.1,23.6,-5.8,Allan Houston,1994,1519,-1.5,117,108,34,100,13,99,22,1,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
241,14.3,0.5,8.1,0.199,1.7,1.6,0.434,4.9,0.589,0.423592493,0.859649123,10.8,23.5,0.7,Allan Houston,1995,1996,1.4,373,171,61,164,14,113,23,2,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
242,15.5,0.4,9.3,0.291,2.2,1.1,0.359,5.9,0.576,0.427293065,0.82320442,14.2,25.4,1,Allan Houston,1996,3072,2.3,447,362,61,250,16,233,24,3,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
243,11.9,0.5,8.5,0.211,2,0.8,0.372,5.4,0.531,0.385416667,0.802752294,12.9,22.2,-1.1,Allan Houston,1997,2681,0.6,384,218,41,179,18,167,25,4,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
244,14.3,0.7,9.8,0.262,1.8,1.2,0.167,5.8,0.53,0.384976526,0.850746269,12.3,26.7,0.6,Allan Houston,1998,2848,1.9,213,335,63,212,24,200,26,5,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
245,15,0.4,8.3,0.277,1.3,1.1,0.199,4.9,0.515,0.407142857,0.861538462,14.1,24.3,-0.7,Allan Houston,1999,1815,0.6,140,195,35,137,9,130,27,6,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
246,13.2,0.3,8.5,0.263,1.5,1.1,0.191,5.1,0.569,0.436213992,0.838323353,11.6,24,1.7,Allan Houston,2000,3169,2.9,243,334,65,224,14,186,28,7,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
247,12,0.3,10.8,0.254,0.9,1,0.209,6,0.543,0.380952381,0.908794788,10.7,25.7,1.1,Allan Houston,2001,2858,2.2,252,307,52,173,10,161,29,8,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
248,12.6,0.3,8.6,0.261,1.5,1,0.266,5,0.54,0.393063584,0.87020649,10.5,25.9,-0.1,Allan Houston,2002,2914,1.4,346,339,54,190,10,170,30,9,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
249,13.2,0.2,7.9,0.27,1,0.9,0.307,4.4,0.563,0.395555556,0.918987342,9.8,27,1,Allan Houston,2003,3108,2.4,450,395,54,220,7,178,31,10,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
