assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,season,yrs_played,assists_per_40,blocks_per_40,defensive_rebounds_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,personal_fouls_per_40,points_per_40,steals_per_40,three_point_attempts_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40
19.1,196,2.2,44,7.7,,2.7,14.3,271,3.2,0.584,586,0.466,273,0.217,127,0.748,95,65,65,79,2072,5,3.2,53,4.6,136,17.7,kevin-huerter-1,779,761,Guard,1.5,52,maryland,0.597,350,0.394,138,9.1,324,0.603,16.3,126,236,0.572,135,19.3,190,7.8,0.15,Kevin Huerter,Career,2,3.78,0.85,5.23,2.45,1.83,1.02,2.63,15.04,1,6.76,2.66,6.25,2.43,4.56,2.61
8.7,53,1,10,5.1,,1.8,14.5,167,1.7,0.51,440,0.445,196,0.373,164,0.774,127,37,37,81,1198,3.3,3.3,33,2.3,82,17,kevin-knox-1,576,518,Forward,1.5,31,kentucky,0.38,167,0.341,57,9.3,200,0.556,14.1,85,273,0.509,139,24.6,215,4,0.133,Kevin Knox,Career,1,1.77,0.33,5.58,5.48,4.24,1.1,2.74,19.23,1.04,5.58,1.9,6.68,2.84,9.12,4.64
15.4,255,1,26,7.8,,3.5,13.6,355,4.7,0.589,839,0.511,429,0.25,210,0.719,151,102,95,75,2773,4.3,5,116,6.5,180,19.6,khyri-thomas-1,1140,1147,Guard,2.8,141,creighton,0.385,323,0.406,131,9.5,471,0.607,14.9,165,516,0.578,298,19.6,200,11.1,0.161,Khyri Thomas,Career,3,3.68,0.38,5.12,3.03,2.18,1.67,2.6,16.44,2.03,4.66,1.89,6.79,2.38,7.44,4.3
5.9,13,8.3,31,-2.1,,1.2,16.9,59,0.5,0.584,101,0.574,58,0.634,64,0.516,33,29,6,82,438,-3.3,7.3,24,0.2,66,13.7,kostas-antetokounmpo-1,151,142,Forward,1,7,dayton,0.149,15,0.133,2,12.3,83,0.575,22.9,39,86,0.651,56,20.9,190,0.7,0.062,Kostas Antetokounmpo,Career,1,1.19,2.83,5.39,5.84,3.01,2.19,6.03,13.79,0.64,1.37,0.18,7.58,3.56,7.85,5.11
5.2,76,5.5,150,3.6,,2.3,18.8,511,6.1,0.508,1066,0.488,520,0.261,278,0.694,193,142,112,81,3049,1.4,7.9,207,5,304,18.5,kyle-washington-2,1275,1146,Forward,0.7,35,cincinnati,0.106,113,0.372,42,13.5,718,0.532,12.2,166,953,0.502,478,23,230,11.1,0.146,Kyle Washington,Career,4,1,1.97,6.7,3.65,2.53,2.72,3.99,16.73,0.46,1.48,0.55,9.42,2.18,12.5,6.27
25.4,288,0.8,14,8.9,,2.4,9.3,174,3.3,0.609,617,0.48,296,0.326,201,0.811,163,71,68,76,2029,6.5,2.2,39,7.5,146,21,landry-shamet-1,914,903,Guard,1.5,54,wichita-state,0.59,364,0.437,159,5.9,213,0.641,13.2,108,253,0.542,137,19.8,179,10.8,0.213,Landry Shamet,Career,3,5.68,0.28,3.43,3.96,3.21,0.77,2.88,18.02,1.06,7.18,3.13,4.2,2.13,4.99,2.7
13,61,1.8,15,5.2,,2.3,9.2,70,1.3,0.503,318,0.415,132,0.204,65,0.738,48,32,18,76,888,2.9,1.7,13,1.6,51,16.3,lonnie-walker-2,368,344,Guard,2,30,miami-fl,0.509,162,0.346,56,5.5,83,0.527,9.6,37,156,0.487,76,22.4,192,2.8,0.127,Lonnie Walker,Career,1,2.75,0.68,3.15,2.93,2.16,0.59,2.3,16.58,1.35,7.3,2.52,3.74,1.67,7.03,3.42
12.5,145,0.4,8,4.9,,1.2,13.1,249,2.3,0.539,686,0.433,297,0.265,182,0.78,142,68,55,75,2037,3.7,1.6,28,4.1,106,16.5,malik-newman-1,882,813,Guard,1.5,53,kansas,0.534,366,0.399,146,7.7,277,0.571,12.6,111,320,0.472,151,21.6,178,6.4,0.125,Malik Newman,Career,2,2.85,0.16,4.89,3.57,2.79,0.55,2.08,17.32,1.04,7.19,2.87,5.44,2.18,6.28,2.97
9.9,122,4.7,113,4.9,,2.8,19.1,466,6.4,0.513,910,0.463,421,0.286,260,0.681,177,125,69,82,2732,2.1,7.2,170,4.6,209,19,malik-pope-1,1111,1051,Forward,1.3,58,san-diego-state,0.265,241,0.382,92,13.2,636,0.537,13.3,159,669,0.492,329,22.2,205,11,0.161,Malik Pope,Career,4,1.79,1.65,6.82,3.81,2.59,2.49,3.06,16.27,0.85,3.53,1.35,9.31,2.33,9.8,4.82
17.1,312,0.4,15,5,,0.7,9.7,337,4.7,0.533,1758,0.446,784,0.232,407,0.72,293,130,125,75,3901,4.3,2,65,7.5,259,18.1,marcus-foster-1,2167,1936,Guard,1.3,91,creighton,0.463,814,0.376,306,6,402,0.555,12.7,284,944,0.506,478,29.1,210,12.2,0.125,Marcus Foster,Career,4,3.2,0.15,3.46,4.17,3,0.67,2.66,22.22,0.93,8.35,3.14,4.12,2.91,9.68,4.9
12.8,156,1.8,45,3.2,,2,13.2,298,3.4,0.536,746,0.481,359,0.406,303,0.653,198,94,69,77,2601,1.2,4.8,115,3.1,189,17.1,melvin-frazier-1,997,944,Guard,3.3,152,tulane,0.349,260,0.312,81,8.9,413,0.56,17.4,187,486,0.572,278,20.6,200,6.5,0.1,Melvin Frazier,Career,3,2.4,0.69,4.58,4.66,3.04,1.77,2.91,15.33,2.34,4,1.25,6.35,2.88,7.47,4.28
10.3,183,3.6,101,11.5,,5.1,13.4,373,6.7,0.623,873,0.525,458,0.304,265,0.845,224,116,73,79,3171,6.4,5.3,131,10.5,257,22.7,mikal-bridges-1,1311,1240,Forward,3,163,villanova,0.49,428,0.4,171,9.6,504,0.656,11,124,445,0.645,287,18.3,191,17.2,0.216,Mikal Bridges,Career,3,2.31,1.27,4.71,3.34,2.83,1.65,3.24,16.54,2.06,5.4,2.16,6.36,1.56,5.61,3.62
15.8,150,3.6,69,9.5,,3,20.4,385,4,0.548,821,0.47,386,0.245,201,0.776,156,62,60,79,1962,6.4,5.4,84,5.2,105,22.8,miles-bridges-1,1055,948,Forward,1.2,40,michigan-state,0.413,339,0.375,127,13.6,469,0.576,12.7,133,482,0.537,259,27.2,230,9.1,0.186,Miles Bridges,Career,2,3.06,1.41,7.85,4.1,3.18,1.71,2.14,21.51,0.82,6.91,2.59,9.56,2.71,9.83,5.28
3.6,15,13.1,111,10.9,,5.9,28.2,220,2.4,0.567,270,0.541,146,0.441,119,0.681,81,30,29,83,906,5,12.2,96,2.4,76,28.3,mohamed-bamba-1,387,377,Forward,1.5,23,texas,0.189,51,0.275,14,20.2,316,0.593,12.3,46,219,0.603,132,21.3,225,4.8,0.212,Mohamed Bamba,Career,1,0.66,4.9,9.71,5.25,3.58,4.24,3.36,17.09,1.02,2.25,0.62,13.95,2.03,9.67,5.83
5.5,57,1.9,40,7.2,,2.7,19.6,356,4.3,0.618,770,0.547,421,0.301,232,0.698,162,107,77,82,2244,4.4,7.3,128,6.4,269,23.3,moritz-wagner-1,1114,985,Forward,2.3,83,michigan,0.371,286,0.385,110,13.5,484,0.633,12.5,126,484,0.643,311,24.7,210,10.7,0.191,Moritz Wagner,Career,3,1.02,0.71,6.35,4.14,2.89,2.28,4.8,19.86,1.48,5.1,1.96,8.63,2.25,8.63,5.54
13.4,295,0.5,20,4.7,,2.3,9.8,325,5.2,0.52,1051,0.444,467,0.279,293,0.754,221,144,116,76,4147,2.4,2.6,84,8,249,14.8,muhammad-ali-abdur-rahkman-1,1313,1312,Guard,1.6,108,michigan,0.411,432,0.366,158,6.2,409,0.552,9.5,125,619,0.499,309,17.5,175,13.2,0.127,Muhammad-Ali Abdur-Rahkman,Career,4,2.85,0.19,3.13,2.83,2.13,0.81,2.4,12.66,1.04,4.17,1.52,3.95,1.21,5.97,2.98
4.3,30,5.5,59,7.5,,2.8,23.1,231,2.2,0.573,336,0.476,160,0.208,70,0.7,49,40,39,81,1125,4.7,9.9,90,2.9,92,20.6,omari-spellman-1,434,425,Forward,1.3,26,villanova,0.446,150,0.433,65,16.8,321,0.588,9.8,40,186,0.511,95,18.3,260,5.2,0.184,Omari Spellman,Career,1,1.07,2.1,8.21,2.49,1.74,3.2,3.27,15.43,0.92,5.33,2.31,11.41,1.42,6.61,3.38
14,134,2.1,34,6.4,,2.5,12.4,193,2.7,0.521,538,0.45,242,0.37,199,0.729,145,60,57,77,1760,3.8,7.4,100,3.6,131,18,rawle-alkins-1,706,719,Guard,2.1,62,arizona,0.392,211,0.365,77,10.1,293,0.558,16.6,126,327,0.505,165,22.2,220,6.3,0.143,Rawle Alkins,Career,2,3.05,0.77,4.39,4.52,3.3,2.27,2.98,16.05,1.41,4.8,1.75,6.66,2.86,7.43,3.75
7.9,89,5.5,111,7.4,,4.6,20.1,402,5.3,0.562,596,0.557,332,0.414,247,0.579,143,100,48,82,2173,2.8,12,228,4.4,261,21.9,raymond-spalding-1,813,830,Forward,2.8,104,louisville,0.042,25,0.24,6,16.1,630,0.57,15.5,131,571,0.571,326,19.4,210,9.7,0.179,Raymond Spalding,Career,3,1.64,2.04,7.4,4.55,2.63,4.2,4.8,14.97,1.91,0.46,0.11,11.6,2.41,10.51,6
11.4,87,10.5,155,9.6,,5,24,365,3.6,0.593,496,0.591,293,0.343,170,0.541,92,61,40,81,1570,4.6,11.9,165,3.5,123,26.5,robert-williams-3,680,647,Forward,1.7,45,texas-am,0.06,30,0.067,2,18.2,530,0.59,15.5,106,466,0.624,291,21.4,237,7.2,0.182,Robert Williams,Career,2,2.22,3.95,9.3,4.33,2.34,4.2,3.13,17.32,1.15,0.76,0.05,13.5,2.7,11.87,7.41
28.8,189,1.7,18,9,,3.7,10,120,1.9,0.516,377,0.485,183,0.464,175,0.817,143,37,24,78,1248,5.3,3.2,33,3.3,62,21.2,shai-gilgeous-alexander-1,532,571,Guard,2.8,61,kentucky,0.151,57,0.404,23,6.8,153,0.578,17.9,100,320,0.5,160,21.9,180,5.2,0.167,Shai Gilgeous-Alexander,Career,1,6.06,0.58,3.85,5.61,4.58,1.06,1.99,17.05,1.96,1.83,0.74,4.9,3.21,10.26,5.13
11.3,202,0.9,27,5.7,,2.1,8.6,247,3.8,0.548,986,0.428,422,0.136,134,0.746,100,136,70,80,3070,3.6,3.6,93,5.8,227,14.9,sviatoslav-mykhailiuk-1,1181,1109,Guard,1.8,97,kansas,0.587,579,0.409,237,6.2,340,0.563,12.2,146,407,0.455,185,19.3,195,9.6,0.125,Sviatoslav Mykhailiuk,Career,4,2.63,0.35,3.22,1.75,1.3,1.21,2.96,15.39,1.26,7.54,3.09,4.43,1.9,5.3,2.41
23.5,413,0.9,28,4.8,,1.1,13.9,435,4.4,0.497,1458,0.44,641,0.5,729,0.809,590,130,104,75,3775,3.7,1.8,61,11.3,288,23.1,thomas-wilder-1,2040,1976,Guard,2.9,190,western-michigan,0.306,446,0.377,168,7.7,496,0.565,12.8,266,1012,0.467,473,27.5,185,15.7,0.166,Thomas Wilder,Career,4,4.38,0.3,4.61,7.72,6.25,0.65,3.05,21.62,2.01,4.73,1.78,5.26,2.82,10.72,5.01
28,325,0.9,20,5.3,,1,13.7,286,3.3,0.458,974,0.396,386,0.35,341,0.786,268,70,70,77,2392,4.3,2.6,55,4.9,141,18.5,tony-carr-1,1161,1195,Guard,1.3,52,penn-state,0.314,306,0.395,121,8.1,341,0.511,13.1,171,668,0.397,265,27.4,204,8.2,0.137,Tony Carr,Career,2,5.43,0.33,4.78,5.7,4.48,0.92,2.36,19.41,0.87,5.12,2.02,5.7,2.86,11.17,4.43
20.9,448,0.1,4,1.9,,-0.1,9.4,337,3.1,0.461,1370,0.397,544,0.508,696,0.766,533,129,119,73,4181,2,2.6,99,7.2,255,15.6,tra-holder-1,1797,1842,Guard,1.6,120,arizona-state,0.362,496,0.355,176,5.9,436,0.528,15.3,308,874,0.421,368,23.7,165,10.3,0.098,Tra Holder,Career,4,4.29,0.04,3.22,6.66,5.1,0.95,2.44,17.19,1.15,4.75,1.68,4.17,2.95,8.36,3.52
48.6,279,0.7,8,11.1,,1.3,10,111,1.1,0.518,618,0.422,261,0.443,274,0.861,236,32,32,74,1133,9.7,1.3,14,4.6,57,28.3,trae-young-1,876,935,Guard,2.5,54,oklahoma,0.531,328,0.36,118,5.8,125,0.585,18.2,167,290,0.493,143,37.1,180,5.7,0.201,Trae Young,Career,1,9.85,0.28,3.92,9.67,8.33,0.49,2.01,30.93,1.91,11.58,4.17,4.41,5.9,10.24,5.05
13.2,307,0.6,26,6.6,,1.4,15,606,5.6,0.527,1662,0.431,717,0.39,648,0.784,508,142,136,78,4553,5.2,4.1,156,12.5,324,19.3,trevon-bluiett-1,2261,2080,Forward,1.4,112,xavier,0.5,831,0.384,319,9.7,762,0.574,11.5,255,831,0.479,398,24.3,215,18.1,0.159,Trevon Bluiett,Career,4,2.7,0.23,5.32,5.69,4.46,1.37,2.85,19.86,0.98,7.3,2.8,6.69,2.24,7.3,3.5
30.3,207,0.5,5,3.2,,2.1,4.9,53,1.5,0.473,346,0.428,148,0.257,89,0.596,53,37,34,75,1103,1.1,2.1,20,1.5,89,13.7,trevon-duval-1,380,449,Guard,2.8,54,duke,0.309,107,0.29,31,3.6,73,0.489,20.8,102,239,0.49,117,21.3,186,3,0.108,Trevon Duval,Career,1,7.51,0.18,1.92,3.23,1.92,0.73,3.23,13.78,1.96,3.88,1.12,2.65,3.7,8.67,4.24
18.7,111,0.8,7,3.7,,2.3,18,164,1.6,0.494,322,0.444,143,0.326,105,0.743,78,35,35,79,1093,1.4,5.9,53,1.5,78,16.6,troy-brown-5,396,424,Forward,2.9,55,oregon,0.342,110,0.291,32,12,217,0.532,18.8,86,212,0.524,111,21,215,3.1,0.114,Troy Brown,Career,1,4.06,0.26,6,3.84,2.85,1.94,2.85,14.49,2.01,4.03,1.17,7.94,3.15,7.76,4.06
9.9,86,0.1,1,-6.4,,-1.7,5.1,79,1.3,0.461,358,0.358,128,0.249,89,0.652,58,108,42,74,1861,-4.7,2.5,41,0.2,135,6.8,tyler-davis-3,388,374,Guard,2.1,63,alabama-am,0.662,237,0.312,74,3.7,120,0.485,19.5,97,121,0.446,54,13.8,180,1.5,0.032,Tyler Davis,Career,4,1.85,0.02,1.7,1.91,1.25,0.88,2.9,8.34,1.35,5.09,1.59,2.58,2.08,2.6,1.16
19.6,403,1.7,64,7.9,,2.4,14.1,514,6.5,0.543,1244,0.473,589,0.281,350,0.82,287,138,127,79,3957,5.6,8.4,265,11.3,277,19.9,vince-edwards-2,1638,1702,Forward,1,69,purdue,0.355,441,0.392,173,11.5,779,0.581,14.4,237,803,0.518,416,21.3,220,17.8,0.18,Vince Edwards,Career,4,4.07,0.65,5.2,3.54,2.9,2.68,2.8,16.56,0.7,4.46,1.75,7.87,2.4,8.12,4.21
5,47,5.2,74,5.3,,3.8,17.7,256,3,0.516,345,0.426,147,0.322,111,0.622,69,75,30,81,1526,1.6,9.4,126,2.1,204,14.3,wenyen-gabriel-1,425,442,Forward,1.5,41,kentucky,0.49,169,0.367,62,13.7,382,0.534,15,70,176,0.483,85,14.6,213,5,0.132,Wenyen Gabriel,Career,2,1.23,1.94,6.71,2.91,1.81,3.3,5.35,11.14,1.07,4.43,1.63,10.01,1.83,4.61,2.23
9.2,129,6.2,199,7.3,,2.5,16.4,556,5.9,0.505,1355,0.483,655,0.506,686,0.755,518,128,97,80,3576,4.9,10.8,333,9.7,310,24.2,yante-maten-1,1886,1781,Forward,0.9,55,georgia,0.106,144,0.403,58,13.7,889,0.561,12.7,245,1211,0.493,597,27.5,240,15.6,0.175,Yante Maten,Career,4,1.44,2.23,6.22,7.67,5.79,3.72,3.47,21.1,0.62,1.61,0.65,9.94,2.74,13.55,6.68
12.6,66,4.8,42,10.8,,4.7,11.1,102,2.2,0.588,277,0.556,154,0.458,127,0.717,91,37,21,77,1051,6.1,9.6,83,3.3,67,23,zhaire-smith-1,417,417,Guard,2.3,42,texas-tech,0.144,40,0.45,18,10.4,185,0.618,10.8,41,237,0.574,136,18.3,195,5.6,0.212,Zhaire Smith,Career,1,2.51,1.6,3.88,4.83,3.46,3.16,2.55,15.87,1.6,1.52,0.69,7.04,1.56,9.02,5.18
