level_0,assist_percentage,block_percentage,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,player_id,points_produced,position,steal_percentage,team_abbreviation,three_point_attempt_rate,three_point_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_percentage,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,season,yrs_played,col_lkup,assists_per_40,blocks_per_40,defensive_rebounds_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,personal_fouls_per_40,points_per_40,steals_per_40,three_point_attempts_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,max_mp,year,all_star_flag,class
1993-94,,,,swc,,,,0.444,366,0.393,144,0.467,0.807,27,,73,995,,,,,anthony-goldwire-1,,Guard,,houston,0.336,0.301,,0.518,17.7,0.44,,182,,,Anthony Goldwire,1993,2,Anthony Goldwire houston,6.59,0.04,,6.87,5.55,,2.65,18.61,2.33,4.94,1.49,4.02,3.86,9.77,4.3,2212,,0,starter
1996-97,,,,trans-america,,,2.3,0.553,313,0.505,158,0.403,0.794,32,,75,1099,,,3.1,,anthony-johnson-1,,Guard,,college-of-charleston,0.236,0.405,,0.598,,0.536,,190,5.4,0.197,Anthony Johnson,1996,4,Anthony Johnson college-of-charleston,8.33,0.36,,4.59,3.64,,,16.23,1.82,2.69,1.09,4.11,,8.7,4.66,2266,,0,starter
1993-94,,,,big-ten,,,,0.651,249,0.651,162,0.546,0.574,32,,81,910,,,,,anthony-miller-1,,Center,,michigan-state,0.004,0,,0.641,18.2,0.653,,225,,,Anthony Miller,1993,3,Anthony Miller michigan-state,1.32,1.27,,5.98,3.43,,3.6,17.67,1.14,0.04,0,12.62,3.08,10.9,7.12,527,,0,scrub
2007-08,6.8,0.8,,acc,,,0.7,0.579,336,0.458,154,0.232,0.859,32,32,77,951,,,2.7,,anthony-morrow-1,,Guard,,georgia-tech,0.539,0.448,8,0.611,8.1,0.471,20.4,210,3.4,0.145,Anthony Morrow,2007,4,Anthony Morrow georgia-tech,1.43,0.42,3.91,3.28,2.82,1.56,2.52,19.18,1.51,7.61,3.41,5.47,1.39,6.52,3.07,2018,,0,role_player
1996-97,,,,mvc,,,1.4,0.481,257,0.424,109,0.545,0.721,21,20,78,715,,,1.7,,anthony-parker-1,,Guard,,bradley,0.389,0.29,,0.538,15,0.51,,215,3.1,0.174,Anthony Parker,1996,4,Anthony Parker bradley,4.03,0.56,,7.83,5.65,,2.01,19.47,2.07,5.59,1.62,6.27,3.19,8.78,4.48,2437,,0,starter
1991-92,,,,big-8,,,,0.517,475,0.459,218,0.488,0.806,29,,76,1026,,,,,anthony-peeler-1,,Guard,,missouri,0.278,0.417,,0.579,14.7,0.475,,208,,,Anthony Peeler,1991,4,Anthony Peeler missouri,4.37,0.39,,9.04,7.29,,2.81,26.43,2.42,5.15,2.14,6.24,3.94,13.37,6.35,1656,,0,role_player
2007-08,8.5,4.6,,sec,,,2.3,0.467,394,0.464,183,0.421,0.693,31,31,82,1016,,,1.1,,anthony-randolph-1,,Forward,,louisiana-state,0.048,0.105,14.2,0.511,16.3,0.483,28,205,3.5,0.136,Anthony Randolph,2007,1,Anthony Randolph louisiana-state,1.5,2.76,6.97,6.54,4.53,3.39,3.35,19.02,1.38,0.75,0.08,10.35,3.62,14.76,7.13,1129,,0,scrub
2006-07,,,,mvc,,,3.8,0.513,312,0.506,158,0.599,0.658,33,33,80,1044,,,2.1,,anthony-tolliver-1,,Center,,creighton,0.061,0.211,,0.553,14.3,0.526,,240,5.8,0.223,Anthony Tolliver,2006,4,Anthony Tolliver creighton,2.45,2.18,5.59,7.16,4.71,2.84,3.91,16.97,0.92,0.73,0.15,8.43,2.57,11.23,5.9,1427,,0,role_player
1995-96,,,,sec,,,3.8,0.473,492,0.463,228,0.264,0.631,36,,80,971,,,0.9,,antoine-walker-1,,Forward,,kentucky,0.098,0.188,,0.494,13.8,0.493,,224,4.7,0.195,Antoine Walker,1995,2,Antoine Walker kentucky,4.28,1.03,,5.36,3.38,,3.5,22.53,2.51,1.98,0.37,12.44,3.67,18.29,9.02,3268,1998,1,all_star
2004-05,,,,big-12,,,2,0.594,385,0.501,193,0.361,0.691,31,30,79,1052,,,3.9,,antoine-wright-1,,Forward,,texas-am,0.413,0.447,,0.613,14.3,0.54,,210,5.9,0.225,Antoine Wright,2004,3,Antoine Wright texas-am,2.62,0.84,5.1,5.29,3.65,1.94,3,21.03,1.37,6.05,2.7,7.03,2.85,8.59,4.64,1552,,0,role_player
1996-97,,,,mac,,,1.5,0.591,510,0.547,279,0.414,0.777,32,,76,1161,,,5.4,,antonio-daniels-1,,Guard,,bowling-green-state,0.204,0.433,,0.628,14.4,0.576,,195,6.9,0.239,Antonio Daniels,1996,4,Antonio Daniels bowling-green-state,7.44,0.34,,7.27,5.65,,1.76,26.43,2.52,3.58,1.55,3.1,3.55,13.99,8.06,2060,,0,role_player
1989-90,,,,wac,,,,0.52,229,0.52,119,0.721,0.642,32,32,81,991,,,,,antonio-davis-1,,Forward,,texas-el-paso,0.004,0,,0.56,15.2,0.522,,215,,,Antonio Davis,1989,4,Antonio Davis texas-el-paso,0.85,1.45,,6.66,4.28,,3.63,13.88,0.69,0.04,0,9.69,2.22,9.2,4.8,2335,,0,starter
1990-91,,,,sec,,,,0.455,191,0.455,87,0.372,0.507,29,,83,570,,,,,antonio-harvey-1,,Forward,,georgia,0.021,0,,0.467,17,0.465,,225,,,Antonio Harvey,1990,2,Antonio Harvey georgia,1.47,4.21,,4.98,2.53,,5.47,14.74,1.19,0.28,0,8.77,3.23,13.12,6.11,821,,0,scrub
1993-94,6.2,3.1,,acc,,,,0.588,260,0.588,153,0.627,0.724,34,34,80,1023,,,,,antonio-lang-1,,Forward,,duke,0.008,0,10.1,0.628,18,0.593,19.4,205,,,Antonio Lang,1993,4,Antonio Lang duke,1.37,1.49,,6.37,4.61,,3.25,16.58,0.59,0.08,0,7.19,2.89,10.09,5.98,843,,0,scrub
1994-95,,,,sec,,,,0.512,361,0.512,185,0.366,0.667,33,33,81,861,,,,,antonio-mcdyess-1,,Center,,alabama,0.003,0,,0.54,15.5,0.514,,220,,,Antonio McDyess,1994,2,Antonio McDyess alabama,0.98,3.07,,6.13,4.09,,5.06,21.28,1.3,0.05,0,15.66,3.62,16.72,8.59,2565,,0,starter
2012-13,16.8,1.4,2.1,sec,1.1,11.2,1.5,0.464,357,0.44,157,0.594,0.637,33,33,77,1048,1,5.6,1.6,16.9,archie-goodwin-1,467,Guard,2.1,kentucky,0.179,0.266,8.5,0.509,18.1,0.478,27.2,198,3.1,0.117,Archie Goodwin,2012,1,Archie Goodwin kentucky,3.36,0.57,3.97,8.09,5.15,1.83,3.7,17.79,1.37,2.44,0.65,5.8,3.85,11.18,5.34,1114,,0,scrub
2008-09,,,,pac-10,,,2.7,0.581,264,0.58,153,0.553,0.774,33,33,82,951,,,3.8,,aron-baynes-1,,Center,,washington-state,0.004,1,,0.63,13.9,0.578,,250,6.5,0.272,Aron Baynes,2008,4,Aron Baynes washington-state,0.84,1.81,7.49,6.14,4.75,2.9,2.99,17.67,0.38,0.04,0.04,10.39,2.27,11.06,6.39,1233,,0,scrub
2006-07,,,,pac-10,,,1.7,0.556,456,0.461,210,0.276,0.802,36,36,77,1186,,,3.9,,arron-afflalo-1,,Guard,,ucla,0.509,0.375,,0.589,11,0.549,,215,5.5,0.186,Arron Afflalo,2006,3,Arron Afflalo ucla,2.36,0.27,2.83,4.25,3.41,0.51,2.23,20.51,0.74,7.82,2.93,3.34,2.16,7.55,4.15,2324,,0,starter
1996-97,9.1,2,,big-east,,,2.4,0.524,440,0.455,200,0.466,0.888,36,,81,1192,,,4.4,,austin-croshere-1,,Center,1.9,providence,0.398,0.349,12.5,0.598,15,0.525,27,235,6.8,0.228,Austin Croshere,1996,4,Austin Croshere providence,1.81,0.84,,6.88,6.11,,3.09,21.58,1.28,5.87,2.05,9.06,3.19,8.89,4.66,1885,,0,role_player
2008-09,7.8,6.2,,wcc,,,3.6,0.532,333,0.477,159,0.327,0.706,34,33,83,895,,,2.1,,austin-daye-1,,Forward,,gonzaga,0.252,0.429,14.5,0.56,15.9,0.494,26,200,5.7,0.255,Austin Daye,2008,2,Austin Daye gonzaga,1.65,3.13,8.76,4.87,3.44,1.61,4.34,19.26,1.07,3.75,1.61,10.37,3.26,11.13,5.5,1446,,0,role_player
2011-12,13,0.1,4,acc,0.8,10,1,0.505,402,0.433,174,0.458,0.658,34,33,76,1129,3.2,2.2,2.4,16.9,austin-rivers-1,488,Guard,1.7,duke,0.396,0.365,6,0.538,13.9,0.477,25.2,200,3.5,0.124,Austin Rivers,2011,1,Austin Rivers duke,2.52,0.04,3.33,6.52,4.29,0.74,2.69,18.67,1.17,5.63,2.05,4.07,2.8,8.61,4.11,1563,,0,role_player
2009-10,12.4,1.6,,big-12,,6.6,1.6,0.489,368,0.432,159,0.179,0.545,34,32,74,1003,,3.5,1.6,,avery-bradley-1,374,Guard,2.4,texas,0.304,0.375,5.1,0.496,11.5,0.457,20.4,180,3.2,0.127,Avery Bradley,2009,1,Avery Bradley texas,2.83,0.72,2.59,2.63,1.44,1.32,3.19,15.79,1.75,4.47,1.67,3.91,2.07,10.21,4.67,1855,,0,role_player
1998-99,,,,pac-10,,,2.1,0.537,312,0.481,150,0.503,0.599,27,,75,828,,,2.1,,baron-davis-1,,Guard,,ucla,0.327,0.343,,0.555,18.7,0.548,,209,4.2,0.202,Baron Davis,1998,2,Baron Davis ucla,6.67,0.48,,7.58,4.54,,4.54,20.72,3.29,4.93,1.69,4.69,4.3,10.14,5.56,3318,2002,1,all_star
1995-96,,,,pac-10,,,1.9,0.546,313,0.546,171,0.588,0.69,33,33,81,1039,,,2.6,,ben-davis-1,,Forward,,arizona,0,,,0.586,16.1,0.546,,240,4.5,0.172,Ben Davis,1995,3,Ben Davis arizona,0.89,0.81,,7.08,4.89,,3.5,18.06,0.77,0,0,12.05,2.96,12.05,6.58,98,,0,scrub
2003-04,23.4,0.3,,big-east,,,3.1,0.528,551,0.434,239,0.309,0.829,39,39,75,1346,,,3.9,,ben-gordon-1,,Guard,,connecticut,0.436,0.433,6.9,0.572,14.6,0.434,25.8,200,7,0.209,Ben Gordon,2003,3,Ben Gordon connecticut,5.23,0.18,4.46,5.05,4.19,1.01,2.7,21.49,1.58,7.13,3.09,5.47,3.21,9.24,4.01,2704,,0,starter
2012-13,12.6,2.2,10.5,big-12,3.4,13.2,2.3,0.586,400,0.495,198,0.345,0.87,37,36,77,1191,7.2,5,4.2,23.2,ben-mclemore-1,530,Guard,1.8,kansas,0.435,0.42,9.4,0.633,14.2,0.553,23.2,195,6.5,0.217,Ben McLemore,2012,1,Ben McLemore kansas,2.45,0.84,4.87,4.63,4.03,1.58,2.32,19.78,1.24,5.84,2.45,6.45,2.59,7.59,4.2,2670,,0,starter
1993-94,,,,big-east,,,,0.557,418,0.557,233,0.648,0.793,34,,81,1140,,,,,bill-curley-1,,Forward,,boston-college,0.002,0,,0.623,11.9,0.559,,220,,,Bill Curley,1993,4,Bill Curley boston-college,1.89,0.98,,9.51,7.54,,3.37,23.89,0.95,0.04,0,10.7,2.6,14.63,8.18,595,,0,scrub
1990-91,,,,big-east,,,,0.53,554,0.509,282,0.421,0.674,32,32,80,1215,,,,,billy-owens-1,,Forward,,syracuse,0.105,0.397,,0.56,14.5,0.522,,220,,,Billy Owens,1990,3,Billy Owens syracuse,3.65,1.22,,7.67,5.17,,2.83,24.49,2.57,1.91,0.76,12.21,3.72,16.33,8.53,2738,,0,starter
1989-90,,,,metro,,,,0.452,693,0.404,280,0.309,0.738,31,,73,1147,,,,,bimbo-coles-1,,Guard,,virginia-tech,0.315,0.307,,0.494,11.3,0.448,,180,,,Bimbo Coles,1989,4,Bimbo Coles virginia-tech,4.25,0.45,,7.46,5.51,,2.93,27.38,2.44,7.6,2.34,5.13,3.52,16.56,7.43,2232,,0,starter
1990-91,,,,pac-10,,,,0.619,315,0.619,195,0.467,0.673,35,,81,878,,,,,bison-dele-1,,Center,,arizona,,,,0.635,15.9,,,235,,,Bison Dele,1990,3,Bison Dele arizona,0.96,1.78,,6.7,4.51,,4.33,22.28,1.32,,0,12.44,3.33,,8.88,1507,,0,role_player
2008-09,16.3,2.6,,big-12,,,3.5,0.657,459,0.654,300,0.706,0.59,35,35,82,1165,,,6.1,,blake-griffin-1,,Forward,,oklahoma,0.017,0.375,24,0.648,15.9,0.659,30.8,251,9.7,0.332,Blake Griffin,2008,2,Blake Griffin oklahoma,2.75,1.41,12.67,11.12,6.56,4.64,3.06,27.26,1.34,0.27,0.1,17.3,3.98,15.48,10.2,3112,2011,1,all_star
1992-93,,,,swc,,,,0.658,298,0.658,196,0.644,0.495,30,,80,1055,,,,,bo-outlaw-1,,Forward,,houston,0,,,0.626,14.9,0.658,,210,,,Bo Outlaw,1992,2,Bo Outlaw houston,3.75,4.32,,7.28,3.6,,3.34,18.46,2.96,0,0,11.41,2.58,11.3,7.43,2195,,0,role_player
1994-95,,,,acc,,,,0.482,393,0.417,164,0.455,0.687,27,26,77,981,,,,,bob-sura-1,,Guard,,florida-state,0.402,0.323,,0.525,16.1,0.481,,200,,,Bob Sura,1994,4,Bob Sura florida-state,5.95,0.2,,7.3,5.02,,3.1,20.47,2,6.44,2.08,7.58,3.75,9.58,4.61,2269,,0,starter
2006-07,,,,big-west,,,1.2,0.567,402,0.468,188,0.284,0.789,27,27,74,933,,,3,,bobby-brown-1,,Guard,,cal-state-fullerton,0.512,0.388,,0.598,17.4,0.551,,175,4.2,0.181,Bobby Brown,2006,4,Bobby Brown cal-state-fullerton,5.92,0.13,2.4,4.89,3.86,0.69,2.74,23.41,1.5,8.83,3.43,3.09,4.12,8.4,4.63,931,,0,scrub
1992-93,36.6,0.1,,acc,,,,0.539,373,0.421,157,0.477,0.803,32,32,73,1138,,,,,bobby-hurley-1,,Guard,,duke,0.56,0.421,4.1,0.596,19.1,0.421,22.8,165,,,Bobby Hurley,1992,4,Bobby Hurley duke,9.21,0.04,,6.26,5.03,,2.11,19.16,1.72,7.35,3.09,2.95,3.8,5.76,2.43,1105,,0,scrub
1996-97,,,,big-ten,,,3.4,0.477,433,0.441,191,0.356,0.786,35,,73,1101,,,2.1,,bobby-jackson-1,,Guard,,minnesota,0.224,0.32,,0.528,13.8,0.476,,185,5.4,0.197,Bobby Jackson,1996,2,Bobby Jackson minnesota,5.05,0.29,,5.59,4.4,,3.85,19.4,2.69,3.52,1.13,7.74,2.94,12.21,5.81,2042,,0,role_player
1990-91,,,,swac,,,,0.502,641,0.406,260,0.329,0.72,28,,77,986,,,,,bobby-phills-1,,Guard,,southern,0.551,0.348,,0.536,7.8,0.476,,210,,,Bobby Phills,1990,4,Bobby Phills southern,2.11,0.53,,8.56,6.17,,,32.25,3.65,14.32,4.99,5.35,2.56,11.68,5.56,2500,,0,starter
2014-15,8.8,4.8,8.9,sec,1.4,20.2,1.9,0.552,466,0.536,250,0.335,0.737,36,36,83,1076,7.6,13.6,4.2,29.5,bobby-portis-1,578,Forward,2.1,arkansas,0.064,0.467,16.8,0.582,9.4,0.541,26.7,242,6.1,0.227,Bobby Portis,2014,2,Bobby Portis arkansas,1.56,1.86,6.99,5.8,4.28,4.94,2.9,23.38,1.45,1.12,0.52,11.93,2.08,16.21,8.77,1643,,0,role_player
2000-01,,,,cusa,,,1,0.539,333,0.447,149,0.465,0.8,29,28,79,981,,,2.9,,bobby-simmons-1,,Forward,,depaul,0.495,0.37,,0.594,12.9,0.524,,210,3.9,0.16,Bobby Simmons,2000,3,Bobby Simmons depaul,2.94,0.16,7.01,6.32,5.06,3.1,3.96,19.69,0.94,6.73,2.49,10.11,2.45,6.85,3.59,2799,,0,starter
1997-98,,,,mac,,,3.5,0.544,486,0.49,238,0.397,0.689,29,,77,,,,3.5,,bonzi-wells-1,,Forward,,ball-state,0.292,0.373,,0.573,,0.538,,210,7.1,,Bonzi Wells,1997,4,Bonzi Wells ball-state,,,,,,,,,,,,,,,,2348,,0,starter
1997-98,,,,big-ten,,,2.9,0.637,302,0.632,191,0.844,0.78,34,32,83,993,,,5,,brad-miller-1,,Center,,purdue,0.033,0.3,,0.69,19.3,0.644,,244,7.9,0.317,Brad Miller,1997,4,Brad Miller purdue,3.46,2.26,,10.27,8.02,,3.71,23.52,1.69,0.4,0.12,12.17,4.07,11.76,7.57,2263,,0,starter
2011-12,12.7,2.6,8.4,sec,2.9,20.3,2.1,0.525,393,0.445,175,0.44,0.769,37,37,75,1267,5.4,4.8,3.6,22,bradley-beal-1,522,Guard,2.5,florida,0.473,0.339,12.3,0.575,14.3,0.541,23,207,5.7,0.18,Bradley Beal,2011,1,Bradley Beal florida,2.62,0.98,6.28,5.46,4.2,1.58,2.4,17.24,1.61,5.87,1.99,7.86,2.49,6.54,3.54,2530,,0,starter
2006-07,,,,acc,,,4,0.646,353,0.646,228,0.445,0.567,37,37,81,1013,,,3.7,,brandan-wright-1,,Forward,,north-carolina,0,,,0.637,12.1,0.646,,205,7.6,0.301,Brandan Wright,2006,1,Brandan Wright north-carolina,1.46,2.57,6,6.2,3.51,3.04,2.17,21.52,1.42,0,0,9.04,2.33,13.94,9,791,,0,scrub
2004-05,5.5,3.3,,sec,,,1.7,0.586,319,0.567,181,0.589,0.777,30,29,80,1007,,,3.8,,brandon-bass-1,,Forward,,louisiana-state,0.082,0.462,16.1,0.637,11.7,0.577,23.2,240,5.5,0.217,Brandon Bass,2004,2,Brandon Bass louisiana-state,0.99,1.91,7.55,7.47,5.8,3.26,2.9,20.66,0.95,1.03,0.48,10.8,2.14,11.64,6.71,1574,,0,role_player
2003-04,9.1,0,,independent,,,0,0.422,45,0.333,15,0.267,0.833,22,1,78,262,,,0,,brandon-jennings-1,,Forward,,ipfw,0.511,0.348,10.1,0.473,20.4,0.318,12.6,228,0.1,0.01,Brandon Jennings,2003,2,Brandon Jennings ipfw,1.83,0,4.43,1.83,1.53,2.29,3.05,7.33,0.92,3.51,1.22,6.72,1.98,3.36,1.07,2897,,0,starter
2010-11,23.4,0.6,5.5,sec,0.9,10.2,1.8,0.508,513,0.423,217,0.333,0.795,38,38,75,1363,4.5,2.2,3.6,19.3,brandon-knight-1,652,Guard,1.1,kentucky,0.45,0.377,6.3,0.553,16.8,0.461,27,185,5.3,0.157,Brandon Knight,2010,1,Brandon Knight kentucky,4.67,0.23,3.76,5.02,3.99,0.73,2.44,19.28,0.73,6.78,2.55,4.49,3.52,8.28,3.82,2400,,0,starter
2005-06,25.1,1.8,,pac-10,,,2.9,0.551,449,0.508,228,0.47,0.81,33,33,78,1046,,,4.1,,brandon-roy-1,,Guard,,washington,0.216,0.402,10.5,0.606,12,0.537,27.5,215,7,0.269,Brandon Roy,2005,4,Brandon Roy washington,5.16,0.99,4.47,8.07,6.54,2.64,3.1,25.47,1.76,3.71,1.49,7.11,2.87,13.46,7.23,2903,2008,1,all_star
2007-08,,,,big-12,,,2.8,0.531,414,0.435,180,0.208,0.779,38,30,78,1127,,,2.3,,brandon-rush-1,,Guard,,kansas,0.461,0.419,,0.557,13.2,0.448,,210,5.1,0.18,Brandon Rush,2007,3,Brandon Rush kansas,2.87,1.14,4.9,3.05,2.38,2.02,2.13,17.99,1.14,6.78,2.84,6.92,2.45,7.91,3.55,2491,,0,starter
2000-01,,,,acc,,,3.3,0.592,262,0.592,155,0.702,0.516,33,33,85,901,,,2.1,,brendan-haywood-1,,Center,,north-carolina,0,,,0.58,15.9,0.592,,268,5.4,0.238,Brendan Haywood,2000,4,Brendan Haywood north-carolina,1.86,5.33,6.08,8.17,4.22,4.66,4.31,17.98,0.8,0,0,10.74,2.93,11.63,6.88,1930,,0,role_player
1994-95,,,,pac-10,,,,0.588,352,0.514,181,0.528,0.823,27,,78,1012,,,,,brent-barry-1,,Forward,,oregon-state,0.375,0.394,,0.644,16.3,0.586,,185,,,Brent Barry,1994,4,Brent Barry oregon-state,4.11,0.47,,7.35,6.05,,2.81,22.41,2.85,5.22,2.06,6.28,3.4,8.7,5.1,1898,,0,role_player
1991-92,,,,big-8,,,,0.563,391,0.465,182,0.389,0.789,30,,73,1064,,,,,brent-price-1,,Guard,,oklahoma,0.496,0.392,,0.604,13.1,0.538,,165,,,Brent Price,1991,4,Brent Price oklahoma,6.95,0.23,,5.71,4.51,,3.53,21.05,3.01,7.29,2.86,4.17,2.63,7.41,3.98,2042,,0,role_player
1996-97,,,,pac-10,,,2.6,0.474,341,0.408,139,0.584,0.834,30,,70,960,,,2.6,,brevin-knight-1,,Guard,,stanford,0.323,0.409,,0.561,19.1,0.407,,173,5.2,0.216,Brevin Knight,1996,4,Brevin Knight stanford,9.75,0.17,,8.29,6.92,,3.54,20.38,3.46,4.58,1.88,4.62,4.29,9.62,3.92,2483,,0,starter
1999-00,,,,big-ten,,,2.5,0.474,333,0.411,137,0.508,0.769,32,29,80,943,,,1.9,,brian-cardinal-1,,Forward,,purdue,0.372,0.339,,0.54,15.2,0.455,,245,4.4,0.187,Brian Cardinal,1999,4,Brian Cardinal purdue,3.01,0.42,,7.17,5.51,,3.65,18.92,2.76,5.26,1.78,8.61,3.14,8.87,4.03,1634,,0,role_player
2002-03,14,1,,big-ten,,,2.3,0.511,422,0.479,202,0.486,0.82,30,30,81,940,,,3.3,,brian-cook-1,,Forward,,illinois,0.211,0.303,14.2,0.577,13.8,0.526,32.8,234,5.6,0.24,Brian Cook,2002,4,Brian Cook illinois,2.55,0.55,7.79,8.72,7.15,1.87,3.74,25.49,0.85,3.79,1.15,9.66,3.53,14.17,7.45,1535,,0,role_player
1993-94,,,,midwestern-collegiate,,,,0.56,324,0.559,181,0.528,0.713,29,,81,894,,,,,brian-grant-1,,Center,,xavier,0.009,0.333,,0.598,14.2,0.561,,254,,,Brian Grant,1993,4,Brian Grant xavier,2.1,2.1,,7.65,5.46,,3.31,21.7,1.21,0.13,0.04,12.84,3,14.36,8.05,2398,,0,starter
1989-90,,,,acc,,,,0.572,504,0.516,260,0.405,0.721,34,34,76,1277,,,,,brian-oliver-1,,Guard,,georgia-tech,0.292,0.388,,0.602,13.9,0.569,,210,,,Brian Oliver,1989,4,Brian Oliver georgia-tech,3.48,0.16,,6.39,4.6,,2.79,22.68,0.88,4.6,1.79,6.39,3.04,11.18,6.36,800,,0,scrub
2007-08,23.9,0.3,,atlantic-10,,,1,0.59,437,0.476,208,0.295,0.86,34,34,74,1179,,,4.9,,brian-roberts-1,,Guard,,dayton,0.503,0.455,5.2,0.629,15.9,0.498,27.3,175,5.8,0.198,Brian Roberts,2007,4,Brian Roberts dayton,3.97,0.14,2.99,4.38,3.77,0.27,2.04,21.27,0.41,7.46,3.39,3.26,3.19,7.36,3.66,1667,,0,role_player
2000-01,,,,pac-10,,,1.9,0.506,362,0.478,173,0.459,0.801,34,33,81,1116,,,2.4,,brian-scalabrine-1,,Center,,southern-california,0.182,0.303,,0.566,19.1,0.517,,241,4.3,0.153,Brian Scalabrine,2000,3,Brian Scalabrine southern-california,3.44,1.11,4.73,5.95,4.77,2.51,3.19,17.89,1.08,2.37,0.72,7.24,3.73,10.61,5.48,1167,,0,scrub
1997-98,,,,big-12,,,2.8,0.553,347,0.553,192,0.599,0.591,28,,81,,,,2.6,,brian-skinner-1,,Center,,baylor,0,,,0.569,,0.553,,255,5.4,,Brian Skinner,1997,4,Brian Skinner baylor,,,,,,,,,,,,,,,,1107,,0,scrub
2007-08,11.3,4.9,,pac-10,,,3.5,0.468,393,0.468,184,0.494,0.789,27,25,85,831,,,2,,brook-lopez-1,,Forward,,stanford,0.015,0,15.3,0.537,10.7,0.475,33.7,260,5.4,0.261,Brook Lopez,2007,2,Brook Lopez stanford,1.78,2.7,6.93,9.34,7.36,3.71,3.18,25.08,0.77,0.29,0,10.64,2.79,18.63,8.86,3027,,0,starter
1993-94,,,,big-8,,,,0.584,401,0.446,179,0.332,0.789,34,34,76,1175,,,,,brooks-thompson-1,,Guard,,oklahoma-state,0.581,0.472,,0.617,17.3,0.411,,193,,,Brooks Thompson,1993,4,Brooks Thompson oklahoma-state,6.64,0.1,,4.53,3.57,,2.31,19.51,3.37,7.93,3.74,4.66,3.3,5.72,2.35,1055,,0,scrub
1992-93,,,,big-west,,,,0.487,318,0.465,148,0.632,0.652,27,,79,987,,,,,bruce-bowen-1,,Forward,,cal-state-fullerton,0.135,0.326,,0.533,,0.487,,185,,,Bruce Bowen,1992,4,Bruce Bowen cal-state-fullerton,2.51,0.85,,8.15,5.31,,,17.87,2.15,1.74,0.57,7.13,,11.14,5.43,1305,,0,role_player
1994-95,,,,big-8,,,,0.586,493,0.586,289,0.629,0.706,37,37,85,1288,,,,,bryant-reeves-1,,Center,,oklahoma-state,0.01,0,,0.622,14.5,0.592,,275,,,Bryant Reeves,1994,4,Bryant Reeves oklahoma-state,0.93,1.86,,9.63,6.8,,3.66,24.75,0.56,0.16,0,10.87,3.39,15.16,8.98,2777,,0,starter
1991-92,,,,acc,,,,0.486,509,0.452,230,0.456,0.815,33,33,77,1202,,,,,bryant-stith-1,,Guard,,virginia,0.187,0.368,,0.552,9.6,0.471,,208,,,Bryant Stith,1991,4,Bryant Stith virginia,2.4,0.43,,7.72,6.29,,2.6,22.76,1.33,3.16,1.16,7.29,2.2,13.78,6.49,2853,,0,starter
1997-98,,,,mid-continent,,,1.3,0.552,462,0.45,208,0.281,0.792,31,,74,,,,3.8,,bryce-drew-1,,Guard,,valparaiso,0.47,0.433,,0.585,,0.465,,185,5.1,,Bryce Drew,1997,4,Bryce Drew valparaiso,,,,,,,,,,,,,,,,1305,,0,role_player
1992-93,,,,big-west,,,,0.556,285,0.537,153,0.502,0.727,32,,79,1006,,,,,bryon-russell-1,,Forward,,long-beach-state,0.119,0.324,,0.596,15.6,0.566,,225,,,Bryon Russell,1992,3,Bryon Russell long-beach-state,2.62,0.56,,5.69,4.14,,3.78,16.74,2.15,1.35,0.44,8.47,2.58,9.98,5.65,2525,,0,starter
1991-92,,,,big-8,,,,0.557,467,0.533,249,0.514,0.7,34,34,77,1157,,,,,byron-houston-1,,Forward,,oklahoma-state,0.169,0.278,,0.592,15.1,0.585,,250,,,Byron Houston,1991,4,Byron Houston oklahoma-state,2.14,1.73,,8.3,5.81,,3.91,23.79,1.69,2.73,0.76,10.16,3.56,13.41,7.85,1274,,0,scrub
1992-93,,,,big-ten,,,,0.591,552,0.549,303,0.301,0.795,35,35,79,1181,,,,,calbert-cheaney-1,,Guard,,indiana,0.199,0.427,,0.622,11.9,0.579,,209,,,Calbert Cheaney,1992,4,Calbert Cheaney indiana,2.85,0.34,,5.62,4.47,,2.57,26.59,1.12,3.73,1.59,7.55,2.88,14.97,8.67,2651,,0,starter
1998-99,,,,big-ten,,,1.8,0.513,306,0.513,157,0.422,0.775,27,,83,942,,,2.2,,calvin-booth-1,,Center,,penn-state,0.02,0,,0.564,14.4,0.523,,230,4,0.17,Calvin Booth,1998,4,Calvin Booth penn-state,1.02,4.03,,5.48,4.25,,2.51,17.58,0.72,0.25,0,10.02,2.63,12.74,6.67,933,,0,scrub
