col_lkup,height,position,steals,blocks,minutes_played,personal_fouls,assists,free_throw_attempts,free_throws,offensive_rebounds,defensive_rebounds,points,total_rebounds,turnovers,two_point_attempts,two_pointers,three_point_attempts,three_pointers,yrs_played,steals_per_40,blocks_per_40,personal_fouls_per_40,assists_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,defensive_rebounds_per_40,points_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,three_point_attempts_per_40,three_pointers_per_40,free_throw_percentage,three_point_percentage,two_point_percentage,max_season,nba_value_over_replacement_player,nba_steals,nba_blocks,nba_minutes_played,nba_assists,nba_turnovers,nba_attempted_three_point_field_goals,nba_attempted_free_throws,nba_steals_per_40,nba_blocks_per_40,nba_assists_per_40,nba_turnovers_per_40,nba_attempted_three_point_field_goals_per_40,nba_attempted_free_throws_per_40,nba_three_point_percentage,nba_free_throw_percentage,nba_assist_percentage,nba_block_percentage,nba_steal_percentage,nba_usage_percentage,nba_total_rebound_percentage,nba_true_shooting_percentage,nba_turnover_percentage
Jordan Hill arizona,82,Forward,53,140,2623,258,80,346,220,273,490,1208,763,190,855,494,0,0,3,0.81,2.13,3.93,1.22,5.28,3.35,4.16,7.47,18.42,11.64,2.9,13.04,7.53,0,0,0.635939306,,0.577802339,2008,-0.9,50,119,2758,78,149,9,261,0.73,1.73,1.13,2.16,0.13,3.79,0,0.675687487,4.503558738,3.096256345,0.908785352,18.38183285,17.1338488,0.525925725,13.10744924
Jordan McRae tennessee,77,Guard,73,97,3088,218,209,455,350,75,296,1521,371,225,668,317,522,179,4,0.95,1.26,2.82,2.71,5.89,4.53,0.97,3.83,19.7,4.81,2.91,8.65,4.11,6.76,2.32,0.769197802,0.342913793,0.474565868,2013,-0.1,45,30,1696,167,87,234,206,1.06,0.71,3.94,2.05,5.52,4.86,0.356663038,0.767931088,14.88693632,1.515420991,1.261228774,22.63457193,7.251472877,0.517800142,9.464728774
Josh Childress stanford,80,Forward,77,95,2458,182,155,245,185,161,422,1061,583,150,571,282,310,104,3,1.25,1.55,2.96,2.52,3.99,3.01,2.62,6.87,17.27,9.49,2.44,9.29,4.59,5.04,1.69,0.754877551,0.335232258,0.494112084,2003,6.8,289,153,8923,526,385,258,917,1.3,0.69,2.36,1.73,1.16,4.11,0.360465116,0.799345692,9.754477194,1.294912025,1.678135156,15.37689118,10.47565841,0.600177519,12.79966379
Josh Davis wyoming,80,Forward,140,173,3131,214,167,397,255,162,363,1439,956,105,896,496,230,64,4,1.79,2.21,2.73,2.13,5.07,3.26,2.07,4.64,18.38,12.21,1.34,11.45,6.34,2.94,0.82,0.642050378,0.278517391,0.553875,2001,0.1,17,5,498,19,21,70,29,1.37,0.4,1.53,1.69,5.62,2.33,0.328571429,0.675172414,6.029869478,0.815261044,1.726923695,16.43217068,13.08928916,0.47707247,11.42710843
Josh Howard wake-forest,79,Forward,215,143,3536,373,239,511,362,262,406,1761,836,275,1026,536,309,109,4,2.43,1.62,4.22,2.7,5.78,4.1,2.96,4.59,19.92,9.46,3.11,11.61,6.06,3.5,1.23,0.708412916,0.352605178,0.522467836,2002,8,335,185,8405,444,391,483,931,1.59,0.88,2.11,1.86,2.3,4.43,0.358178054,0.758324382,8.815752528,1.633551457,2.102117787,21.43187388,11.69553837,0.529572278,10.05083879
Josh McRoberts duke,82,Forward,80,128,2047,190,167,262,174,130,319,742,449,131,481,269,36,10,2,1.56,2.5,3.71,3.26,5.12,3.4,2.54,6.23,14.5,8.77,2.56,9.4,5.26,0.7,0.2,0.664,0.277666667,0.55906237,2006,1.9,77,89,2428,212,126,94,170,1.27,1.47,3.49,2.08,1.55,2.8,0.329787234,0.688235294,13.90288303,2.679036244,1.596293245,15.00897858,13.51659802,0.577349671,15.33657331
Josh Powell north-carolina-state,81,Forward,32,71,1500,162,62,192,140,128,166,629,294,132,394,228,38,11,2,0.85,1.89,4.32,1.65,5.12,3.73,3.41,4.43,16.77,7.84,3.52,10.51,6.08,1.01,0.29,0.728734375,0.289526316,0.578517766,2002,-2.3,35,56,2713,104,167,3,224,0.52,0.83,1.53,2.46,0.04,3.3,0,0.746857143,5.981792849,1.578131957,0.680636933,16.50651603,14.31791891,0.504523052,16.75298931
Josh Richardson tennessee,78,Guard,147,88,3842,301,246,314,238,116,323,1252,439,209,697,360,308,98,4,1.53,0.92,3.13,2.56,3.27,2.48,1.21,3.36,13.03,4.57,2.18,7.26,3.75,3.21,1.02,0.757703822,0.318006494,0.516522238,2014,4.2,296,173,7949,742,353,1138,513,1.49,0.87,3.73,1.78,5.73,2.58,0.368189807,0.820662768,14.11229085,1.81770034,1.879695559,18.16539187,5.730054095,0.536938986,10.8850044
Jrue Holiday ucla,75,Guard,55,18,950,75,129,62,45,44,88,296,132,75,161,85,88,27,1,2.32,0.76,3.16,5.43,2.61,1.89,1.85,3.71,12.46,5.56,3.16,6.78,3.58,3.71,1.14,0.726,0.307,0.528,2008,5.3,425,97,9790,1726,801,799,657,1.74,0.4,7.05,3.27,3.26,2.68,0.374217772,0.780821918,28.75141982,0.785025536,2.285342186,22.32461696,6.234954035,0.510008069,17.03278856
Juan Dixon maryland,75,Guard,333,26,4002,283,371,501,426,95,224,2269,599,355,1098,563,615,239,4,3.33,0.26,2.83,3.71,5.01,4.26,0.95,2.24,22.68,5.99,3.55,10.97,5.63,6.15,2.39,0.850231537,0.388873171,0.513039162,2001,0.2,209,17,5099,437,327,599,476,1.64,0.13,3.43,2.57,4.7,3.73,0.328881469,0.821428571,15.92031771,0.233359482,2.1939596,24.30388311,5.833928221,0.498220828,12.06844479
Jud Buechler arizona,78,Guard,116,35,2930,227,256,304,226,0,0,1144,638,196,697,399,105,40,4,1.58,0.48,3.1,3.49,4.15,3.09,0,0,15.62,8.71,2.68,9.52,5.45,1.43,0.55,0.743424342,0.381047619,0.572439024,1989,0.6,107,42,2654,184,106,93,194,1.61,0.63,2.77,1.6,1.4,2.92,0.35483871,0.659664949,9.418417483,0.943617182,1.985561417,14.91836473,8.628628485,0.482555162,10.84135644
Julian Wright kansas,80,Forward,86,91,1711,148,142,181,107,149,301,738,450,155,550,311,16,3,2,2.01,2.13,3.46,3.32,4.23,2.5,3.48,7.04,17.25,10.52,3.62,12.86,7.27,0.37,0.07,0.590734807,0.1876875,0.565550909,2006,1.2,132,69,3049,182,164,61,166,1.73,0.91,2.39,2.15,0.8,2.18,0.262295082,0.58433735,9.13735651,1.806100361,2.275598557,15.69058708,10.31620203,0.523107904,16.07576255
Julius Randle kentucky,81,Forward,20,31,1233,91,57,289,204,139,277,599,416,101,373,193,18,3,1,0.65,1.01,2.95,1.85,9.38,6.62,4.51,8.99,19.43,13.5,3.28,12.1,6.26,0.58,0.1,0.706,0.167,0.517,2013,1.3,145,111,6622,618,536,144,979,0.88,0.67,3.73,3.24,0.87,5.91,0.256944445,0.717058223,15.23642404,1.358169737,1.066052552,22.60827545,17.23793416,0.54217457,15.31008759
Julyan Stone texas-el-paso,79,Guard,209,58,4261,313,714,394,243,97,657,801,754,264,399,201,196,52,4,1.96,0.54,2.94,6.7,3.7,2.28,0.91,6.17,7.52,7.08,2.48,3.75,1.89,1.84,0.49,0.616647208,0.265188776,0.503842105,2010,0.2,16,8,502,77,25,32,20,1.27,0.64,6.14,1.99,2.55,1.59,0.3125,0.7,20.76912351,1.275697211,1.614741036,8.584661355,8.679083665,0.58674502,27.10876494
Jumaine Jones georgia,80,Forward,62,40,1888,73,65,289,217,0,0,1079,583,76,596,293,262,92,2,1.31,0.85,1.55,1.38,6.12,4.6,0,0,22.86,12.35,1.61,12.63,6.21,5.55,1.95,0.750702422,0.351312977,0.49192953,1998,1.5,178,88,5350,265,239,546,222,1.33,0.66,1.98,1.79,4.08,1.66,0.338827839,0.689189189,8.365719626,1.20646729,1.770542056,16.87106542,11.99128972,0.510564112,11.68254206
Justin Anderson virginia,78,Guard,60,84,2364,137,180,266,200,75,266,873,341,125,397,191,272,97,3,1.02,1.42,2.32,3.05,4.5,3.38,1.27,4.5,14.77,5.77,2.12,6.72,3.23,4.6,1.64,0.751789474,0.356595588,0.481518892,2014,0.6,97,68,2857,143,129,457,257,1.36,0.95,2,1.81,6.4,3.6,0.301728486,0.777442561,7.720030802,2.010611131,1.690695135,18.8599356,10.70261813,0.53163027,10.6600854
Justin Holiday washington,78,Forward,94,62,2414,199,188,125,92,160,288,654,448,128,400,194,169,58,4,1.56,1.03,3.3,3.12,2.07,1.52,2.65,4.77,10.84,7.42,2.12,6.63,3.21,2.8,0.96,0.736048,0.343307692,0.48472,2010,0.5,140,68,3211,221,143,503,170,1.74,0.85,2.75,1.78,6.27,2.12,0.345851557,0.795222222,10.05030022,1.629916537,2.181659919,17.23771909,6.743619433,0.517211336,11.32698163
Justise Winslow duke,78,Forward,52,34,1135,108,82,156,100,49,203,492,252,71,246,127,110,46,1,1.83,1.2,3.81,2.89,5.5,3.52,1.73,7.15,17.34,8.88,2.5,8.67,4.48,3.88,1.62,0.641,0.418,0.516,2014,0.5,220,84,6496,613,347,536,405,1.35,0.52,3.77,2.14,3.3,2.49,0.343283582,0.644444445,14.00036946,1.097275246,1.708420567,16.68814655,10.4052186,0.489388855,14.24742919
Juwan Howard michigan,81,Center,80,56,3071,305,202,423,291,0,0,1526,745,269,1198,616,11,1,3,1.04,0.73,3.97,2.63,5.51,3.79,0,0,19.88,9.7,3.5,15.6,8.02,0.14,0.01,0.687898345,0.091,0.514352254,1993,3.3,294,100,11525,1044,900,24,1465,1.02,0.35,3.62,3.12,0.08,5.08,0.166666667,0.726962457,15.11165293,0.607947939,1.320008677,24.262282,11.6397744,0.524547419,14.27659002
Kareem Rush missouri,78,Forward,102,47,2536,194,174,332,258,106,256,1584,456,233,699,324,536,226,3,1.61,0.74,3.06,2.74,5.24,4.07,1.67,4.04,24.98,7.19,3.68,11.03,5.11,8.45,3.56,0.777150602,0.421585821,0.463473534,2001,-1.5,101,51,4195,245,223,507,200,0.96,0.49,2.34,2.13,4.83,1.91,0.344313656,0.697773913,9.613805959,0.902892968,1.272493921,19.76934541,5.202582122,0.474162298,12.29238045
Karl-Anthony Towns kentucky,83,Forward,18,88,822,115,44,134,109,92,169,401,261,53,248,143,8,2,1,0.88,4.28,5.6,2.14,6.52,5.3,4.48,8.22,19.51,12.7,2.58,12.07,6.96,0.39,0.1,0.813,0.25,0.577,2014,18.2,245,481,11120,839,794,1003,1555,0.88,1.73,3.02,2.86,3.61,5.59,0.391824526,0.836012862,13.03682554,3.685710432,1.091276978,25.99910072,19.60026978,0.619648201,11.94646583
Kawhi Leonard san-diego-state,79,Forward,98,45,2236,174,156,262,195,230,486,990,716,153,676,336,164,41,2,1.75,0.81,3.11,2.79,4.69,3.49,4.11,8.69,17.71,12.81,2.74,12.09,6.01,2.93,0.73,0.744263359,0.250097561,0.49710503,2010,12,444,154,7300,457,283,657,592,2.43,0.84,2.5,1.55,3.6,3.24,0.368340943,0.802364865,9.656109589,1.555273973,3.099547945,18.33930137,12.09586301,0.583679315,9.602616438
Keith Askins alabama,79,Forward,86,55,2956,306,87,219,144,0,0,852,553,145,392,187,270,108,4,1.16,0.74,4.14,1.18,2.96,1.95,0,0,11.53,7.48,1.96,5.3,2.53,3.65,1.46,0.657780822,0.399844444,0.477316327,1989,-0.2,98,58,2363,101,116,184,112,1.66,0.98,1.71,1.96,3.11,1.9,0.309782608,0.678571429,6.055818874,1.588066018,2.062632247,13.49530258,11.72192129,0.485936098,15.40550148
Keith Bogans kentucky,77,Guard,154,15,3913,264,314,475,327,159,274,1923,552,304,792,417,743,254,4,1.57,0.15,2.7,3.21,4.86,3.34,1.63,2.8,19.66,5.64,3.11,8.1,4.26,7.6,2.6,0.687985263,0.341963661,0.526438131,2002,-0.7,213,29,6480,420,333,697,535,1.31,0.18,2.59,2.06,4.3,3.3,0.346872178,0.687463185,10.6602179,0.345346296,1.743985185,17.42833395,7.951083333,0.495402444,13.39362963
Keith McLeod bowling-green-state,74,Guard,176,14,3568,253,306,698,552,50,183,1895,355,316,844,373,499,199,4,1.97,0.16,2.84,3.43,7.83,6.19,0.56,2.05,21.24,3.98,3.54,9.46,4.18,5.59,2.23,0.790641834,0.399,0.441990521,2001,-1.5,145,27,3723,536,250,209,400,1.56,0.29,5.76,2.69,2.25,4.3,0.282594039,0.799802,23.07532205,0.576983078,2.112380876,17.73465216,4.326824604,0.462524099,17.39781628
Keith Tower notre-dame,83,Center,43,65,2349,315,111,178,102,0,0,512,536,81,470,205,2,0,4,0.73,1.11,5.36,1.89,3.03,1.74,0,0,8.72,9.13,1.38,8,3.49,0.03,0,0.573185393,0,0.435991489,1991,-0.4,6,12,416,7,19,1,36,0.58,1.15,0.67,1.83,0.1,3.46,0,0.555555555,2.436538462,2.152644231,0.772836538,13.46033654,9.940384615,0.449685096,14.79975962
Kelenna Azubuike kentucky,77,Guard,71,29,2174,154,98,222,167,144,219,970,363,122,475,259,255,95,3,1.31,0.53,2.83,1.8,4.08,3.07,2.65,4.03,17.85,6.68,2.24,8.74,4.77,4.69,1.75,0.752243243,0.372611765,0.545566316,2004,1.8,129,103,5007,230,199,511,473,1.03,0.82,1.84,1.59,4.08,3.78,0.409001957,0.769556025,6.857159976,1.471939285,1.278809666,18.23648892,8.976572798,0.556464749,9.229898143
Kelly Olynyk gonzaga,85,Forward,52,46,1735,197,107,285,202,152,309,903,461,140,494,313,75,25,3,1.2,1.06,4.54,2.47,6.57,4.66,3.5,7.12,20.82,10.63,3.23,11.39,7.22,1.73,0.58,0.708617544,0.33312,0.633554656,2012,3.4,194,128,5756,471,374,691,509,1.35,0.89,3.27,2.6,4.8,3.54,0.367583213,0.742632613,13.14779361,1.721038916,1.695118138,20.46608756,12.58571925,0.567832349,13.94539611
Kelly Oubre Jr. kansas,79,Guard,41,13,756,71,28,110,79,41,138,333,179,43,153,76,95,34,1,2.17,0.69,3.76,1.48,5.82,4.18,2.17,7.3,17.62,9.47,2.28,8.1,4.02,5.03,1.8,0.718,0.358,0.497,2014,-0.4,244,118,6442,242,277,974,625,1.52,0.73,1.5,1.72,6.05,3.88,0.321357941,0.778233882,5.543917262,1.563165166,1.85906706,19.14260012,9.409618907,0.531839413,9.7458724
Kelvin Cato iowa-state,83,Center,67,274,1931,228,49,303,177,0,0,719,582,128,623,271,1,0,3,1.39,5.68,4.72,1.02,6.28,3.67,0,0,14.89,12.06,2.65,12.91,5.61,0.02,0,0.584455446,0,0.435043339,1996,1.5,98,305,3757,79,167,8,457,1.04,3.25,0.84,1.78,0.09,4.87,0.125,0.638949672,3.393026351,5.650465797,1.381288262,14.78631887,14.20279478,0.544192175,13.5862124
Kemba Walker connecticut,73,Guard,185,28,3647,171,460,640,501,116,377,1783,493,258,963,452,387,126,3,2.03,0.31,1.88,5.05,7.02,5.49,1.27,4.13,19.56,5.41,2.83,10.56,4.96,4.24,1.38,0.7826,0.325286822,0.469568017,2010,7.7,395,114,9384,1525,588,1165,1204,1.68,0.49,6.5,2.51,4.97,5.13,0.317596567,0.813953488,29.66537724,0.976502558,2.197602302,25.64706948,6.29443734,0.49486477,11.19404305
Kendall Gill illinois,77,Guard,218,33,2972,204,352,375,283,0,0,1409,328,211,822,440,219,82,4,2.93,0.44,2.75,4.74,5.05,3.81,0,0,18.96,4.41,2.84,11.06,5.92,2.95,1.1,0.754698667,0.374237443,0.535212895,1989,5.8,507,153,9715,1175,660,221,1128,2.09,0.63,4.84,2.72,0.91,4.64,0.285067873,0.77570922,18.05590324,0.935018013,2.520319094,23.20268657,7.279475039,0.504748327,12.2018528
Kendall Marshall north-carolina,76,Guard,83,9,2101,106,581,163,113,12,159,523,171,193,275,133,131,48,2,1.58,0.17,2.02,11.06,3.1,2.15,0.23,3.03,9.96,3.26,3.67,5.24,2.53,2.49,0.91,0.692907975,0.366305344,0.483374545,2011,-1.2,107,10,3083,779,285,346,72,1.39,0.13,10.11,3.7,4.49,0.93,0.369942196,0.611111111,37.0589361,0.244437236,1.73642556,15.78238729,4.469867013,0.488478754,25.77249432
Kenneth Faried morehead-state,80,Forward,228,241,3964,416,117,755,440,602,1071,2009,1673,304,1364,780,12,3,4,2.3,2.43,4.2,1.18,7.62,4.44,6.07,10.81,20.27,16.88,3.07,13.76,7.87,0.12,0.03,0.583,0.25,0.57173827,2010,5.4,247,256,7549,298,420,11,1029,1.31,1.36,1.58,2.23,0.06,5.45,0.090909091,0.654033042,6.40003974,2.601987018,1.645661677,19.59447609,17.82580474,0.572273414,12.25969003
Kenny Anderson georgia-tech,73,Guard,168,5,2488,135,454,333,262,0,0,1497,364,252,883,448,302,113,2,2.7,0.08,2.17,7.3,5.35,4.21,0,0,24.07,5.85,4.05,14.2,7.2,4.86,1.82,0.78690991,0.373857616,0.507225368,1990,8.1,424,49,8920,2116,741,464,1167,1.9,0.22,9.49,3.32,2.08,5.23,0.316810345,0.811482434,38.3075,0.354495516,2.387612108,23.72341928,5.564697309,0.492017152,14.80779148
Kenny Battle illinois,78,Forward,228,53,3109,247,178,572,399,0,0,1640,532,232,684,406,18,9,4,2.93,0.68,3.18,2.29,7.36,5.13,0,0,21.1,6.84,2.98,8.8,5.22,0.23,0.12,0.69773951,0.499611111,0.593584795,1988,0.7,98,31,1795,106,91,30,189,2.18,0.69,2.36,2.03,0.67,4.21,0.111878788,0.72101122,7.392612813,0.964924791,2.464200557,14.18740947,9.457270195,0.563118329,13.88665181
Kenny Thomas new-mexico,79,Forward,112,239,3740,282,262,722,534,0,0,1931,1032,264,1056,601,184,65,4,1.2,2.56,3.02,2.8,7.72,5.71,0,0,20.65,11.04,2.82,11.29,6.43,1.97,0.7,0.739373961,0.353402174,0.569133523,1998,1.5,241,159,8079,439,487,230,868,1.19,0.79,2.17,2.41,1.14,4.3,0.247826087,0.689821428,9.055412799,1.34889219,1.589679416,18.3314123,13.49939349,0.507017329,15.12811982
Kent Bazemore old-dominion,77,Guard,250,67,3681,306,379,489,284,191,451,1416,642,320,856,416,299,100,4,2.72,0.73,3.33,4.12,5.31,3.09,2.08,4.9,15.39,6.98,3.48,9.3,4.52,3.25,1.09,0.580865031,0.334638796,0.486023364,2011,0.9,210,88,4585,362,308,599,404,1.83,0.77,3.16,2.69,5.23,3.52,0.350943284,0.68442944,12.14098321,1.523134351,2.260017666,19.53556205,8.901444493,0.529336085,15.44524231
Kentavious Caldwell-Pope georgia,77,Guard,123,28,2114,139,96,250,188,82,310,1013,392,100,375,189,439,149,2,2.33,0.53,2.63,1.82,4.73,3.56,1.55,5.87,19.17,7.42,1.89,7.1,3.58,8.31,2.82,0.75202,0.339364465,0.504346667,2012,2.3,367,59,9488,495,313,1435,632,1.55,0.25,2.09,1.32,6.05,2.66,0.333797909,0.784810127,7.966441821,0.490029511,1.986161467,18.10358347,5.402740304,0.508673693,7.915303541
Kenyon Martin cincinnati,81,Center,124,292,2898,231,142,432,251,0,0,1279,869,139,866,511,9,2,4,1.71,4.03,3.19,1.96,5.96,3.46,0,0,17.65,11.99,1.92,11.95,7.05,0.12,0.03,0.580828704,0.222444444,0.589866051,1999,5.9,361,386,9656,668,670,146,1145,1.5,1.6,2.77,2.78,0.6,4.74,0.219178082,0.662882096,12.5514913,2.975559238,1.996975973,23.07133389,12.80559238,0.503713753,13.68463132
Keon Clark nevada-las-vegas,83,Center,25,138,1672,93,51,185,118,0,0,578,319,74,379,215,27,10,2,0.6,3.3,2.22,1.22,4.43,2.82,0,0,13.83,7.63,1.77,9.07,5.14,0.65,0.24,0.638243243,0.370518519,0.566934037,1997,1.8,145,421,6164,241,376,15,683,0.94,2.73,1.56,2.44,0.1,4.43,0.066666667,0.642765577,6.533780013,4.848864374,1.218374432,18.72318624,14.87047372,0.530912751,14.78790071
Kerry Kittles villanova,77,Guard,277,48,4410,184,408,449,323,0,0,2243,715,249,1013,543,706,278,4,2.51,0.44,1.67,3.7,4.07,2.93,0,0,20.34,6.49,2.26,9.19,4.93,6.4,2.52,0.719265033,0.393558074,0.535716683,1995,9.1,447,117,9292,683,355,1080,718,1.92,0.5,2.94,1.53,4.65,3.09,0.383333333,0.788300836,12.58680585,0.940163582,2.520512269,20.27625915,6.567434352,0.513044124,8.194705123
Kevin Durant texas,81,Forward,66,67,1255,71,46,256,209,106,284,903,390,99,444,224,203,82,1,2.1,2.14,2.26,1.47,8.16,6.66,3.38,9.05,28.78,12.43,3.16,14.15,7.14,6.47,2.61,0.816,0.404,0.505,2006,17.9,374,288,11930,842,946,1200,2487,1.25,0.97,2.82,3.17,4.02,8.34,0.3575,0.881785283,13.07557418,1.753621123,1.606613579,29.84384744,9.531902766,0.574743671,11.81922045
Kevin Love ucla,82,Center,27,56,1156,73,75,258,198,142,273,681,415,78,324,198,82,29,1,0.93,1.94,2.53,2.6,8.93,6.85,4.91,9.45,23.56,14.36,2.7,11.21,6.85,2.84,1,0.767,0.354,0.611,2007,10,170,129,8518,515,518,618,1571,0.8,0.61,2.42,2.43,2.9,7.38,0.372168285,0.823042648,10.36590749,1.129901385,1.030852313,23.82830477,21.39394224,0.564627025,11.35666823
Kevin Martin western-carolina,79,Guard,134,30,2515,168,133,635,534,75,279,1838,354,232,721,391,503,174,3,2.13,0.48,2.67,2.12,10.1,8.49,1.19,4.44,29.23,5.63,3.69,11.47,6.22,8,2.77,0.840697638,0.346151093,0.542495146,2003,6.8,231,28,7402,421,371,803,1425,1.25,0.15,2.28,2,4.34,7.7,0.379825654,0.847017544,9.736517158,0.28235612,1.602715482,22.16272629,7.392475007,0.603392597,10.35018914
Kevin Ollie connecticut,76,Guard,107,7,3156,189,619,353,267,0,0,825,252,269,537,255,61,16,4,1.36,0.09,2.4,7.85,4.47,3.38,0,0,10.46,3.19,3.41,6.81,3.23,0.77,0.2,0.756490085,0.262606557,0.474914339,1994,-0.2,56,2,1717,260,106,4,203,1.3,0.05,6.06,2.47,0.09,4.73,0.2075,0.720002325,23.46144321,0.080190448,1.710641235,14.44128888,5.641386721,0.477078462,18.6433576
Kevin Pritchard kansas,75,Guard,190,28,3982,358,500,411,318,0,0,1692,337,295,854,446,379,154,4,1.91,0.28,3.6,5.02,4.13,3.19,0,0,17,3.39,2.96,8.58,4.48,3.81,1.55,0.773549878,0.406237467,0.522254098,1989,-0.5,37,13,1125,152,82,43,119,1.32,0.46,5.4,2.92,1.53,4.23,0.199813954,0.789969105,17.64491556,0.699706667,1.559464889,15.69752356,4.433466667,0.48536512,19.01500978
Kevon Looney ucla,81,Forward,46,32,1113,104,51,147,92,122,209,416,331,45,268,129,53,22,1,1.65,1.15,3.74,1.83,5.28,3.31,4.38,7.51,14.95,11.9,1.62,9.63,4.64,1.9,0.79,0.626,0.415,0.481,2014,1.3,95,126,2859,194,100,26,216,1.33,1.76,2.71,1.4,0.36,3.02,0.192307692,0.592592592,8.885064708,3.582721231,1.600104932,12.79366912,14.53620147,0.607796432,11.77593564
Keyon Dooling missouri,75,Guard,76,29,1659,103,198,277,203,0,0,716,142,134,345,156,198,67,2,1.83,0.7,2.48,4.77,6.68,4.89,0,0,17.26,3.42,3.23,8.32,3.76,4.77,1.62,0.733072202,0.338373737,0.4524,1999,-1.1,114,26,3498,408,229,279,342,1.3,0.3,4.67,2.62,3.19,3.91,0.322580645,0.751461988,19.59877073,0.510606061,1.741280732,19.17224128,3.962264151,0.486362207,15.46772441
Khalid Reeves arizona,75,Guard,187,13,3445,295,396,586,447,0,0,1925,424,280,860,460,489,186,4,2.17,0.15,3.43,4.6,6.8,5.19,0,0,22.35,4.92,3.25,9.99,5.34,5.68,2.16,0.762607509,0.380241309,0.535039535,1993,1.1,228,32,5677,862,433,641,578,1.61,0.23,6.07,3.05,4.52,4.07,0.35697029,0.741199618,24.28183231,0.429493747,2.10054712,19.16500405,5.70773789,0.528229354,17.71041747
Khris Middleton texas-am,79,Forward,87,17,2263,187,175,272,209,131,265,981,396,173,502,248,287,92,3,1.54,0.3,3.31,3.09,4.81,3.69,2.32,4.68,17.34,7,3.06,8.87,4.38,5.07,1.63,0.7685,0.320752613,0.494101594,2011,3.9,351,54,8165,710,427,964,637,1.72,0.26,3.48,2.09,4.72,3.12,0.400414938,0.872841444,14.37818739,0.577697489,2.201824862,20.50908757,7.066344152,0.553520392,11.41102266
Kirk Hinrich kansas,75,Guard,206,57,4188,382,668,371,288,98,352,1753,532,380,701,380,546,235,4,1.97,0.54,3.65,6.38,3.54,2.75,0.94,3.36,16.74,5.08,3.63,6.7,3.63,5.21,2.24,0.776458221,0.430335165,0.542241084,2002,10.3,417,86,11300,2025,759,1455,982,1.48,0.3,7.17,2.69,5.15,3.48,0.381443299,0.813645621,30.48170796,0.6,1.895539823,20.90695575,5.602982301,0.523300973,14.54868142
Kirk Snyder nevada,78,Guard,76,63,2586,200,224,508,344,195,342,1404,537,263,778,371,342,106,3,1.18,0.97,3.09,3.46,7.86,5.32,3.02,5.29,21.72,8.31,4.07,12.03,5.74,5.29,1.64,0.676895669,0.309684211,0.477254499,2003,0.8,86,69,3540,241,206,281,376,0.97,0.78,2.72,2.33,3.18,4.25,0.327219398,0.700197568,11.46064096,1.560622316,1.316138983,19.44133814,8.231970904,0.52427078,14.0355596
Klay Thompson washington-state,78,Guard,130,74,3367,241,259,382,316,89,386,1756,475,289,794,357,620,242,3,1.54,0.88,2.86,3.08,4.54,3.75,1.06,4.59,20.86,5.64,3.43,9.43,4.24,7.37,2.87,0.827196335,0.390264516,0.449628463,2010,7.5,296,162,9867,719,544,1874,689,1.2,0.66,2.91,2.21,7.6,2.79,0.418356457,0.846153846,11.91687443,1.258558832,1.507925408,23.94823148,5.334691396,0.55578119,10.26655518
Kosta Koufos ohio-state,85,Forward,16,67,1003,81,19,100,68,98,149,534,247,55,374,200,63,22,1,0.64,2.67,3.23,0.76,3.99,2.71,3.91,5.94,21.3,9.85,2.19,14.92,7.98,2.51,0.88,0.68,0.349,0.535,2007,0.1,48,101,1963,48,105,2,164,0.98,2.06,0.98,2.14,0.04,3.34,0,0.614642169,3.802280183,4.022724401,1.229514009,16.94180744,16.93651961,0.547369322,13.94066429
Kris Dunn providence,75,Guard,208,38,2997,280,552,423,293,106,380,1214,486,315,737,351,206,73,4,2.78,0.51,3.74,7.37,5.65,3.91,1.41,5.07,16.2,6.49,4.2,9.84,4.68,2.75,0.97,0.692817967,0.354694175,0.476565807,2015,0.2,351,101,5516,948,411,415,296,2.55,0.73,6.87,2.98,3.01,2.15,0.306024096,0.726351351,25.91212835,1.62460116,3.115899202,18.68063814,7.622280638,0.47852103,17.50072516
Kris Humphries minnesota,81,Forward,27,33,990,65,20,229,170,91,203,629,294,82,448,204,50,17,1,1.09,1.33,2.63,0.81,9.25,6.87,3.68,8.2,25.41,11.88,3.31,18.1,8.24,2.02,0.69,0.742,0.34,0.455,2003,-1.3,87,83,3087,119,162,13,369,1.13,1.08,1.54,2.1,0.17,4.78,0.153846154,0.558265583,6.508066084,2.191901523,1.511758989,20.06135407,15.58069323,0.465312925,12.20472951
Kurt Thomas texas-christian,81,Center,87,166,2066,283,108,500,341,0,0,1512,782,194,1043,563,60,15,4,1.68,3.21,5.48,2.09,9.68,6.6,0,0,29.27,15.14,3.76,20.19,10.9,1.16,0.29,0.682238,0.2501,0.539483221,1994,0,105,62,3284,113,206,4,335,1.28,0.76,1.38,2.51,0.05,4.08,0,0.662686567,6.31501218,1.469031669,1.720950061,20.09244823,15.30115713,0.50484592,14.45252741
