,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played,college,lkup,col_lkup
5504,17.2,0.8,11.6,0.288,2,1.9,0.111,7,0.497,13.7,25.8,0.7,3017,2.1,Latrell Sprewell,2001,30,9,Alabama,Latrell Sprewell Alabama,Latrell Sprewell alabama
5505,17.5,0.3,8.3,0.244,2.1,1.5,0.284,5.2,0.501,12.4,25.1,-0.8,3326,0.9,Latrell Sprewell,2002,31,10,Alabama,Latrell Sprewell Alabama,Latrell Sprewell alabama
5506,19.7,0.6,10.1,0.193,1.8,1.9,0.319,5.9,0.497,12.3,22.6,0.1,2859,1.5,Latrell Sprewell,2003,32,11,Alabama,Latrell Sprewell Alabama,Latrell Sprewell alabama
5507,15.4,0.5,8.9,0.233,2.2,1.5,0.236,5.7,0.493,10.2,23.6,-0.3,3100,1.3,Latrell Sprewell,2004,33,12,Alabama,Latrell Sprewell Alabama,Latrell Sprewell alabama
5508,12,0.6,8.4,0.196,3.2,1.2,0.22,5.9,0.489,10.8,22.2,-2.4,2450,-0.3,Latrell Sprewell,2005,34,13,Alabama,Latrell Sprewell Alabama,Latrell Sprewell alabama
5509,6.4,1.8,23.7,0.193,4,0.9,0.465,13.5,0.552,8.2,21.9,-0.2,2020,0.9,Lauri Markkanen,2018,20,1,Arizona,Lauri Markkanen Arizona,Lauri Markkanen arizona
5510,7.2,1.7,25.9,0.245,4.7,1.1,0.418,15.2,0.553,8.8,25.1,-0.2,1682,0.7,Lauri Markkanen,2019,21,2,Arizona,Lauri Markkanen Arizona,Lauri Markkanen arizona
5511,5,1,11.8,0.5,5.9,1.3,0.204,8.9,0.448,20.5,24,-5.1,169,-0.1,Lavor Postell,2001,22,1,St. John's (NY),Lavor Postell St. John's (NY),Lavor Postell st-johns-ny
5512,5,0,9.1,0.488,1.3,1.8,0.31,5.2,0.456,9.7,29.4,-3.5,179,-0.1,Lavor Postell,2002,23,2,St. John's (NY),Lavor Postell St. John's (NY),Lavor Postell st-johns-ny
5513,5.1,0,3.7,0.395,1.2,1.1,0.184,2.4,0.482,13.6,24.3,-7.4,98,-0.1,Lavor Postell,2003,24,3,St. John's (NY),Lavor Postell St. John's (NY),Lavor Postell st-johns-ny
5514,8.4,2.2,22.2,0.084,8.3,1.1,0,15.2,0.488,10.4,14.5,-1.7,624,0,Lavoy Allen,2012,22,1,Temple,Lavoy Allen Temple,Lavoy Allen temple
5515,6.7,2.6,16.5,0.132,10.5,0.8,0.002,13.4,0.474,10.3,14.8,-3.3,1669,-0.6,Lavoy Allen,2013,23,2,Temple,Lavoy Allen Temple,Lavoy Allen temple
5516,10.08,2.39,20.01,0.1644,11.72,1.08,0.0441,15.75,0.4697,12.1,14.6,-3.47,1072,-0.8,Lavoy Allen,2014,24,3,Temple,Lavoy Allen Temple,Lavoy Allen temple
5517,10.9,3.1,20.5,0.157,12.8,0.7,0,16.7,0.493,11.1,15.2,0,1070,0.6,Lavoy Allen,2015,25,4,Temple,Lavoy Allen Temple,Lavoy Allen temple
5518,7.1,2.1,17.8,0.197,11.1,0.8,0,14.5,0.532,14.6,13,-1.6,1599,0.2,Lavoy Allen,2016,26,5,Temple,Lavoy Allen Temple,Lavoy Allen temple
5519,9.1,2.4,14.5,0.196,13.7,1,0.006,14.1,0.485,13.7,10.9,-1.7,871,0.1,Lavoy Allen,2017,27,6,Temple,Lavoy Allen Temple,Lavoy Allen temple
5520,10,0.9,16,0.415,8,0.9,0.018,11.9,0.534,11.8,21.3,-0.5,1094,0.4,Lawrence Funderburke,1998,27,1,Ohio State,Lawrence Funderburke Ohio State,Lawrence Funderburke ohio-state
5521,5.3,1.6,13.6,0.401,11.4,1.2,0.017,12.5,0.597,12.9,18.4,0.7,936,0.6,Lawrence Funderburke,1999,28,2,Ohio State,Lawrence Funderburke Ohio State,Lawrence Funderburke ohio-state
5522,5,1.3,13.9,0.463,9.9,1.5,0.006,11.9,0.57,8.6,18.8,1,1026,0.8,Lawrence Funderburke,2000,29,3,Ohio State,Lawrence Funderburke Ohio State,Lawrence Funderburke ohio-state
5523,4,1.2,18.3,0.318,11.7,0.7,0,15.1,0.522,10.4,19.5,-1.8,698,0,Lawrence Funderburke,2001,30,4,Ohio State,Lawrence Funderburke Ohio State,Lawrence Funderburke ohio-state
5524,6.6,1.7,17.7,0.229,11.5,0.8,0.012,14.6,0.49,10.9,18.2,-2.1,722,0,Lawrence Funderburke,2002,31,5,Ohio State,Lawrence Funderburke Ohio State,Lawrence Funderburke ohio-state
5525,5.2,3.2,16.9,0.236,8.4,0.2,0,12.9,0.466,7,16.5,-2.9,229,-0.1,Lawrence Funderburke,2003,32,6,Ohio State,Lawrence Funderburke Ohio State,Lawrence Funderburke ohio-state
5526,0,0,10.6,0.833,5.4,0,0,8,0.549,0,17.5,-3.3,21,0,Lawrence Funderburke,2005,34,7,Ohio State,Lawrence Funderburke Ohio State,Lawrence Funderburke ohio-state
5527,17.4,1.1,5.3,0.304,7.1,2.7,0.223,6.2,0.52,13.6,25.8,0.6,573,0.4,Lawrence Moten,1996,23,1,Syracuse,Lawrence Moten Syracuse,Lawrence Moten syracuse
5528,18.6,1.5,7.4,0.224,4.1,2.1,0.32,5.7,0.461,14.3,21.6,-3,1214,-0.3,Lawrence Moten,1997,24,2,Syracuse,Lawrence Moten Syracuse,Lawrence Moten syracuse
5529,16.7,0,0,0.308,4.1,0,0.077,2.1,0.305,6.3,25.9,-14.7,27,-0.1,Lawrence Moten,1998,25,3,Syracuse,Lawrence Moten Syracuse,Lawrence Moten syracuse
5530,4.8,0.9,15.3,0.523,17.6,2.5,0.045,16.4,0.471,8.5,15.9,-3,181,-0.1,Lawrence Roberts,2006,23,1,Mississippi,Lawrence Roberts Mississippi,Lawrence Roberts mississippi-state
5531,4.7,1,19.8,0.63,12.4,1.9,0.01,16.1,0.533,11.9,14.1,-1.7,969,0.1,Lawrence Roberts,2007,24,2,Mississippi,Lawrence Roberts Mississippi,Lawrence Roberts mississippi-state
5532,10.3,1.3,12.8,0.273,5.9,1.4,0.39,9.3,0.464,9.9,19.5,-2.9,419,-0.1,Lazar Hayward,2011,24,1,Marquette,Lazar Hayward Marquette,Lazar Hayward marquette
5533,4.2,0.5,10.6,0.316,1.7,1.1,0.368,6.5,0.427,17.2,16.8,-8.5,141,-0.2,Lazar Hayward,2012,25,2,Marquette,Lazar Hayward Marquette,Lazar Hayward marquette
5534,14.2,0,15.2,0.6,0,3.3,0.4,7.4,0.396,0,18.3,-1.9,31,0,Lazar Hayward,2013,26,3,Marquette,Lazar Hayward Marquette,Lazar Hayward marquette
5535,1.4,5.5,13,0.38,12.9,2.9,0,13,0.368,15.9,28.6,-9.3,103,-0.2,LeRon Ellis,1992,22,1,Syracuse,LeRon Ellis Syracuse,LeRon Ellis syracuse
5536,4.9,2.3,18.6,0.374,11.7,1.2,0,15.3,0.521,9,14.6,-2.1,680,0,LeRon Ellis,1994,24,2,Syracuse,LeRon Ellis Syracuse,LeRon Ellis syracuse
5537,8.1,3.2,4.6,0.273,8.1,1.4,0,6.3,0.264,10.9,17,-8.8,74,-0.1,LeRon Ellis,1996,26,3,Syracuse,LeRon Ellis Syracuse,LeRon Ellis syracuse
5538,25.4,0.3,7.1,0.181,2,2,0.293,4.5,0.524,17.3,14,-2.2,1503,-0.1,Lee Mayberry,1993,22,1,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5539,22.2,0.2,6.2,0.209,1.9,1.6,0.296,3.9,0.493,18.1,15.8,-4.2,1472,-0.8,Lee Mayberry,1994,23,2,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5540,23.9,0.2,4.3,0.203,1.4,1.5,0.434,2.8,0.533,19.3,14,-2.7,1744,-0.3,Lee Mayberry,1995,24,3,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5541,26.1,0.5,5.1,0.187,1.5,2,0.519,3.2,0.536,18.4,13,-0.9,1705,0.5,Lee Mayberry,1996,25,4,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5542,26.5,0.3,6.3,0.124,1.7,1.7,0.597,4,0.525,18.7,11.4,-3.5,1952,-0.7,Lee Mayberry,1997,26,5,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5543,27.7,0.4,5.9,0.146,1.2,1.8,0.516,3.6,0.489,23.3,11.7,-3.7,1835,-0.8,Lee Mayberry,1998,27,6,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5544,29.5,0,2.9,0.263,0,3,0.526,1.4,0.472,34.2,11.7,-5.9,126,-0.1,Lee Mayberry,1999,28,7,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5545,9.1,0.8,15.3,0.316,7.1,1,0.007,11.2,0.529,14.8,17.9,-2.6,469,-0.1,Lee Nailon,2001,25,1,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5546,9.1,0.6,11.2,0.196,6.2,1.7,0.003,8.7,0.513,10.4,22.1,-1.5,1912,0.3,Lee Nailon,2002,26,2,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5547,11.9,0.5,11.3,0.268,9.1,0.8,0.005,10.1,0.494,13.1,27.9,-2.7,405,-0.1,Lee Nailon,2003,27,3,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5548,9.152,0.748,11.268,0.18342,9.223,1.005,0.00969,10.27,0.48313,10.815,22.934,-4.397,780,-1.5,Lee Nailon,2004,28,4,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5549,11.3,0.6,10.4,0.19,7.2,1,0.002,8.7,0.511,10.5,24.2,-1.3,2017,0.4,Lee Nailon,2005,29,5,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5550,5,1.3,9.4,0.188,11.3,1.7,0,10.4,0.537,10.4,18.6,-2.7,237,0,Lee Nailon,2006,30,6,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5551,2.3,2.4,20.1,0.814,15.8,1,0.011,17.9,0.549,16.4,18.1,-3.8,720,-0.3,Leon Powe,2007,23,1,California,Leon Powe California,Leon Powe california
5552,3.3,1.6,18.3,0.717,14.9,1,0.004,16.7,0.629,10.8,22.8,0.2,809,0.5,Leon Powe,2008,24,2,California,Leon Powe California,Leon Powe california
5553,6,2.5,18.9,0.79,15.1,1,0,17.1,0.591,14.3,20.2,-0.3,1227,0.5,Leon Powe,2009,25,3,California,Leon Powe California,Leon Powe california
5554,0,0.7,20.2,1.286,10.1,1.3,0,15.4,0.515,12.5,17.3,-5.8,236,-0.2,Leon Powe,2010,26,4,California,Leon Powe California,Leon Powe california
5555,3.663,0.942,14.158,0.58118,8.353,1.556,0.01419,11.227,0.51893,7.202,22.428,-3.386,328,-0.4,Leon Powe,2011,27,5,California,Leon Powe California,Leon Powe california
5556,1.2,1.7,21,0.25,17.8,0.4,0.028,19.4,0.35,7,16.3,-9.2,105,-0.2,Les Jepsen,1991,23,1,Iowa,Les Jepsen Iowa,Les Jepsen iowa
5557,1.6,3.4,22.4,0.458,14.8,0.6,0.042,18.6,0.433,9.4,15.3,-6.5,87,-0.1,Les Jepsen,1992,24,2,Iowa,Les Jepsen Iowa,Les Jepsen iowa
5558,15.69,1.783,9.91,0.27049,6.434,3.14,0.29492,8.222,0.5048,21.564,25.07,-1.937,131,0,Lester Hudson,2010,25,1,Tennessee-Martin,Lester Hudson Tennessee-Martin,Lester Hudson tennessee-martin
5559,34.1,1,6.5,0.167,1.5,2.8,0.625,3.9,0.349,21.4,19.8,-4.3,73,0,Lester Hudson,2011,26,2,Tennessee-Martin,Lester Hudson Tennessee-Martin,Lester Hudson tennessee-martin
5560,20.608,0.658,13.818,0.25326,2.256,2.162,0.39614,7.802,0.48438,15.128,28.546,-2.69,334,-0.2,Lester Hudson,2012,27,3,Tennessee-Martin,Lester Hudson Tennessee-Martin,Lester Hudson tennessee-martin
5561,12.6,1.5,13.8,0.286,2.1,5.4,0.429,8,0.571,16,15.1,4.1,56,0.1,Lester Hudson,2015,30,4,Tennessee-Martin,Lester Hudson Tennessee-Martin,Lester Hudson tennessee-martin
5562,4.6,1.9,17.4,0.468,8.7,1,0.075,13.1,0.51,7.1,19.4,-3.7,519,-0.2,Linas Kleiza,2006,21,1,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5563,4.5,0.7,14.1,0.285,5.9,0.9,0.466,10.1,0.561,12.9,17.6,-2.5,1488,-0.2,Linas Kleiza,2007,22,2,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5564,7.5,0.7,13.5,0.323,5.4,1.1,0.42,9.5,0.585,10.6,18.9,-0.9,1889,0.5,Linas Kleiza,2008,23,3,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5565,5.7,0.6,14.5,0.316,6,0.9,0.413,10.4,0.552,10,20,-1.5,1824,0.2,Linas Kleiza,2009,24,4,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5566,6.2,0.5,16.5,0.16,4.1,1,0.323,10.2,0.502,13,21.7,-4.7,1032,-0.7,Linas Kleiza,2011,26,5,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5567,7.9,0.3,17.2,0.244,4.7,1.2,0.437,11,0.521,12.4,23.1,-2,1057,0,Linas Kleiza,2012,27,6,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5568,6.9,0.4,13.5,0.264,3.1,0.6,0.458,8.2,0.46,8,21.6,-5.4,376,-0.3,Linas Kleiza,2013,28,7,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5569,27.7,0.3,7.3,0.159,2.4,2.8,0.232,4.8,0.441,16.1,23,-2.2,2172,-0.1,Lindsey Hunter,1994,23,1,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5570,25.9,0.5,6.4,0.173,3,2.8,0.34,4.7,0.459,18.8,20,-3.8,944,-0.4,Lindsey Hunter,1995,24,2,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5571,14.7,0.7,8.2,0.191,2.6,2.2,0.46,5.5,0.499,10.5,17,0.3,2138,1.2,Lindsey Hunter,1996,25,3,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5572,8.9,0.7,7,0.195,2.5,2.4,0.449,4.8,0.515,7.8,20.1,0.5,3023,1.9,Lindsey Hunter,1997,26,4,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5573,15.1,0.3,8.9,0.237,2.9,2.7,0.321,5.9,0.472,10.8,19,0.1,2505,1.3,Lindsey Hunter,1998,27,5,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5574,19.7,0.4,9.9,0.17,1.8,2.7,0.292,5.9,0.517,14,17.7,1.1,1755,1.4,Lindsey Hunter,1999,28,6,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5575,17.6,0.5,8.5,0.173,1.4,2.2,0.436,5,0.543,13.1,16.6,0.7,2919,2,Lindsey Hunter,2000,29,7,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5576,17.4,0.4,7.7,0.123,1.8,2.7,0.52,4.8,0.5,7.6,20.2,1.2,2002,1.6,Lindsey Hunter,2001,30,8,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5577,11.7,0.8,7,0.082,1.2,2.1,0.424,4.1,0.466,9.8,15.6,-1.5,1616,0.2,Lindsey Hunter,2002,31,9,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5578,18.8,0.5,7.8,0.156,2.4,2.8,0.354,5,0.434,15,25.8,-3.2,673,-0.2,Lindsey Hunter,2003,32,10,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5579,20.7,0.7,9.3,0.056,2.3,3.2,0.35,5.9,0.399,18.8,12.8,-0.2,661,0.3,Lindsey Hunter,2004,33,11,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5580,18.3,0.9,8.6,0.192,3.9,3.3,0.278,6.3,0.435,17.2,16.2,-1.2,1144,0.2,Lindsey Hunter,2005,34,12,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5581,27.1,0.2,10.2,0.04,3.3,3,0.43,6.7,0.427,16.4,16.4,-1.6,353,0,Lindsey Hunter,2006,35,13,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5582,20.3,0.7,6.1,0.135,1.4,2.5,0.488,3.7,0.495,11.9,18.7,-0.3,745,0.3,Lindsey Hunter,2007,36,14,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5583,23.3,0.7,5,0.141,2.2,3.3,0.406,3.6,0.427,16.1,17.7,-2.1,215,0,Lindsey Hunter,2008,37,15,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5584,20.4,0.3,4.3,0.061,0.9,3.9,0.585,2.6,0.433,18.4,17.3,-2.3,266,0,Lindsey Hunter,2009,38,16,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5585,10.1,0,11.7,0.067,0.9,0.4,0.433,6.4,0.21,11.5,12.8,-12,122,-0.3,Lindsey Hunter,2010,39,17,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5586,6.1,3.2,19,0.182,8.5,2.6,0.163,13.6,0.394,14.4,15.6,-3.3,734,-0.2,Linton Johnson,2004,23,1,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5587,0,0,23.4,0,0,3.6,0.5,11.7,0,33.3,9.3,-9.9,15,0,Linton Johnson,2005,24,2,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5588,4.527,1.86,19.15,0.18145,8.835,1.24,0.24087,13.839,0.47544,14.705,16.829,-4.131,524,-0.4,Linton Johnson,2006,25,3,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5589,4,2,18.2,0.195,8.2,2.4,0.158,13.1,0.548,11.6,14.8,0.1,720,0.4,Linton Johnson,2007,26,4,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5590,9.24,1.008,15.176,0.064,9.744,0,0.15212,12.62,0.53184,15.908,18.044,-6.456,63,0,Linton Johnson,2008,27,5,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5591,5.244,0,10.336,0,6.232,0.912,0.13832,8.284,0.31084,11.704,10.488,-7.72,55,-0.2,Linton Johnson,2009,28,6,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5592,18.6,0,7.3,0.192,1.1,1.6,0.392,4.3,0.409,15,17,-5.3,433,-0.4,Lionel Chalmers,2005,24,1,Xavier,Lionel Chalmers Xavier,Lionel Chalmers xavier
5593,17.7,1.8,19.7,0.334,7.2,1.9,0.008,13.3,0.476,13.4,25.3,-0.4,2978,1.2,Lionel Simmons,1991,22,1,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5594,17.6,2.7,18.1,0.314,5.5,2.2,0.004,11.8,0.505,14.2,22.2,1.1,2895,2.2,Lionel Simmons,1992,23,2,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5595,18.8,0.9,15.7,0.345,6.7,1.8,0.01,11,0.508,13.9,23,0.4,2502,1.5,Lionel Simmons,1993,24,3,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5596,17.5,1.2,16.3,0.324,6.6,1.9,0.017,11.4,0.496,13.9,20.6,0.2,2702,1.5,Lionel Simmons,1994,25,4,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5597,13.1,1.6,14.5,0.269,6.8,1.4,0.051,10.7,0.469,16.7,17.5,-2.2,1064,0,Lionel Simmons,1995,26,5,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5598,15.9,1.9,14.9,0.346,5.8,2,0.235,10.4,0.492,16.9,16.3,-0.3,810,0.3,Lionel Simmons,1996,27,6,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5599,16.4,1.9,16.7,0.353,6.6,0.8,0.221,11.6,0.442,17.8,16.5,-2.8,521,-0.1,Lionel Simmons,1997,28,7,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5600,27.2,0.4,3.9,0.485,2.1,1.8,0.051,3.1,0.489,14.9,19.4,-2.3,626,-0.1,Litterial Green,1993,22,1,Georgia,Litterial Green Georgia,Litterial Green georgia
5601,10.6,0.5,5.3,0.649,5.4,2.4,0.07,5.3,0.498,15.1,29.2,-4.5,126,-0.1,Litterial Green,1994,23,2,Georgia,Litterial Green Georgia,Litterial Green georgia
5602,21.4,0.3,6.3,0.734,2.5,2.9,0.156,4.4,0.531,15,15.9,-0.4,311,0.1,Litterial Green,1997,26,3,Georgia,Litterial Green Georgia,Litterial Green georgia
5603,18.7,0,6,0.87,1,1.7,0.087,3.4,0.393,20.1,14.6,-4.9,124,-0.1,Litterial Green,1998,27,4,Georgia,Litterial Green Georgia,Litterial Green georgia
5604,0,0,0,0,0,0,0,0,0,0,24.4,-27,2,0,Litterial Green,1999,28,5,Georgia,Litterial Green Georgia,Litterial Green georgia
5605,9.4,1.3,5,0.385,1.7,1.5,0.231,3.4,0.23,6.2,10.9,-9.2,66,-0.1,London Perrantes,2018,23,1,Virginia ,London Perrantes Virginia ,London Perrantes virginia
5606,10.3,2.2,15.6,0.217,0,2.9,0.283,7.9,0.446,7.4,20.3,-2.4,118,0,Lonnie Walker,2019,20,1,Miami (FL),Lonnie Walker Miami (FL),Lonnie Walker miami-fl
5607,3.8,2.3,16,0.5,10.7,0.7,0.01,13.4,0.521,15.5,19.3,-5.4,682,-0.6,Lonny Baxter,2003,24,1,Maryland,Lonny Baxter Maryland,Lonny Baxter maryland
5608,4.789,2.757,18.484,0.37504,9.403,1.236,0.01419,13.866,0.51623,13.357,17.217,-3.2,766,-0.6,Lonny Baxter,2004,25,2,Maryland,Lonny Baxter Maryland,Lonny Baxter maryland
5609,0,0,13.7,0.182,12.6,0,0,13.2,0.253,25.2,20.5,-21.8,36,-0.2,Lonny Baxter,2005,26,3,Maryland,Lonny Baxter Maryland,Lonny Baxter maryland
5610,1.69,1.61,21.36,0.3348,13.19,1.46,0,17.08,0.4953,14.29,16.22,-4.5,400,-0.4,Lonny Baxter,2006,27,4,Maryland,Lonny Baxter Maryland,Lonny Baxter maryland
5611,29.2,2,17.3,0.126,4.2,2.4,0.523,10.8,0.444,18.6,17.4,1,1780,1.3,Lonzo Ball,2018,20,1,California-Los Angeles,Lonzo Ball California-Los Angeles,Lonzo Ball ucla
5612,23.8,1.1,14,0.105,4,2.3,0.5,9.1,0.487,17.8,16.9,-0.3,1423,0.6,Lonzo Ball,2019,21,2,California-Los Angeles,Lonzo Ball California-Los Angeles,Lonzo Ball ucla
5613,6.7,1.8,18.6,0.309,8.7,0.8,0.033,13.2,0.484,15.2,14.5,-5.9,1266,-1.3,Loren Meyer,1996,23,1,Iowa State,Loren Meyer Iowa State,Loren Meyer iowa-state
5614,4.448,1.593,15.144,0.25417,8.72,0.822,0.02852,11.945,0.4869,18.893,21.364,-8.425,708,-2.2,Loren Meyer,1997,24,2,Iowa State,Loren Meyer Iowa State,Loren Meyer iowa-state
5615,2.4,3.1,20.5,0.071,6.4,0,0.179,13.2,0.277,12.2,21.3,-16.9,70,-0.3,Loren Meyer,1999,26,3,Iowa State,Loren Meyer Iowa State,Loren Meyer iowa-state
5616,5.8,4.9,16.8,0.625,10.4,1.7,0.021,13.7,0.449,22.7,13.9,-2.5,516,-0.1,Loren Woods,2002,23,1,Arizona,Loren Woods Arizona,Loren Woods arizona
5617,7.5,2.6,21.3,0.355,8.9,1.5,0.039,15.2,0.455,20.7,14.2,-2.4,353,0,Loren Woods,2003,24,2,Arizona,Loren Woods Arizona,Loren Woods arizona
5618,3.3,3,16.1,0.573,14.8,1.2,0,15.4,0.503,17.8,13.6,-2.2,506,0,Loren Woods,2004,25,3,Arizona,Loren Woods Arizona,Loren Woods arizona
5619,3.7,4,22.5,0.36,12.6,0.6,0.006,17.5,0.463,16.3,14.6,-2.8,712,-0.1,Loren Woods,2005,26,4,Arizona,Loren Woods Arizona,Loren Woods arizona
5620,1.8,5.6,26,0.237,15.9,1.5,0.017,20.8,0.476,19.7,11.6,-2.4,324,0,Loren Woods,2006,27,5,Arizona,Loren Woods Arizona,Loren Woods arizona
5621,20.1,0,6.5,0,0,0,0,3.3,0.6,0,13.4,1.1,17,0,Loren Woods,2008,29,6,Arizona,Loren Woods Arizona,Loren Woods arizona
5622,4,2.4,16.6,0.305,12,1.3,0.008,14.2,0.504,12.4,14.7,-3,1936,-0.5,Lorenzen Wright,1997,21,1,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5623,4.3,2.8,23.7,0.395,9.8,1.4,0.004,16.7,0.49,11.3,15.4,-2.6,2067,-0.3,Lorenzen Wright,1998,22,2,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5624,4.8,2.4,24.2,0.45,14,1.2,0.004,18.8,0.512,13.4,14.4,-2.6,1135,-0.2,Lorenzen Wright,1999,23,3,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5625,2.9,2.2,17.1,0.374,10.6,1.3,0.008,13.9,0.533,13.6,17.9,-3.5,1205,-0.4,Lorenzen Wright,2000,24,4,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5626,8,2.3,20,0.266,10,1.1,0.002,15,0.486,12.1,23.2,-1.8,1988,0.1,Lorenzen Wright,2001,25,5,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5627,6.5,1.3,24.5,0.253,11.6,1.3,0.004,18.1,0.478,11.8,22.2,-3.2,1251,-0.4,Lorenzen Wright,2002,26,6,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5628,6.7,1.9,20,0.311,9.8,1.3,0.007,15,0.489,11.9,21,-3,1982,-0.5,Lorenzen Wright,2003,27,7,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5629,7.2,2.5,20.5,0.224,9.6,1.4,0.009,15,0.474,10.7,19.4,-2.1,1674,0,Lorenzen Wright,2004,28,8,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5630,6.7,2.4,22.8,0.29,9.3,1.4,0.004,16.1,0.501,11.5,17.9,-1.2,2287,0.5,Lorenzen Wright,2005,29,9,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5631,4.9,2.2,18,0.288,10.3,1.7,0.005,14.2,0.496,12.8,15.1,-2.1,1689,0,Lorenzen Wright,2006,30,10,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5632,6.1,2.1,15.4,0.175,9.8,1.4,0,12.6,0.439,16.5,10.5,-5.1,1035,-0.8,Lorenzen Wright,2007,31,11,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5633,3.464,1.38,21.62,0.32476,5.804,1.012,0,13.792,0.32452,11.128,7.72,-6.56,161,-0.4,Lorenzen Wright,2008,32,12,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5634,3.5,3.2,16.5,0.296,6.9,1.7,0,11.9,0.377,22.8,14.9,-6.7,125,-0.1,Lorenzen Wright,2009,33,13,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5635,27.5,1.1,10,0.151,3.7,2.8,0.349,6.8,0.349,14.9,20.4,-5.2,224,-0.2,Lorenzo Brown,2014,23,1,North Carolina State,Lorenzo Brown North Carolina State,Lorenzo Brown north-carolina-state
5636,24.9,0.9,12,0.156,2.8,2.6,0.23,7.3,0.468,18.7,12.9,-2.5,549,-0.1,Lorenzo Brown,2015,24,2,North Carolina State,Lorenzo Brown North Carolina State,Lorenzo Brown north-carolina-state
