,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played
656,3.8,0.0,10.3,0.154,23.9,2.5,0.0,16.6,0.324,33.5,22.7,-12.4,44,-0.1,Anthony Avent,1999,29,5
657,4.5,2.7,15.6,0.333,6.6,2.2,0.0,10.9,0.368,17.9,15.8,-7.4,377,-0.5,Anthony Avent,2000,30,6
658,4.0,1.0,18.4,0.307,8.1,1.6,0.236,13.1,0.425,15.5,20.3,-7.4,663,-0.9,Anthony Bennett,2014,20,1
659,8.7,1.4,21.6,0.215,6.5,1.5,0.077,13.8,0.458,10.0,17.8,-3.9,894,-0.4,Anthony Bennett,2015,21,2
660,0.0,0.0,22.8,0.37,8.3,3.1,0.519,15.7,0.446,11.3,19.2,-3.9,84,0.0,Anthony Bennett,2016,22,3
661,7.1,0.9,21.0,0.391,10.2,0.9,0.522,15.6,0.533,10.0,19.4,-1.4,264,0.0,Anthony Bennett,2017,23,4
662,10.1,0.4,15.8,0.33,8.7,2.6,0.0,12.2,0.474,13.5,17.7,-2.1,750,0.0,Anthony Bonner,1991,22,1
663,7.6,0.7,13.9,0.366,9.0,2.0,0.006,11.4,0.484,14.8,16.4,-3.5,2287,-0.8,Anthony Bonner,1992,23,2
664,7.6,0.6,17.5,0.485,11.4,2.3,0.014,14.3,0.498,14.8,16.4,-2.4,1764,-0.2,Anthony Bonner,1993,24,3
665,9.4,0.7,15.4,0.365,12.4,2.8,0.0,13.9,0.56,21.0,13.2,1.0,1402,1.1,Anthony Bonner,1994,25,4
666,10.5,1.5,15.0,0.347,12.2,2.2,0.026,13.7,0.497,26.2,12.3,-1.6,1126,0.1,Anthony Bonner,1995,26,5
667,13.5,0.0,34.4,0.467,16.6,3.6,0.0,25.7,0.36,14.2,22.2,-8.7,43,-0.1,Anthony Bonner,1996,27,6
676,4.8,0.7,11.3,0.159,1.6,1.2,0.556,6.3,0.427,10.0,11.0,-5.5,599,-0.5,Anthony Brown,2016,23,1
677,7.610000000000001,0.54,16.82,0.0,5.28,1.53,0.5598,11.020000000000001,0.4235,10.81,15.53,-4.37,159,-0.2,Anthony Brown,2017,24,2
678,41.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,11.1,30.5,4,0.0,Anthony Brown,2018,25,3
679,31.7,0.2,9.0,0.244,3.1,2.7,0.045,6.2,0.442,23.5,18.5,-2.7,1859,-0.4,Anthony Carter,2000,24,1
680,29.5,0.5,9.8,0.215,3.4,2.5,0.083,6.6,0.439,18.5,19.2,-1.9,1630,0.0,Anthony Carter,2001,25,2
681,33.0,0.2,10.8,0.138,2.1,2.6,0.073,6.5,0.359,20.7,15.8,-3.1,1050,-0.3,Anthony Carter,2002,26,3
682,37.9,0.4,9.3,0.215,1.5,2.7,0.034,5.3,0.39,24.1,17.3,-3.9,912,-0.4,Anthony Carter,2003,27,4
683,23.3,0.0,11.4,0.0,2.6,2.5,0.081,7.1,0.297,24.5,26.0,-10.9,87,-0.2,Anthony Carter,2004,28,5
684,32.2,1.7,8.4,0.288,1.9,2.5,0.096,5.3,0.454,23.7,16.4,-1.8,742,0.0,Anthony Carter,2005,29,6
685,26.9,1.2,10.5,0.401,1.9,2.2,0.109,6.3,0.465,19.9,16.2,-2.2,589,0.0,Anthony Carter,2006,30,7
686,41.4,1.9,9.0,0.0,0.0,0.0,0.25,4.6,0.375,42.9,16.2,-7.6,37,-0.1,Anthony Carter,2007,31,8
687,27.4,1.0,9.4,0.179,1.5,2.6,0.271,5.5,0.531,19.5,13.8,-0.1,1960,1.0,Anthony Carter,2008,32,9
688,29.9,0.6,10.4,0.202,2.7,2.7,0.228,6.7,0.49,26.9,14.3,-1.3,1787,0.3,Anthony Carter,2009,33,10
689,26.6,1.1,9.6,0.072,2.3,2.3,0.348,6.0,0.482,23.7,12.6,-0.8,859,0.3,Anthony Carter,2010,34,11
690,21.323999999999998,0.9690000000000001,10.877,0.07504000000000001,1.7420000000000002,2.933,0.37856,6.309000000000001,0.49671000000000004,26.443,14.239,-2.4270000000000005,463,-0.2,Anthony Carter,2011,35,12
691,25.9,1.6,15.5,0.189,2.8,2.1,0.321,9.3,0.409,22.8,16.8,-3.0,209,-0.1,Anthony Carter,2012,36,13
692,2.6,3.4,17.9,0.456,10.3,1.3,0.011,13.7,0.452,12.8,12.3,-3.9,1121,-0.6,Anthony Cook,1991,23,1
693,2.5,2.1,20.9,0.24,11.5,2.1,0.0,15.9,0.615,9.8,10.8,1.5,115,0.1,Anthony Cook,1992,24,2
694,3.069,4.589,21.582,0.46728,10.692,0.792,0.01881,15.84,0.47916,15.052999999999999,16.366000000000003,-4.84,203,-0.2,Anthony Cook,1994,26,3
695,5.1,1.2,13.2,0.25,9.5,0.0,0.125,11.4,0.422,5.3,13.7,-5.9,60,-0.1,Anthony Cook,1996,28,4
696,6.1,5.1,23.5,0.333,10.5,2.2,0.009,16.8,0.559,10.3,21.8,2.5,1846,2.1,Anthony Davis,2013,19,1
697,8.0,6.7,23.3,0.438,10.0,2.0,0.009,16.6,0.582,8.3,25.2,4.8,2358,4.0,Anthony Davis,2014,20,2
698,11.6,6.2,24.1,0.384,8.0,2.1,0.01,16.1,0.591,6.3,27.8,8.9,2455,6.7,Anthony Davis,2015,21,3
699,10.0,4.7,26.4,0.379,6.4,1.8,0.095,16.1,0.559,8.4,29.6,3.9,2164,3.2,Anthony Davis,2016,22,4
700,11.1,5.1,27.9,0.424,6.7,1.7,0.088,17.2,0.58,9.1,32.6,5.9,2708,5.4,Anthony Davis,2017,23,5
701,10.8,5.6,24.8,0.409,7.7,2.0,0.111,16.5,0.612,8.6,30.0,6.7,2727,5.9,Anthony Davis,2018,24,6
702,19.0,6.0,27.5,0.422,9.9,2.2,0.141,18.8,0.597,8.4,29.5,9.4,1850,5.3,Anthony Davis,2019,25,7
706,27.4,0.0,7.0,0.317,1.5,1.4,0.439,4.2,0.536,22.6,20.3,-4.3,621,-0.3,Anthony Goldwire,1996,24,1
707,29.151999999999997,0.1,6.944,0.23712,1.22,1.488,0.46492000000000006,4.156,0.53164,17.272,16.984,-1.828,1188,0.0,Anthony Goldwire,1997,25,2
708,22.5,0.2,5.9,0.292,2.1,2.1,0.258,3.9,0.523,10.6,16.5,-1.7,2212,0.1,Anthony Goldwire,1998,26,3
709,28.0,0.0,6.0,0.213,0.5,2.3,0.425,3.2,0.469,14.6,22.7,-2.2,201,0.0,Anthony Goldwire,2001,29,4
710,7.58,0.0,8.1,0.3522,0.0,1.8599999999999999,0.3236,4.12,0.4736,17.880000000000003,18.72,-5.36,85,0.0,Anthony Goldwire,2003,31,5
711,18.974,0.0,7.76,0.05538,1.4040000000000001,3.1820000000000004,0.38962,4.738,0.406,11.958,14.009999999999998,-1.444,85,0.0,Anthony Goldwire,2004,32,6
712,22.77,0.0,10.750000000000002,0.22430000000000003,2.2,1.4400000000000002,0.5883,6.43,0.5769,9.15,14.0,1.9800000000000002,537,1.2,Anthony Goldwire,2005,33,7
713,12.8,0.0,5.1,0.0,0.0,0.0,0.286,2.6,0.143,12.5,16.8,-13.0,22,-0.1,Anthony Goldwire,2006,34,8
714,14.7,0.0,18.3,0.368,1.1,3.4,0.395,9.5,0.589,16.9,22.4,-0.4,108,0.0,Anthony Grundy,2006,26,1
715,22.3,0.2,6.0,0.181,2.4,1.5,0.21,4.2,0.437,15.4,15.2,-4.4,2266,-1.4,Anthony Johnson,1998,23,1
716,22.6,0.6,7.7,0.364,2.1,2.2,0.084,5.0,0.467,19.9,17.3,-1.7,885,0.1,Anthony Johnson,1999,24,2
717,16.754,0.436,5.112,0.23742000000000002,3.628,2.63,0.06616,4.354,0.42336000000000007,15.088000000000001,14.536000000000001,-2.862,637,-0.2,Anthony Johnson,2000,25,3
718,24.51,0.8500000000000001,7.550000000000001,0.22055000000000002,2.235,2.39,0.034350000000000006,4.87,0.39315,17.330000000000002,17.645000000000003,-4.305,511,-0.6000000000000001,Anthony Johnson,2001,26,4
719,19.7,0.2,5.9,0.278,3.0,4.4,0.133,4.4,0.465,16.5,14.8,0.0,366,0.2,Anthony Johnson,2002,27,5
720,16.7,0.4,8.8,0.32,1.8,2.3,0.152,5.3,0.512,13.5,16.3,-1.3,842,0.1,Anthony Johnson,2003,28,6
721,21.4,0.4,7.6,0.229,2.0,2.2,0.297,4.8,0.497,14.2,15.6,-0.4,1598,0.6,Anthony Johnson,2004,29,7
722,31.2,0.7,9.9,0.248,2.2,1.9,0.237,6.1,0.526,16.0,16.5,0.7,1747,1.2,Anthony Johnson,2005,30,8
723,28.6,0.8,7.7,0.234,1.9,1.7,0.257,4.9,0.52,14.7,18.3,0.7,1981,1.3,Anthony Johnson,2006,31,9
724,24.904999999999998,0.157,7.299999999999999,0.17791,2.045,1.329,0.21268,4.643999999999999,0.48013999999999996,17.041,15.813999999999998,-3.696999999999999,1301,-1.2,Anthony Johnson,2007,32,10
725,26.279999999999998,0.419,8.724,0.12135,1.719,1.784,0.26435,5.234999999999999,0.51839,18.259,13.508000000000001,-1.6179999999999999,1531,0.4,Anthony Johnson,2008,33,11
726,21.2,0.2,8.8,0.213,2.3,1.6,0.349,5.6,0.505,16.4,15.5,-0.8,1481,0.4,Anthony Johnson,2009,34,12
727,24.2,0.2,11.0,0.18,2.4,1.4,0.351,6.8,0.543,17.8,16.7,0.0,406,0.2,Anthony Johnson,2010,35,13
730,9.7,1.1,24.2,0.375,10.2,0.9,0.0,16.7,0.397,19.1,21.4,-7.6,108,-0.2,Anthony Mason,1990,23,1
731,0.0,0.0,10.0,2.0,12.3,2.0,0.0,11.2,0.665,0.0,12.6,-2.4,21,0.0,Anthony Mason,1991,24,2
732,6.5,0.6,18.4,0.652,11.4,1.1,0.0,14.9,0.558,16.4,12.2,-0.8,2198,0.7,Anthony Mason,1992,25,3
733,10.1,0.5,17.8,0.464,10.7,0.9,0.0,14.3,0.549,15.3,15.6,0.5,2482,1.6,Anthony Mason,1993,26,4
734,11.7,0.3,15.7,0.372,9.6,0.8,0.002,12.7,0.524,17.5,14.1,-0.7,1903,0.6,Anthony Mason,1994,27,5
735,15.0,0.6,21.2,0.588,8.9,1.5,0.002,15.3,0.599,16.2,14.0,1.9,2496,2.5,Anthony Mason,1995,28,6
736,16.7,0.8,18.1,0.519,7.8,1.1,0.0,13.1,0.61,17.7,16.1,1.9,3457,3.4,Anthony Mason,1996,29,7
737,21.4,0.8,24.0,0.519,7.4,1.3,0.004,16.0,0.585,14.0,17.6,3.5,3143,4.3,Anthony Mason,1997,30,8
738,17.3,0.4,24.7,0.526,6.9,1.2,0.005,15.8,0.552,13.4,16.0,2.3,3148,3.4,Anthony Mason,1998,31,9
739,18.3,0.6,19.4,0.637,5.3,1.2,0.002,12.5,0.56,15.9,14.4,0.8,3133,2.2,Anthony Mason,2000,33,10
740,14.2,0.6,21.9,0.497,6.2,1.4,0.0,14.1,0.555,13.3,20.0,1.9,3254,3.2,Anthony Mason,2001,34,11
741,16.6,0.5,18.3,0.353,4.8,1.0,0.002,11.9,0.544,15.2,12.7,-0.6,3143,1.1,Anthony Mason,2002,35,12
742,14.6,0.4,18.1,0.298,4.9,0.8,0.003,11.5,0.524,15.1,11.5,-1.4,2119,0.3,Anthony Mason,2003,36,13
743,9.6,0.9,17.8,0.576,14.1,1.9,0.038,15.9,0.571,18.7,16.6,-2.1,527,0.0,Anthony Miller,1995,23,1
744,4.7,0.6,13.0,0.286,10.6,1.7,0.057,11.8,0.457,16.9,17.3,-6.6,123,-0.1,Anthony Miller,1996,24,2
745,0.0,0.0,41.7,0.0,17.4,0.0,0.0,29.8,0.0,0.0,16.9,-15.9,14,0.0,Anthony Miller,1997,25,3
746,2.2,0.9,19.9,0.75,16.1,3.6,0.0,18.1,0.571,16.8,16.9,-1.8,228,0.0,Anthony Miller,1998,26,4
747,4.6,1.4,18.0,0.367,13.1,1.5,0.017,15.7,0.502,11.4,14.9,-1.7,249,0.0,Anthony Miller,1999,27,5
748,5.2,1.4,26.5,0.526,11.8,1.2,0.0,19.3,0.544,13.7,12.8,-2.4,476,0.0,Anthony Miller,2000,28,6
749,0.0,0.0,20.57,0.0,0.0,0.0,0.0,10.230000000000002,0.275,18.315,12.265,-9.914000000000001,11,0.0,Anthony Miller,2001,29,7
750,21.4,0.0,13.6,0.0,0.0,5.8,0.0,6.5,0.667,25.0,19.9,2.3,9,0.0,Anthony Miller,2005,33,8
751,8.2,0.5,8.7,0.172,5.6,1.2,0.345,7.1,0.588,8.3,17.7,-0.2,1515,0.7,Anthony Morrow,2009,23,1
752,7.6,0.6,11.1,0.162,3.3,1.5,0.437,7.1,0.597,10.0,17.8,-0.4,2018,0.8,Anthony Morrow,2010,24,2
753,6.3,0.3,8.8,0.173,2.3,0.5,0.419,5.5,0.573,7.5,18.0,-1.0,1856,0.5,Anthony Morrow,2011,25,3
754,6.8,0.4,7.0,0.158,2.1,1.5,0.435,4.5,0.531,9.0,21.6,-1.9,1636,0.0,Anthony Morrow,2012,26,4
755,5.535,0.237,5.58,0.15276,3.375,1.7850000000000001,0.30105000000000004,4.438000000000001,0.5299900000000001,4.728,19.572,-1.8290000000000002,383,0.0,Anthony Morrow,2013,27,5
756,6.7,0.7,9.2,0.167,2.3,1.4,0.375,5.7,0.57,8.4,19.4,-0.9,1426,0.4,Anthony Morrow,2014,28,6
757,5.2,0.5,9.1,0.145,2.4,1.5,0.528,5.8,0.604,5.5,16.5,1.8,1806,1.7,Anthony Morrow,2015,29,7
758,3.7,0.4,5.8,0.117,1.2,1.2,0.613,3.6,0.543,4.6,16.9,-1.1,926,0.2,Anthony Morrow,2016,30,8
759,5.208,0.264,2.9600000000000004,0.14844000000000002,1.8159999999999998,1.64,0.52788,2.4320000000000004,0.5048,2.2,16.384,-2.284,714,0.0,Anthony Morrow,2017,31,9
760,16.4,1.1,10.6,0.317,4.7,3.0,0.444,7.6,0.501,13.3,19.0,1.0,196,0.1,Anthony Parker,1998,22,1
761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.1,12.7,3,0.0,Anthony Parker,1999,23,2
762,8.0,1.5,12.9,0.193,3.0,2.1,0.246,8.0,0.461,15.1,16.6,-2.0,185,0.0,Anthony Parker,2000,24,3
763,9.9,0.3,10.9,0.23,2.9,1.6,0.38,6.8,0.597,8.6,15.7,1.4,2437,2.1,Anthony Parker,2007,31,4
764,10.8,0.5,12.9,0.151,2.2,1.6,0.367,7.5,0.58,9.0,17.4,0.9,2634,1.9,Anthony Parker,2008,32,5
765,15.7,0.4,12.0,0.192,2.0,2.0,0.32,7.1,0.524,12.2,16.3,-0.7,2637,0.8,Anthony Parker,2009,33,6
766,9.9,0.6,10.0,0.2,1.6,1.4,0.549,6.0,0.576,12.1,12.0,-0.3,2289,1.0,Anthony Parker,2010,34,7
767,16.7,0.4,10.5,0.172,1.8,1.7,0.411,6.0,0.505,11.9,14.6,-2.0,2091,0.0,Anthony Parker,2011,35,8
768,15.7,0.4,11.8,0.172,0.9,1.6,0.423,6.1,0.523,12.5,14.1,-1.7,1280,0.1,Anthony Parker,2012,36,9
769,15.3,0.5,8.0,0.325,4.4,1.8,0.186,6.2,0.553,14.5,21.9,-0.7,1656,0.6,Anthony Peeler,1993,23,1
770,15.9,0.5,7.5,0.174,5.4,2.3,0.154,6.4,0.48,11.8,22.8,-2.0,923,0.0,Anthony Peeler,1994,24,2
771,12.2,0.6,7.5,0.194,4.4,1.7,0.328,6.0,0.528,10.3,22.0,-1.7,1559,0.1,Anthony Peeler,1995,25,3
772,11.3,0.4,6.5,0.143,3.3,1.9,0.422,5.0,0.555,8.0,19.4,0.1,1608,0.9,Anthony Peeler,1996,26,4
773,20.8,0.6,9.9,0.132,2.7,2.5,0.339,6.3,0.487,12.8,24.9,-1.8,2291,0.1,Anthony Peeler,1997,27,5
774,18.338,0.332,8.149,0.11204999999999998,3.566,2.632,0.29803,5.8660000000000005,0.53232,10.305000000000001,18.298,1.1680000000000001,1193,2.0,Anthony Peeler,1998,28,6
775,15.1,0.6,8.1,0.151,3.8,2.3,0.419,5.8,0.465,11.6,17.8,-0.7,810,0.3,Anthony Peeler,1999,29,7
776,14.3,0.3,9.9,0.15,3.2,1.6,0.352,6.5,0.52,9.9,18.7,-0.5,2073,0.8,Anthony Peeler,2000,30,8
777,13.9,0.6,8.0,0.119,2.3,2.2,0.35,5.2,0.513,12.0,18.6,-0.6,2126,0.7,Anthony Peeler,2001,31,9
778,13.0,0.4,9.4,0.085,2.1,1.6,0.414,5.8,0.519,9.7,17.3,-0.2,2060,1.0,Anthony Peeler,2002,32,10
779,15.8,0.4,9.9,0.082,2.1,1.7,0.348,6.1,0.499,11.5,14.4,-0.6,2245,0.7,Anthony Peeler,2003,33,11
780,12.8,0.5,9.7,0.175,2.6,2.1,0.405,6.2,0.575,17.0,14.7,-0.5,1391,0.5,Anthony Peeler,2004,34,12
781,16.7,0.3,11.2,0.12,2.9,1.8,0.433,6.9,0.484,15.1,15.4,-1.9,529,0.0,Anthony Peeler,2005,35,13
782,8.8,3.5,18.9,0.167,6.2,2.7,0.0,12.5,0.44,20.6,28.2,-7.7,37,-0.1,Anthony Pullard,1993,26,1
783,6.8,4.5,22.6,0.327,12.4,1.8,0.009,17.5,0.506,14.0,21.7,-2.3,1129,-0.1,Anthony Randolph,2009,19,1
784,8.5,4.9,21.4,0.44,10.7,1.8,0.016,16.0,0.521,11.7,23.9,-0.6,749,0.3,Anthony Randolph,2010,20,2
785,9.816,3.04,22.712,0.32238000000000006,8.006,1.834,0.01958,15.192,0.4954200000000001,15.04,25.78,-2.21,590,0.0,Anthony Randolph,2011,21,3
786,6.6,4.8,17.5,0.42,9.0,1.3,0.005,13.2,0.532,14.4,23.8,-0.8,517,0.2,Anthony Randolph,2012,22,4
787,5.5,5.0,22.1,0.395,10.1,2.9,0.07,16.2,0.534,21.7,22.5,-2.9,329,-0.1,Anthony Randolph,2013,23,5
788,9.1,2.7,21.0,0.392,4.1,2.4,0.347,12.5,0.499,15.9,19.8,-0.8,527,0.2,Anthony Randolph,2014,24,6
789,10.7,0.0,8.2,0.065,0.0,0.6,0.323,4.1,0.549,8.6,19.3,-2.3,88,0.0,Anthony Roberson,2006,22,1
790,7.0,0.0,9.4,0.029,0.9,2.6,0.529,5.1,0.527,11.0,22.2,-2.3,227,0.0,Anthony Roberson,2007,23,2
791,11.379999999999999,0.276,6.492000000000001,0.04508,2.364,1.84,0.68092,4.336,0.49652,6.152000000000001,20.548000000000002,-1.3760000000000001,276,0.2,Anthony Roberson,2009,25,3
793,12.1,0.4,16.4,0.154,7.0,1.3,0.631,11.7,0.375,9.2,17.8,-3.9,208,-0.1,Anthony Tolliver,2009,23,1
794,8.6,1.7,18.6,0.299,6.5,1.1,0.337,12.5,0.532,8.3,16.6,-1.6,1427,0.4,Anthony Tolliver,2010,24,2
795,8.9,1.6,17.0,0.419,7.3,1.0,0.367,12.0,0.585,11.7,13.1,0.0,1362,0.7,Anthony Tolliver,2011,25,3
796,3.8,1.5,13.0,0.302,6.2,1.0,0.555,9.6,0.504,14.5,12.2,-2.6,882,-0.2,Anthony Tolliver,2012,26,4
797,4.8,1.0,14.5,0.236,3.7,0.8,0.616,9.2,0.531,13.1,13.2,-3.1,963,-0.3,Anthony Tolliver,2013,27,5
798,5.0,0.9,11.8,0.134,2.9,0.8,0.805,7.3,0.605,6.6,12.4,0.0,1298,0.6,Anthony Tolliver,2014,28,6
799,6.253000000000001,0.867,14.528000000000002,0.17496,3.7769999999999997,0.8620000000000001,0.7383700000000001,8.981000000000002,0.56898,10.737000000000002,14.686000000000002,-1.366,1432,0.6,Anthony Tolliver,2015,29,7
800,5.6,0.9,16.1,0.142,3.1,1.0,0.819,9.3,0.543,7.4,12.4,0.4,1341,0.8,Anthony Tolliver,2016,30,8
801,7.7,1.2,14.4,0.234,4.0,1.2,0.655,9.3,0.595,12.6,13.6,-1.0,1477,0.4,Anthony Tolliver,2017,31,9
802,7.5,1.1,12.3,0.282,3.1,0.9,0.773,7.6,0.663,9.9,14.8,0.9,1757,1.3,Anthony Tolliver,2018,32,10
803,5.5,1.7,16.2,0.232,1.5,0.8,0.83,8.8,0.571,11.2,12.5,-2.4,1079,-0.1,Anthony Tolliver,2019,33,11
804,9.9,0.8,15.3,0.395,5.0,2.4,0.005,10.0,0.493,18.5,13.5,-3.1,982,-0.3,Anthony Tucker,1995,25,1
817,9.3,0.0,4.8,0.0,4.8,1.7,0.143,4.8,0.243,14.6,20.4,-14.7,91,-0.3,Antoine Rigaudeau,2003,31,1
818,15.3,1.3,19.0,0.27,10.4,1.8,0.117,14.4,0.474,13.2,25.2,-2.1,2970,-0.1,Antoine Walker,1997,20,1
819,15.4,1.4,22.3,0.277,9.0,2.2,0.171,15.1,0.481,13.2,29.2,0.6,3268,2.2,Antoine Walker,1998,21,2
820,15.2,1.3,18.9,0.275,7.5,2.1,0.239,13.0,0.476,12.6,27.2,1.0,1549,1.2,Antoine Walker,1999,22,3
821,18.2,0.8,18.2,0.295,7.2,2.0,0.189,12.4,0.494,13.2,28.3,0.7,3003,2.1,Antoine Walker,2000,23,4
822,26.8,1.1,20.4,0.202,5.0,2.1,0.351,12.3,0.505,13.8,29.1,3.0,3396,4.3,Antoine Walker,2001,24,5
823,22.8,0.9,18.6,0.192,4.7,1.9,0.382,11.5,0.49,12.1,27.8,2.2,3406,3.6,Antoine Walker,2002,25,6
824,23.3,0.8,16.7,0.184,3.4,1.9,0.375,9.9,0.467,13.4,27.9,-0.5,3235,1.3,Antoine Walker,2003,26,7
825,19.4,1.7,19.1,0.165,7.4,1.2,0.27,13.1,0.475,14.3,21.8,0.5,2840,1.8,Antoine Walker,2004,27,8
826,16.296,1.536,20.896,0.26956,7.02,1.6,0.24708000000000002,13.712,0.47848,14.108,27.227999999999998,-0.41200000000000003,2955,2.4,Antoine Walker,2005,28,9
827,12.8,1.0,16.3,0.144,5.8,1.1,0.427,11.3,0.524,13.6,23.2,0.4,2199,1.3,Antoine Walker,2006,29,10
828,12.1,0.7,15.7,0.157,6.1,1.4,0.457,11.0,0.462,16.5,22.3,-3.6,1818,-0.7,Antoine Walker,2007,30,11
829,8.0,0.7,15.0,0.176,7.1,1.9,0.501,10.9,0.455,10.2,22.8,-2.2,892,-0.1,Antoine Walker,2008,31,12
830,5.2,0.7,7.1,0.272,2.5,0.6,0.185,4.8,0.386,18.8,14.2,-8.8,370,-0.6,Antoine Wright,2006,21,1
831,7.6,0.7,14.1,0.291,4.0,1.4,0.235,9.1,0.5,13.2,13.4,-3.3,1137,-0.4,Antoine Wright,2007,22,2
832,10.540000000000001,1.356,10.026,0.20368000000000003,3.7439999999999998,1.2020000000000002,0.33268,6.942,0.48946,12.248,15.186,-2.958,1232,-0.6,Antoine Wright,2008,23,3
833,7.4,1.3,7.7,0.22,2.3,1.6,0.346,5.0,0.501,10.3,15.6,-3.5,1552,-0.6,Antoine Wright,2009,24,4
834,7.4,0.6,12.6,0.193,3.3,1.1,0.434,8.1,0.502,11.8,16.1,-3.3,1392,-0.4,Antoine Wright,2010,25,5
835,0.0,0.0,3.8,0.0,7.2,1.6,0.5,5.5,0.125,11.1,12.6,-14.3,31,-0.1,Antoine Wright,2011,26,6
836,0.0,0.0,0.0,0.0,7.9,0.0,0.0,3.8,0.333,25.0,12.0,-12.4,15,0.0,Antonio Anderson,2010,24,1
837,10.1,0.3,10.3,0.273,1.3,1.1,0.364,5.6,0.471,6.4,23.7,-5.2,314,-0.3,Antonio Blakeney,2018,21,1
838,8.2,0.9,13.1,0.192,0.9,0.7,0.23,6.9,0.487,7.5,24.5,-5.2,829,-0.7,Antonio Blakeney,2019,22,2
839,21.9,0.4,6.0,0.317,0.5,3.2,0.183,3.3,0.534,14.9,17.3,-0.2,219,0.1,Antonio Burks,2005,24,1
840,22.1,0.0,7.0,0.16,0.9,2.0,0.042,3.9,0.367,18.9,16.2,-6.8,570,-0.7,Antonio Burks,2006,25,2
841,26.6,0.4,7.1,0.31,1.3,1.5,0.095,4.2,0.465,20.8,17.9,-5.0,1956,-1.5,Antonio Daniels,1998,22,1
842,29.5,0.7,7.1,0.355,2.5,2.6,0.093,4.9,0.52,17.2,19.4,1.6,614,0.6,Antonio Daniels,1999,23,2
843,24.4,0.3,6.4,0.294,1.6,2.4,0.192,4.1,0.541,13.0,17.2,1.5,1195,1.0,Antonio Daniels,2000,24,3
844,24.9,0.5,7.2,0.265,1.5,1.6,0.311,4.5,0.567,14.2,17.5,1.7,2060,1.9,Antonio Daniels,2001,25,4
845,17.2,0.4,7.8,0.343,1.3,1.2,0.32,4.7,0.534,9.0,16.6,0.4,2175,1.3,Antonio Daniels,2002,26,5
846,14.9,0.8,8.4,0.409,1.5,2.0,0.317,5.0,0.572,12.7,13.3,1.0,872,0.7,Antonio Daniels,2003,27,6
847,31.9,0.3,9.2,0.462,1.8,1.6,0.291,5.5,0.596,11.3,16.5,2.9,1512,1.9,Antonio Daniels,2004,28,7
848,25.6,0.1,9.0,0.488,1.2,1.4,0.265,5.1,0.557,9.3,19.0,2.2,2026,2.2,Antonio Daniels,2005,29,8
849,19.2,0.3,8.0,0.611,0.9,1.2,0.184,4.4,0.55,11.3,15.4,-0.7,2283,0.8,Antonio Daniels,2006,30,9
850,24.3,0.4,8.9,0.643,1.1,1.1,0.162,4.9,0.572,12.1,14.2,-0.3,1761,0.8,Antonio Daniels,2007,31,10
851,24.0,0.1,10.0,0.49,1.2,1.7,0.166,5.5,0.549,14.3,13.5,-0.8,2161,0.7,Antonio Daniels,2008,32,11
852,26.928,0.072,8.479999999999999,0.45796000000000003,0.576,1.372,0.25336000000000003,4.5,0.53744,18.116,15.964,-2.608,1021,-0.4,Antonio Daniels,2009,33,12
853,7.9,0.0,16.5,0.4,0.0,0.0,0.4,8.2,0.51,14.5,9.1,-6.0,35,0.0,Antonio Daniels,2011,35,13
854,4.7,3.3,20.3,0.711,13.2,1.3,0.002,16.9,0.561,16.1,16.8,0.1,1732,0.9,Antonio Davis,1994,25,1
855,3.7,2.2,20.1,0.71,12.6,1.0,0.0,16.4,0.521,16.6,17.1,-2.8,1030,-0.2,Antonio Davis,1995,26,2
856,3.2,2.5,18.1,0.716,11.6,0.8,0.004,15.0,0.567,12.1,15.8,-1.1,2092,0.5,Antonio Davis,1996,27,3
857,4.8,2.9,20.5,0.565,9.9,1.0,0.022,15.3,0.536,15.0,18.6,-1.3,2335,0.4,Antonio Davis,1997,28,4
858,4.5,2.3,19.2,0.754,11.1,1.1,0.006,15.4,0.558,12.8,17.5,-0.1,2191,1.1,Antonio Davis,1998,29,5
859,4.4,2.4,20.9,0.552,11.0,1.0,0.0,16.1,0.535,10.4,18.2,-0.1,1271,0.6,Antonio Davis,1999,30,6
860,6.7,2.8,21.5,0.521,10.3,0.8,0.0,15.7,0.52,12.1,17.8,-2.0,2479,0.0,Antonio Davis,2000,31,7
861,6.2,3.9,21.7,0.488,11.0,0.4,0.001,16.2,0.508,11.4,19.5,-1.1,2729,0.6,Antonio Davis,2001,32,8
862,8.7,2.1,19.4,0.372,9.5,1.0,0.001,14.3,0.497,12.4,19.6,-0.9,2978,0.8,Antonio Davis,2002,33,9
863,11.9,2.3,19.3,0.437,7.5,0.6,0.0,13.1,0.483,13.4,21.3,-1.9,1894,0.1,Antonio Davis,2003,34,10
864,8.924,1.8900000000000003,20.437,0.35033000000000003,8.741000000000001,0.721,0.0,14.431000000000001,0.46469000000000005,13.058,15.49,-2.4360000000000004,2570,-0.4,Antonio Davis,2004,35,11
