,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played
10633,18.7,0.1,8.0,0.167,1.3,2.2,0.388,4.7,0.53,19.5,17.2,-2.0,1499,0.0,Raul Neto,2016,23,1
10634,15.1,1.2,8.4,0.099,1.4,3.2,0.341,5.0,0.527,13.6,14.8,-0.1,346,0.2,Raul Neto,2017,24,2
10635,23.0,0.7,9.5,0.232,1.6,1.3,0.311,5.6,0.55,17.8,18.3,-1.4,498,0.1,Raul Neto,2018,25,3
10636,28.7,0.7,12.6,0.205,1.4,1.4,0.373,7.1,0.558,16.6,19.0,-0.3,474,0.2,Raul Neto,2019,26,4
10637,15.2,0.0,13.7,0.308,9.9,0.4,0.308,11.8,0.418,15.3,19.0,-7.3,120,-0.2,Rawle Alkins,2019,21,1
10638,6.5,2.2,11.3,0.483,4.1,1.8,0.05,7.7,0.488,17.1,17.0,-1.8,241,0.0,Rawle Marshall,2006,23,1
10639,5.7,1.0,6.9,0.506,2.5,1.7,0.202,4.6,0.455,14.9,15.9,-3.8,361,-0.2,Rawle Marshall,2007,24,2
10640,13.9,0.3,11.0,0.274,4.7,1.6,0.328,7.9,0.541,12.8,21.4,-0.1,2532,1.2,Ray Allen*,1997,21,1
10641,19.3,0.3,10.4,0.297,4.7,1.8,0.28,7.5,0.539,15.0,24.3,1.0,3287,2.5,Ray Allen*,1998,22,2
10642,18.8,0.3,10.7,0.29,4.1,1.7,0.309,7.4,0.564,13.9,24.5,2.4,1719,1.9,Ray Allen*,1999,23,3
10643,17.0,0.5,10.5,0.282,3.2,1.9,0.288,6.8,0.57,10.3,25.6,3.6,3070,4.3,Ray Allen*,2000,24,4
10644,20.4,0.5,11.8,0.299,3.7,2.1,0.357,7.8,0.61,12.1,24.4,5.5,3129,5.9,Ray Allen*,2001,25,5
10645,19.4,0.5,10.1,0.213,3.9,1.9,0.46,7.1,0.598,11.2,26.2,4.9,2525,4.4,Ray Allen*,2002,26,6
10646,21.616,0.374,11.806,0.2535,3.772,1.9260000000000002,0.39078,7.767999999999999,0.5652599999999999,11.558,27.757999999999996,3.6999999999999997,2880,8.2,Ray Allen*,2003,27,7
10647,23.3,0.4,11.8,0.266,3.8,1.8,0.372,7.8,0.566,12.1,27.8,4.0,2152,3.2,Ray Allen*,2004,28,8
10648,18.1,0.1,10.7,0.286,3.2,1.5,0.372,6.9,0.555,9.2,28.0,4.1,3064,4.8,Ray Allen*,2005,29,9
10649,17.2,0.4,10.6,0.239,2.8,1.8,0.435,6.6,0.59,10.2,27.4,4.4,3022,4.9,Ray Allen*,2006,30,10
10650,19.0,0.4,10.4,0.268,3.1,1.9,0.384,6.7,0.564,10.7,29.5,3.7,2219,3.2,Ray Allen*,2007,31,11
10651,14.6,0.5,8.3,0.24,3.6,1.3,0.458,6.1,0.584,10.4,21.6,3.0,2624,3.3,Ray Allen*,2008,32,12
10652,12.6,0.4,8.6,0.239,2.9,1.3,0.467,5.9,0.624,10.4,20.8,4.0,2876,4.3,Ray Allen*,2009,33,13
10653,12.3,0.7,8.8,0.26,2.0,1.2,0.41,5.5,0.601,10.6,20.2,1.2,2819,2.3,Ray Allen*,2010,34,14
10654,12.7,0.4,9.0,0.224,2.3,1.4,0.387,5.8,0.615,9.8,19.8,2.9,2890,3.6,Ray Allen*,2011,35,15
10655,11.8,0.4,9.2,0.215,1.1,1.7,0.475,5.3,0.607,11.2,18.6,2.2,1565,1.6,Ray Allen*,2012,36,16
10656,10.2,0.6,10.1,0.243,2.6,1.7,0.51,6.6,0.599,12.5,19.3,0.3,2035,1.2,Ray Allen*,2013,37,17
10657,11.1,0.4,11.4,0.214,1.6,1.5,0.569,6.7,0.59,12.4,16.8,-0.4,1936,0.8,Ray Allen*,2014,38,18
10658,21.0,0.8,7.8,0.143,2.2,1.2,0.197,5.0,0.439,10.9,17.6,-3.1,897,-0.3,Ray McCallum,2014,22,1
10659,21.3,0.6,9.8,0.179,4.3,1.6,0.236,7.1,0.496,14.4,18.2,-2.0,1436,0.0,Ray McCallum,2015,23,2
10660,18.528,1.246,9.328000000000001,0.10944000000000001,1.972,1.2760000000000002,0.2804,5.658,0.45254,13.530000000000001,16.816,-3.0800000000000005,475,-0.2,Ray McCallum,2016,24,3
10661,4.0,2.6,19.9,0.256,12.8,1.3,0.028,16.3,0.442,10.3,16.8,-4.8,592,-0.4,Ray Owes,1997,24,1
10662,5.148,4.455,25.047,0.25245,10.988999999999999,2.871,0.06336,17.919,0.51084,14.552999999999999,17.721,-5.175,148,-0.2,Ray Spalding,2019,21,1
10664,10.3,0.0,9.8,0.071,22.4,0.0,0.0,15.7,0.277,17.2,27.2,-17.0,56,-0.2,Raymond Brown,1990,24,1
10665,30.9,0.3,9.7,0.251,3.5,2.2,0.307,6.4,0.483,15.7,21.4,-0.6,2406,0.8,Raymond Felton,2006,21,1
10666,32.0,0.3,9.3,0.25,2.1,2.2,0.305,5.6,0.481,16.8,21.9,-0.8,2832,0.9,Raymond Felton,2007,22,2
10667,32.4,0.3,7.7,0.326,1.4,1.7,0.201,4.6,0.5,15.7,20.8,-2.1,2972,-0.1,Raymond Felton,2008,23,3
10668,31.1,0.8,10.2,0.251,2.2,2.2,0.191,6.2,0.483,15.9,21.9,-0.1,3086,1.4,Raymond Felton,2009,24,4
10669,29.5,0.7,10.5,0.204,2.5,2.5,0.184,6.6,0.525,15.4,19.2,1.6,2643,2.3,Raymond Felton,2010,25,5
10670,35.812,0.30400000000000005,9.248,0.24231999999999998,2.008,2.252,0.32636,5.587999999999999,0.52376,16.604,21.616,0.544,2737,3.6,Raymond Felton,2011,26,6
10671,33.3,0.4,7.6,0.193,1.6,2.2,0.316,4.6,0.491,19.6,20.8,-1.5,1906,0.2,Raymond Felton,2012,27,7
10672,27.0,0.5,7.5,0.145,2.5,2.2,0.293,4.9,0.505,14.2,22.1,0.1,2313,1.2,Raymond Felton,2013,28,8
10673,28.1,1.2,8.6,0.201,3.1,2.1,0.321,5.7,0.476,16.3,18.2,-1.2,2017,0.4,Raymond Felton,2014,29,9
10674,21.9,1.2,9.4,0.142,0.8,2.0,0.321,5.1,0.48,13.8,20.7,-1.4,281,0.0,Raymond Felton,2015,30,10
10675,20.3,0.6,11.1,0.258,1.8,1.6,0.312,6.5,0.502,13.7,18.4,-1.6,2192,0.2,Raymond Felton,2016,31,11
10676,16.3,1.1,11.9,0.125,2.2,1.9,0.28,7.2,0.496,13.3,16.5,-1.3,1700,0.3,Raymond Felton,2017,32,12
10677,22.5,1.1,11.0,0.08,2.0,1.8,0.417,6.3,0.494,11.7,20.4,-0.6,1365,0.5,Raymond Felton,2018,33,13
10678,18.7,1.3,8.4,0.096,1.1,1.2,0.452,4.6,0.505,9.0,16.6,-1.3,379,0.1,Raymond Felton,2019,34,14
10679,34.8,0.1,10.2,0.226,1.8,2.1,0.164,5.9,0.503,23.4,21.4,-2.8,1617,-0.3,Raül López,2004,23,1
10680,39.3,0.5,7.9,0.244,1.6,2.3,0.333,4.7,0.538,23.9,17.5,-1.4,518,0.1,Raül López,2005,24,2
10681,16.6,0.4,9.9,0.291,2.4,1.6,0.116,6.1,0.356,15.7,14.3,-6.1,364,-0.4,Reece Gaines,2004,23,1
10682,5.843999999999999,0.378,7.9879999999999995,0.08583999999999999,0.63,1.416,0.29406,4.346,0.39908,11.905999999999999,14.594000000000001,-6.47,187,-0.4,Reece Gaines,2005,24,2
10683,8.7,0.0,0.0,0.333,0.0,1.0,0.167,0.0,0.472,6.8,12.5,-5.1,54,0.0,Reece Gaines,2006,25,3
10684,4.3,0.2,11.7,0.074,3.2,1.1,0.603,7.6,0.46,9.4,15.4,-3.3,395,-0.1,Reggie Bullock,2014,22,1
10685,3.1660000000000004,0.9079999999999999,16.03,0.12754000000000001,0.308,1.48,0.65952,8.314,0.47569999999999996,9.709999999999999,10.898,-3.1799999999999997,338,-0.2,Reggie Bullock,2015,23,2
10686,9.2,0.4,14.3,0.153,3.4,1.2,0.541,8.6,0.583,7.1,11.4,0.8,429,0.3,Reggie Bullock,2016,24,3
10687,8.8,0.5,12.4,0.055,2.9,1.9,0.57,7.5,0.538,7.1,13.4,0.3,467,0.3,Reggie Bullock,2017,25,4
10688,8.4,0.7,8.3,0.09,1.7,1.4,0.515,4.9,0.615,7.6,15.7,0.7,1732,1.2,Reggie Bullock,2018,26,5
10689,10.040000000000001,0.524,8.796,0.14276,1.264,1.04,0.6614,4.9719999999999995,0.5622799999999999,9.18,15.86,-1.048,1879,1.0,Reggie Bullock,2019,27,6
10690,3.7,0.6,24.3,1.1,14.2,1.5,0.0,19.2,0.51,20.0,8.9,-2.8,1365,-0.3,Reggie Evans,2003,22,1
10691,3.7,0.6,23.0,0.897,14.5,2.3,0.018,18.8,0.471,22.0,10.7,-3.9,1280,-0.6,Reggie Evans,2004,23,2
10692,4.7,0.6,31.2,0.851,16.6,1.7,0.007,23.9,0.512,21.6,11.8,-1.1,1881,0.4,Reggie Evans,2005,24,3
10693,4.013,0.5429999999999999,28.253,0.8346099999999999,14.576999999999998,1.5139999999999998,0.00342,21.458,0.51622,19.183999999999997,14.426,-3.76,1393,-1.2000000000000002,Reggie Evans,2006,25,4
10694,5.7,1.0,29.9,0.851,15.8,1.8,0.0,23.0,0.55,24.3,14.8,-2.2,1127,-0.1,Reggie Evans,2007,26,5
10695,5.0,0.3,24.7,0.743,14.0,2.4,0.003,19.3,0.463,19.0,13.6,-3.0,1879,-0.5,Reggie Evans,2008,27,6
10696,3.3,0.6,24.0,0.983,14.1,1.9,0.006,19.0,0.514,21.3,13.0,-4.2,1137,-0.6,Reggie Evans,2009,28,7
10697,3.7,1.0,27.7,0.87,11.7,2.3,0.0,19.9,0.498,18.7,17.2,-4.6,311,-0.2,Reggie Evans,2010,29,8
10698,6.4,0.6,34.4,0.854,17.2,1.9,0.01,25.6,0.466,21.6,10.1,-1.5,798,0.1,Reggie Evans,2011,30,9
10699,3.1,0.6,26.7,0.986,15.3,2.2,0.0,20.9,0.504,29.9,8.8,-3.7,771,-0.3,Reggie Evans,2012,31,10
10700,3.2,0.5,38.0,0.851,15.5,2.0,0.0,26.7,0.506,23.6,11.0,-1.7,1967,0.1,Reggie Evans,2013,32,11
10701,3.4800000000000004,0.28800000000000003,28.364000000000004,0.8847200000000001,14.724000000000002,2.092,0.0,21.560000000000002,0.5146400000000001,21.904000000000003,13.376000000000001,-3.356,899,-0.6000000000000001,Reggie Evans,2014,33,12
10702,6.1,0.5,29.0,0.708,14.9,1.4,0.015,22.2,0.49,20.0,13.0,-2.4,764,-0.1,Reggie Evans,2015,34,13
10703,24.7,0.7,5.9,0.19,2.1,3.1,0.362,4.0,0.454,19.3,15.8,-1.4,246,0.0,Reggie Geary,1997,23,1
10704,16.6,1.2,7.6,0.331,3.4,2.9,0.237,5.6,0.392,17.8,16.1,-2.9,685,-0.2,Reggie Geary,1998,24,2
10705,5.9,3.0,14.9,0.0,12.5,4.0,0.0,13.6,0.5,33.3,15.0,-5.6,26,0.0,Reggie Hanson,1998,29,1
10706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,12.7,1.5,7,0.0,Reggie Hearn,2018,26,1
10707,21.2,0.1,8.3,0.182,3.4,2.6,0.39,6.0,0.408,17.3,18.7,-3.6,501,-0.2,Reggie Jackson,2012,21,1
10708,19.3,1.0,15.6,0.191,2.6,1.5,0.32,9.6,0.531,13.1,18.6,0.1,993,0.5,Reggie Jackson,2013,22,2
10709,23.1,0.3,12.8,0.193,2.2,1.9,0.267,7.8,0.527,14.5,22.6,0.1,2277,1.2,Reggie Jackson,2014,23,3
10710,34.646,0.338,12.886,0.21710000000000002,2.656,1.386,0.24512,7.776,0.511,14.334,24.57,1.156,2268,3.6,Reggie Jackson,2015,24,4
10711,36.3,0.3,9.1,0.271,2.5,1.2,0.268,5.7,0.535,13.8,29.1,2.7,2424,2.8,Reggie Jackson,2016,25,5
10712,30.3,0.3,7.4,0.201,1.5,1.2,0.272,4.4,0.51,13.4,26.4,-1.0,1424,0.4,Reggie Jackson,2017,26,6
10713,32.8,0.3,9.0,0.232,2.6,1.1,0.293,5.7,0.516,13.5,27.1,-0.4,1201,0.5,Reggie Jackson,2018,27,7
10714,24.7,0.3,8.5,0.225,2.1,1.2,0.45,5.2,0.547,11.4,24.5,0.4,2289,1.4,Reggie Jackson,2019,28,8
10715,15.1,1.2,9.2,0.495,18.5,2.7,0.039,14.0,0.498,10.0,22.7,3.1,259,0.3,Reggie Jordan,1994,26,1
10716,19.2,2.2,14.5,0.535,10.6,2.6,0.0,12.4,0.536,17.8,19.4,1.4,247,0.2,Reggie Jordan,1996,28,2
10717,14.148000000000001,1.7479999999999998,14.264,0.643,10.336,2.868,0.0,12.312000000000001,0.556,20.444,14.472000000000001,3.556,130,0.4,Reggie Jordan,1997,29,3
10718,15.1,1.3,9.2,0.637,13.4,3.7,0.009,11.3,0.515,17.2,15.9,1.3,487,0.4,Reggie Jordan,1998,30,4
10719,19.4,1.3,13.1,0.704,9.5,2.1,0.0,11.1,0.361,16.5,12.6,-2.3,296,0.0,Reggie Jordan,1999,31,5
10720,19.1,0.6,12.0,0.245,7.5,2.6,0.019,9.7,0.349,24.4,14.2,-3.0,243,-0.1,Reggie Jordan,2000,32,6
10743,8.4,0.9,17.8,0.679,11.0,1.6,0.0,14.5,0.57,19.8,25.1,-3.0,236,0.0,Reggie Slater,1995,24,1
10744,5.255999999999999,3.108,17.54,0.22932,6.12,1.448,0.0,11.632,0.52548,24.432000000000002,23.476,-6.264,72,-0.30000000000000004,Reggie Slater,1996,25,2
10745,9.8,1.2,16.3,0.503,11.2,1.2,0.013,13.7,0.558,13.7,23.3,-1.6,406,0.0,Reggie Slater,1997,26,3
10746,7.2,1.2,12.0,0.702,8.7,1.4,0.0,10.3,0.52,14.5,18.5,-4.6,1662,-1.1,Reggie Slater,1998,27,4
10747,3.3,0.9,15.1,1.049,15.7,0.6,0.0,15.4,0.486,17.4,24.7,-7.3,263,-0.4,Reggie Slater,1999,28,5
10748,5.7,0.9,18.2,0.629,12.9,1.4,0.0,15.5,0.568,16.1,17.6,-3.7,686,-0.3,Reggie Slater,2001,30,6
10749,3.555,1.58,9.644000000000002,0.6516799999999999,12.166,1.1059999999999999,0.0,10.884000000000002,0.5881299999999999,6.111,19.587000000000003,-0.5780000000000001,47,0.0,Reggie Slater,2002,31,7
10750,4.7,0.5,10.2,0.9,14.9,2.2,0.0,12.5,0.58,11.4,25.3,0.0,141,0.1,Reggie Slater,2003,32,8
10751,2.1,0.9,10.0,0.519,23.4,2.9,0.037,16.9,0.347,10.8,22.5,-10.2,68,-0.1,Reggie Smith,1993,22,1
10752,1.7,1.2,21.2,0.528,13.2,1.8,0.0,17.1,0.428,11.9,13.0,-4.0,316,-0.2,Reggie Smith,1994,23,2
10772,7.0,3.3,21.8,0.327,11.0,2.8,0.098,16.4,0.531,13.5,15.5,1.3,1064,0.9,Renaldo Balkman,2007,22,1
10773,6.5,2.4,16.4,0.511,9.6,2.4,0.065,12.9,0.492,14.0,12.5,-1.8,952,0.0,Renaldo Balkman,2008,23,2
10774,6.9,2.3,16.9,0.33,13.2,3.1,0.036,15.1,0.585,13.4,14.9,1.4,780,0.7,Renaldo Balkman,2009,24,3
10775,10.6,1.7,23.9,0.333,5.1,4.5,0.389,14.6,0.339,22.5,13.0,-2.4,91,0.0,Renaldo Balkman,2010,25,4
10776,4.686,2.4139999999999997,9.108,0.31523999999999996,3.7439999999999998,3.2259999999999995,0.145,6.446999999999999,0.5375899999999999,5.8,11.306000000000001,-4.109999999999999,62,0.0,Renaldo Balkman,2011,26,5
10777,7.2,2.1,20.3,0.344,6.0,1.8,0.281,13.1,0.57,14.0,16.7,-0.5,115,0.0,Renaldo Balkman,2012,27,6
10778,0.0,0.0,8.3,0.2,0.0,3.6,0.0,4.1,0.23,8.4,18.7,-13.3,27,-0.1,Renaldo Major,2007,24,1
10791,28.6,0.5,8.9,0.296,1.6,2.0,0.243,5.2,0.623,18.8,17.5,0.3,386,0.2,Rex Walters,1994,23,1
10792,14.2,0.8,5.7,0.111,1.4,1.3,0.418,3.5,0.532,12.6,17.2,-2.9,1435,-0.3,Rex Walters,1995,24,2
10793,28.394000000000002,0.516,8.134,0.36948000000000003,2.414,2.144,0.45515999999999995,5.1739999999999995,0.55158,19.582,15.466000000000001,-1.514,610,0.2,Rex Walters,1996,25,3
10794,17.6,0.2,9.2,0.191,2.1,1.4,0.455,5.6,0.571,14.8,16.8,-0.9,1041,0.3,Rex Walters,1997,26,4
10795,24.084000000000003,0.322,9.272,0.52712,2.4700000000000006,1.8240000000000003,0.41400000000000003,5.9399999999999995,0.61418,28.994,17.934,-1.622,235,0.0,Rex Walters,1998,27,5
10796,19.0,0.4,8.9,0.242,2.6,1.1,0.4,6.0,0.48,23.3,13.4,-2.7,506,-0.1,Rex Walters,1999,28,6
10797,25.6,0.0,7.9,0.176,2.5,0.8,0.22,5.4,0.474,22.8,15.2,-4.4,389,-0.2,Rex Walters,2000,29,7
10798,7.8,1.5,16.0,0.634,10.6,0.9,0.014,13.3,0.485,16.5,21.5,-6.5,213,-0.2,Rich King,1992,22,1
10799,11.7,0.0,39.6,0.4,9.6,0.0,0.0,24.3,0.51,33.8,31.1,-9.7,12,0.0,Rich King,1993,23,2
10800,15.7,1.8,16.8,0.647,13.6,0.6,0.029,15.2,0.469,13.8,27.8,-5.8,78,-0.1,Rich King,1994,24,3
10801,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,-30.0,6,0.0,Rich King,1995,25,4
10802,4.2,1.5,15.2,0.124,5.8,0.5,0.009,10.4,0.449,12.5,20.0,-8.0,311,-0.5,Rich Manning,1996,25,1
10803,2.628,0.78,13.620000000000001,0.17024,9.036000000000001,1.084,0.05076,11.264,0.42556000000000005,7.5040000000000004,21.652,-8.856,201,-0.8,Rich Manning,1997,26,2
10806,1.3,0.8,14.4,0.293,14.3,1.0,0.013,14.3,0.402,5.6,12.1,-7.0,320,-0.4,Richard Coffey,1991,25,1
10807,6.9,1.8,10.1,0.373,8.6,3.1,0.005,9.4,0.564,12.1,23.8,1.5,1320,1.2,Richard Dumas,1993,23,1
10808,6.7,0.9,7.6,0.219,12.4,3.0,0.014,10.0,0.512,10.1,23.1,-1.6,167,0.0,Richard Dumas,1995,25,2
10809,10.3,0.6,9.2,0.345,6.4,3.0,0.044,7.7,0.515,17.3,17.1,-2.9,739,-0.2,Richard Dumas,1996,26,3
10810,13.7,0.3,7.7,0.22,3.1,1.1,0.127,5.4,0.482,11.2,24.2,-3.7,1373,-0.6,Richard Hamilton,2000,21,1
10811,17.7,0.3,7.7,0.255,3.4,1.5,0.117,5.5,0.508,12.6,28.1,-2.2,2519,-0.1,Richard Hamilton,2001,22,2
10812,14.6,0.5,7.6,0.311,3.8,0.9,0.039,5.7,0.511,9.7,28.6,-0.9,2203,0.6,Richard Hamilton,2002,23,3
10813,17.0,0.4,10.5,0.411,3.9,1.3,0.093,7.1,0.531,11.6,31.3,0.4,2640,1.6,Richard Hamilton,2003,24,4
10814,22.2,0.5,8.3,0.293,3.3,2.0,0.058,5.8,0.522,13.8,25.7,1.2,2772,2.3,Richard Hamilton,2004,25,5
10815,23.5,0.3,8.8,0.37,3.0,1.4,0.102,5.9,0.528,13.9,25.1,0.3,2926,1.7,Richard Hamilton,2005,26,6
10816,18.6,0.4,7.3,0.229,3.5,1.0,0.091,5.4,0.553,10.6,27.4,0.8,2825,2.0,Richard Hamilton,2006,27,7
10817,19.0,0.4,8.9,0.344,3.2,1.2,0.11,6.1,0.551,10.6,25.9,1.2,2763,2.2,Richard Hamilton,2007,28,8
10818,22.3,0.3,7.9,0.215,3.7,1.7,0.137,5.8,0.552,10.5,24.5,2.3,2424,2.6,Richard Hamilton,2008,29,9
10819,23.9,0.1,8.6,0.252,2.3,1.0,0.182,5.4,0.529,10.3,27.0,0.1,2279,1.2,Richard Hamilton,2009,30,10
10820,23.5,0.2,7.7,0.336,2.2,1.0,0.192,4.8,0.505,12.3,27.9,-2.1,1552,0.0,Richard Hamilton,2010,31,11
10821,19.8,0.2,8.7,0.256,1.9,1.4,0.215,5.1,0.52,10.5,26.0,-1.6,1498,0.1,Richard Hamilton,2011,32,12
10822,21.0,0.1,7.2,0.119,3.3,0.9,0.148,5.3,0.5,13.1,24.5,-1.7,697,0.1,Richard Hamilton,2012,33,13
10823,19.9,0.3,7.2,0.162,1.7,1.2,0.109,4.4,0.481,14.2,25.0,-4.0,1088,-0.6,Richard Hamilton,2013,34,14
10824,11.7,1.8,12.2,0.448,4.9,1.7,0.095,8.6,0.524,13.1,19.1,-0.4,1917,0.8,Richard Jefferson,2002,21,1
10825,12.1,1.1,14.4,0.479,6.0,1.5,0.026,10.2,0.563,12.4,19.7,1.5,2879,2.5,Richard Jefferson,2003,22,2
10826,18.7,0.7,13.3,0.42,4.1,1.6,0.118,8.7,0.573,13.0,22.8,2.3,3133,3.4,Richard Jefferson,2004,23,3
10827,19.0,1.0,17.2,0.477,4.3,1.3,0.158,10.7,0.537,16.2,28.2,1.5,1355,1.2,Richard Jefferson,2005,24,4
10828,18.0,0.5,17.1,0.577,3.6,1.0,0.187,10.2,0.603,12.1,22.1,3.1,3059,3.9,Richard Jefferson,2006,25,5
10829,13.1,0.3,11.5,0.49,2.9,0.9,0.218,7.2,0.555,12.9,22.1,-1.4,1956,0.3,Richard Jefferson,2007,26,6
10830,15.0,0.5,9.0,0.511,3.4,1.2,0.16,6.2,0.571,10.9,26.1,0.3,3200,1.8,Richard Jefferson,2008,27,7
10831,11.7,0.4,13.3,0.424,2.2,1.2,0.239,7.5,0.554,10.2,24.6,0.2,2939,1.6,Richard Jefferson,2009,28,8
10832,9.6,1.1,13.6,0.37,2.7,0.9,0.241,8.3,0.551,10.4,18.3,-0.2,2520,1.2,Richard Jefferson,2010,29,9
10833,6.5,1.0,11.8,0.304,2.6,0.8,0.478,7.3,0.612,11.3,15.4,0.3,2459,1.4,Richard Jefferson,2011,30,10
10834,7.327000000000001,0.766,12.429000000000002,0.1735,1.7340000000000002,1.1,0.5534300000000001,7.132000000000001,0.5507200000000001,8.699000000000002,15.095,-0.526,1748,1.2,Richard Jefferson,2012,31,11
10835,8.0,1.0,14.9,0.39,1.0,1.3,0.331,8.1,0.552,12.6,14.4,-1.3,568,0.1,Richard Jefferson,2013,32,12
10836,9.6,0.5,10.8,0.248,0.9,1.3,0.46,5.7,0.573,11.5,16.9,-1.4,2213,0.3,Richard Jefferson,2014,33,13
10837,7.0,0.7,14.0,0.352,2.2,1.3,0.478,8.1,0.577,12.2,15.3,-0.8,1244,0.4,Richard Jefferson,2015,34,14
10838,6.4,0.9,9.6,0.279,1.3,1.3,0.554,5.5,0.585,10.9,13.4,-1.2,1326,0.3,Richard Jefferson,2016,35,15
10839,6.6,0.5,11.6,0.315,2.0,0.8,0.542,6.9,0.574,11.8,12.2,-3.1,1614,-0.4,Richard Jefferson,2017,36,16
10840,12.0,0.5,10.3,0.259,1.4,0.6,0.259,5.9,0.499,14.3,9.4,-4.3,163,-0.1,Richard Jefferson,2018,37,17
10842,1.8,2.0,25.2,0.174,11.5,1.1,0.326,18.7,0.535,23.2,31.0,-8.2,92,-0.1,Richard Petruška,1994,25,1
10843,8.0,4.3,11.7,0.333,9.3,1.3,0.198,10.5,0.564,11.2,17.9,-1.5,702,0.1,Richaun Holmes,2016,22,1
10844,8.3,3.7,20.1,0.25,8.7,1.7,0.187,14.4,0.611,10.7,18.6,1.0,1193,0.9,Richaun Holmes,2017,23,2
10845,12.3,3.2,21.4,0.232,8.6,1.3,0.129,15.2,0.585,8.6,16.6,1.1,746,0.6,Richaun Holmes,2018,24,3
10846,7.9,5.6,20.5,0.479,10.6,1.7,0.0,15.5,0.647,10.5,17.9,0.6,1184,0.8,Richaun Holmes,2019,25,4
10847,8.4,0.6,11.0,0.187,3.0,1.8,0.662,7.0,0.608,4.4,15.5,1.4,469,0.4,Richie Frahm,2004,26,1
10848,9.7,0.6,9.8,0.179,4.1,1.6,0.571,7.1,0.543,8.5,15.2,-0.2,499,0.2,Richie Frahm,2005,27,2
10849,10.190000000000001,0.46199999999999997,10.23,0.09944,1.056,0.632,0.70094,5.726,0.51616,6.994,15.612000000000002,-2.2,342,0.0,Richie Frahm,2006,28,3
10850,8.3,0.0,7.1,0.037,2.8,0.6,0.463,5.0,0.428,9.9,17.2,-5.1,163,-0.1,Richie Frahm,2008,30,4
10851,24.8,0.4,7.6,0.44,2.7,2.1,0.433,5.2,0.481,23.6,16.0,-2.4,622,-0.1,Rick Brunson,1998,25,1
10852,33.2,0.0,8.4,0.857,3.9,5.2,0.238,6.2,0.294,29.3,20.7,-3.3,95,0.0,Rick Brunson,1999,26,2
10853,26.9,0.3,9.6,0.257,1.3,1.7,0.186,5.5,0.456,28.5,17.9,-4.8,289,-0.2,Rick Brunson,2000,27,3
10854,24.244000000000003,0.34,9.2,0.27588,2.912,2.024,0.26408000000000004,6.0360000000000005,0.37496,21.424,17.412000000000003,-5.068,208,-0.2,Rick Brunson,2001,28,4
10855,32.7,0.3,10.3,0.363,5.1,2.6,0.097,7.7,0.477,26.4,15.6,-1.1,520,0.1,Rick Brunson,2002,29,5
10856,29.0,1.1,8.3,0.24,2.3,2.6,0.12,5.4,0.543,23.5,16.4,-1.0,196,0.1,Rick Brunson,2003,30,6
10857,32.81,0.588,7.644,0.30086,2.352,3.136,0.22344,4.9,0.49706,21.951999999999998,16.46,-0.07,412,0.4,Rick Brunson,2004,31,7
10858,32.7,0.3,9.8,0.167,1.5,2.3,0.294,5.8,0.46,20.8,14.3,-0.8,1945,0.6,Rick Brunson,2005,32,8
10859,23.288999999999998,0.34800000000000003,9.901,0.22707,0.522,1.74,0.24331999999999998,5.292,0.45448,27.038999999999998,15.639,-5.199,246,-0.4,Rick Brunson,2006,33,9
10860,13.4,0.7,9.1,0.411,4.1,1.6,0.01,6.5,0.452,18.4,17.9,-6.6,678,-0.8,Rick Calloway,1991,24,1
10861,31.6,2.8,0.0,0.0,0.0,2.3,0.429,0.0,0.143,36.4,21.0,-16.4,21,-0.1,Rick Carlisle,1990,30,1
10862,11.1,1.2,10.1,0.35,5.5,2.5,0.133,7.9,0.531,16.9,20.4,-1.6,1535,0.2,Rick Fox,1992,22,1
10863,14.9,1.2,10.8,0.266,5.8,2.9,0.061,8.3,0.534,15.4,20.1,0.4,1082,0.7,Rick Fox,1993,23,2
10864,15.3,1.6,13.5,0.316,5.6,1.9,0.137,9.6,0.535,16.0,20.4,-0.2,2096,0.9,Rick Fox,1994,24,3
10865,20.9,1.3,10.6,0.35,6.7,2.6,0.214,8.6,0.573,16.1,20.1,1.9,1039,1.0,Rick Fox,1995,25,4
10866,22.6,1.1,13.0,0.274,6.7,2.2,0.293,9.7,0.547,17.2,20.9,1.3,2588,2.2,Rick Fox,1996,26,5
10867,17.8,1.1,13.2,0.277,4.6,3.2,0.293,8.6,0.551,14.3,20.1,1.7,2650,2.5,Rick Fox,1997,27,6
10868,15.5,1.2,11.4,0.298,3.3,1.9,0.344,7.5,0.564,18.7,17.5,-0.4,2709,1.1,Rick Fox,1998,28,7
10869,15.5,0.8,7.6,0.27,3.3,1.6,0.288,5.5,0.534,13.2,20.3,-1.2,944,0.2,Rick Fox,1999,29,8
10870,14.4,1.2,9.7,0.157,4.6,1.8,0.363,7.2,0.502,14.0,18.5,-0.6,1473,0.5,Rick Fox,2000,30,9
