assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,season,yrs_played,assists_per_40,blocks_per_40,defensive_rebounds_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,personal_fouls_per_40,points_per_40,steals_per_40,three_point_attempts_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40
23.5,164.0,1.2,16,8.6,,2.1,17.2,229,2.7,0.506,702.0,0.454,319.0,0.319,224.0,0.665,149.0,38.0,38,6-7,1341,6.5,4.8,59,3.8,70.0,23.3,rj-barrett-1,860.0,834,Forward,1.4,34,duke,0.338,237,0.308,73,11.2,288.0,0.532,13.2,123,465,0.529,246,32.2,202,6.5,0.194,RJ Barrett,Career,1,4.89,0.48,6.83,6.68,4.44,1.76,2.09,25.65,1.01,7.07,2.18,8.59,3.67,13.87,7.34
25.7,13.0,1.5,2,4.9,,1.1,13.7,17,0.1,0.639,54.0,0.537,29.0,0.296,16.0,0.75,12.0,5.0,5,6-2,139,3.8,1.6,2,0.4,7.0,23.6,darius-garland-1,81.0,71,Guard,1.7,4,vanderbilt,0.426,23,0.478,11,7.7,19.0,0.657,19.6,15,31,0.581,18,27.9,175,0.5,0.148,Darius Garland,Career,1,3.74,0.58,4.89,4.6,3.45,0.58,2.01,23.31,1.15,6.62,3.17,5.47,4.32,8.92,5.18
15.1,79.0,0.8,7,3.1,,1.6,10.0,101,1.6,0.467,430.0,0.405,174.0,0.481,207.0,0.7,145.0,34.0,33,6-4,1072,1.5,4.4,44,1.5,102.0,16.5,luguentz-dort-1,547.0,524,Guard,2.7,52,arizona-state,0.409,176,0.307,54,7.3,145.0,0.518,15.8,99,254,0.472,120,27.9,215,3.1,0.115,Luguentz Dort,Career,1,2.95,0.26,3.77,7.72,5.41,1.64,3.81,20.41,1.94,6.57,2.01,5.41,3.69,9.48,4.48
12.0,203.0,2.6,85,3.2,,1.4,22.6,743,7.9,0.527,1424.0,0.487,694.0,0.379,539.0,0.768,414.0,123.0,119,6-7,3896,1.8,7.0,225,8.3,362.0,22.7,jarrell-brantley-1,1914.0,1846,Forward,2.3,150,college-of-charleston,0.223,317,0.353,112,14.9,968.0,0.57,15.7,314,1107,0.526,582,27.4,255,16.2,0.167,Jarrell Brantley,Career,4,2.08,0.87,7.63,5.53,4.25,2.31,3.72,19.65,1.54,3.25,1.15,9.94,3.22,11.37,5.98
12.2,251.0,2.6,98,6.6,,1.8,22.7,790,6.9,0.64,1096.0,0.541,593.0,0.34,373.0,0.761,284.0,128.0,97,6-8,3759,4.8,6.9,209,11.8,306.0,23.0,dylan-windler-1,1687.0,1617,Forward,1.9,128,belmont,0.487,534,0.406,217,15.3,999.0,0.663,14.2,210,562,0.669,376,19.9,200,18.8,0.2,Dylan Windler,Career,4,2.67,1.04,8.41,3.97,3.02,2.22,3.26,17.95,1.36,5.68,2.31,10.63,2.23,5.98,4.0
20.6,209.0,2.7,48,10.3,,4.6,16.8,327,5.8,0.518,870.0,0.459,399.0,0.363,316.0,0.687,217.0,75.0,58,6-5,2212,5.7,5.3,93,5.3,150.0,22.4,jarrett-culver-1,1119.0,1102,Guard,2.6,98,texas-tech,0.351,305,0.341,104,11.3,420.0,0.548,13.6,160,565,0.522,295,27.8,195,11.0,0.199,Jarrett Culver,Career,2,3.78,0.87,5.91,5.71,3.92,1.68,2.71,20.24,1.77,5.52,1.88,7.59,2.89,10.22,5.33
12.6,111.0,2.5,35,10.5,,3.8,14.0,220,4.2,0.564,607.0,0.509,309.0,0.42,255.0,0.773,197.0,71.0,38,6-7,1891,6.7,6.3,90,6.8,136.0,24.0,deandre-hunter-1,882.0,831,Guard,1.4,41,virginia,0.264,160,0.419,67,10.3,310.0,0.606,10.2,83,447,0.541,242,24.7,225,11.0,0.234,DeAndre Hunter,Career,2,2.35,0.74,4.65,5.39,4.17,1.9,2.88,18.66,0.87,3.38,1.42,6.56,1.76,9.46,5.12
9.1,64.0,8.4,123,4.8,,3.4,19.2,276,2.5,0.49,396.0,0.457,181.0,0.649,257.0,0.611,157.0,65.0,37,6-11,1496,1.5,9.9,127,2.3,147.0,19.6,nicolas-claxton-1,545.0,549,Forward,1.5,39,georgia,0.217,86,0.302,26,14.8,403.0,0.526,14.8,90,310,0.5,155,20.2,220,4.8,0.13,Nicolas Claxton,Career,2,1.71,3.29,7.38,6.87,4.2,3.4,3.93,14.57,1.04,2.3,0.7,10.78,2.41,8.29,4.14
7.4,81.0,2.6,50,8.0,,2.7,17.4,341,4.6,0.594,798.0,0.579,462.0,0.474,378.0,0.746,282.0,102.0,39,6-8,2012,5.3,6.8,111,7.8,163.0,27.0,rui-hachimura-1,1230.0,1095,Forward,1.7,60,gonzaga,0.095,76,0.316,24,12.6,452.0,0.629,10.9,120,722,0.607,438,26.9,230,12.4,0.246,Rui Hachimura,Career,3,1.61,0.99,6.78,7.51,5.61,2.21,3.24,24.45,1.19,1.51,0.48,8.99,2.39,14.35,8.71
19.3,204.0,0.8,18,3.6,,1.1,12.9,257,3.3,0.527,884.0,0.476,421.0,0.279,247.0,0.789,195.0,70.0,67,6-4,2346,2.5,3.6,68,4.8,177.0,19.0,jaylen-nowell-1,1127.0,1100,Guard,2.0,82,washington,0.257,227,0.396,90,8.3,325.0,0.563,16.0,191,657,0.504,331,26.0,200,8.1,0.138,Jaylen Nowell,Career,2,3.48,0.31,4.38,4.21,3.32,1.16,3.02,19.22,1.4,3.87,1.53,5.54,3.26,11.2,5.64
19.9,287.0,3.4,91,1.8,,0.3,18.7,468,4.2,0.51,1052.0,0.428,450.0,0.286,301.0,0.777,234.0,87.0,82,6-6,2756,1.5,3.1,71,4.7,245.0,18.6,miye-oni-1,1308.0,1277,Guard,1.5,74,yale,0.465,489,0.356,174,11.2,539.0,0.547,15.7,222,563,0.49,276,25.8,210,8.8,0.128,Miye Oni,Career,3,4.17,1.32,6.79,4.37,3.4,1.03,3.56,18.98,1.07,7.1,2.53,7.82,3.22,8.17,4.01
6.4,24.0,3.3,19,5.1,,2.2,16.8,109,1.2,0.504,274.0,0.478,131.0,0.365,100.0,0.77,77.0,36.0,0,6-6,656,2.9,9.2,57,1.4,59.0,20.0,nassir-little-1,353.0,323,Forward,1.5,19,north-carolina,0.19,52,0.269,14,13.0,166.0,0.549,13.0,48,222,0.527,117,25.2,220,2.7,0.163,Nassir Little,Career,1,1.46,1.16,6.65,6.1,4.7,3.48,3.6,21.52,1.16,3.17,0.85,10.12,2.93,13.54,7.13
3.4,21.0,7.5,85,7.4,,2.8,20.2,236,2.8,0.532,500.0,0.498,249.0,0.558,279.0,0.724,202.0,71.0,0,6-10,1301,4.5,12.6,142,4.2,169.0,26.3,mfiondu-kabengele-1,734.0,685,Forward,1.6,36,florida-state,0.182,91,0.374,34,16.5,378.0,0.58,11.6,83,409,0.526,215,26.9,250,7.0,0.214,Mfiondu Kabengele,Career,2,0.65,2.61,7.26,8.58,6.21,4.37,5.2,22.57,1.11,2.8,1.05,11.62,2.55,12.57,6.61
18.7,184.0,2.4,36,7.3,,3.1,13.4,227,3.6,0.549,677.0,0.464,314.0,0.306,207.0,0.763,158.0,67.0,67,6-5,2006,4.1,2.5,39,4.3,127.0,19.7,nickeil-alexander-walker-1,902.0,869,Guard,2.8,92,virginia-tech,0.448,303,0.383,116,8.3,266.0,0.582,16.1,149,374,0.529,198,24.6,205,7.9,0.159,Nickeil Alexander-Walker,Career,2,3.67,0.72,4.53,4.13,3.15,0.78,2.53,17.99,1.83,6.04,2.31,5.3,2.97,7.46,3.95
12.5,174.0,1.5,33,6.1,,3.0,12.5,301,5.2,0.535,968.0,0.47,455.0,0.243,235.0,0.787,185.0,137.0,57,6-6,2842,3.1,3.3,75,5.3,212.0,18.1,marial-shayok-1,1221.0,1117,Guard,2.1,92,iowa-state,0.342,331,0.381,126,8.1,376.0,0.565,14.0,176,637,0.516,329,24.2,198,10.5,0.147,Marial Shayok,Career,4,2.45,0.46,4.24,3.31,2.6,1.06,2.98,17.19,1.29,4.66,1.77,5.29,2.48,8.97,4.63
6.2,29.0,2.8,23,2.8,,0.5,19.2,159,1.3,0.507,365.0,0.468,171.0,0.351,128.0,0.727,93.0,34.0,32,6-10,926,2.3,10.5,86,1.7,108.0,19.4,naz-reid-1,463.0,440,Forward,1.5,25,louisiana-state,0.23,84,0.333,28,14.9,245.0,0.544,16.6,85,281,0.509,143,26.4,250,3.0,0.131,Naz Reid,Career,1,1.25,0.99,6.87,5.53,4.02,3.71,4.67,20.0,1.08,3.63,1.21,10.58,3.67,12.14,6.18
12.8,276.0,4.9,185,7.0,,5.3,8.4,296,6.7,0.522,1027.0,0.429,441.0,0.21,216.0,0.782,169.0,135.0,134,6-5,3963,1.7,3.4,119,4.4,381.0,16.5,matisse-thybulle-1,1242.0,1238,Guard,4.7,331,washington,0.52,534,0.358,191,5.9,415.0,0.55,18.2,252,493,0.507,250,17.0,195,11.1,0.112,Matisse Thybulle,Career,4,2.79,1.87,2.99,2.18,1.71,1.2,3.85,12.54,3.34,5.39,1.93,4.19,2.54,4.98,2.52
10.9,177.0,1.6,47,5.6,,1.9,17.6,536,5.3,0.53,1277.0,0.458,585.0,0.222,283.0,0.763,216.0,132.0,95,6-6,3288,3.7,5.7,168,6.9,349.0,18.8,admiral-schofield-1,1570.0,1418,Guard,1.6,88,tennessee,0.373,476,0.387,184,11.9,704.0,0.556,11.8,188,801,0.501,401,24.2,241,12.2,0.149,Admiral Schofield,Career,4,2.15,0.57,6.52,3.44,2.63,2.04,4.25,19.1,1.07,5.79,2.24,8.56,2.29,9.74,4.88
8.3,95.0,3.0,56,4.1,,2.2,18.8,425,4.7,0.422,832.0,0.371,309.0,0.446,371.0,0.736,273.0,71.0,71,6-8,2532,2.0,7.2,157,3.2,154.0,16.6,oshae-brissett-1,976.0,957,Forward,1.8,76,syracuse,0.333,277,0.307,85,13.1,582.0,0.484,12.0,138,555,0.404,224,23.6,210,7.9,0.125,Oshae Brissett,Career,2,1.5,0.88,6.71,5.86,4.31,2.48,2.43,15.42,1.2,4.38,1.34,9.19,2.18,8.77,3.54
11.8,120.0,4.2,74,8.3,,3.6,17.4,327,3.8,0.551,624.0,0.521,325.0,0.619,386.0,0.632,244.0,72.0,63,6-8,2036,4.7,9.0,148,5.3,186.0,21.9,pj-washington-1,932.0,908,Forward,1.6,57,kentucky,0.159,99,0.384,38,13.5,475.0,0.577,14.8,140,525,0.547,287,23.3,228,9.1,0.179,PJ Washington,Career,2,2.36,1.45,6.42,7.58,4.79,2.91,3.65,18.31,1.12,1.94,0.75,9.33,2.75,10.31,5.64
15.5,315.0,1.2,46,7.0,,2.3,13.3,487,6.2,0.544,1471.0,0.48,706.0,0.356,524.0,0.788,413.0,131.0,117,6-4,4081,4.7,5.4,188,10.6,301.0,21.8,quinndary-weatherspoon-1,2012.0,1936,Guard,2.8,201,mississippi-state,0.345,508,0.368,187,9.4,675.0,0.585,15.1,307,963,0.539,519,24.8,205,16.8,0.165,Quinndary Weatherspoon,Career,4,3.09,0.45,4.77,5.14,4.05,1.84,2.95,19.72,1.97,4.98,1.83,6.62,3.01,9.44,5.09
16.7,141.0,1.4,22,4.0,,0.6,11.6,179,1.6,0.503,649.0,0.414,269.0,0.453,294.0,0.687,202.0,56.0,33,6-2,1671,3.4,2.6,38,2.8,127.0,17.5,lindell-wigginton-1,855.0,807,Guard,1.6,47,iowa-state,0.447,290,0.397,115,7.2,217.0,0.542,15.2,141,359,0.429,154,28.1,189,4.4,0.106,Lindell Wigginton,Career,2,3.38,0.53,4.28,7.04,4.84,0.91,3.04,20.47,1.13,6.94,2.75,5.19,3.38,8.59,3.69
13.4,161.0,2.9,70,2.2,,-0.8,17.3,400,1.6,0.55,992.0,0.467,463.0,0.313,310.0,0.829,257.0,111.0,57,6-9,2619,2.9,5.6,122,5.6,245.0,19.5,robert-franks-1,1349.0,1258,Forward,0.8,38,washington-state,0.443,439,0.378,166,11.6,522.0,0.592,15.6,211,553,0.537,297,26.3,225,7.2,0.109,Robert Franks,Career,4,2.46,1.07,6.11,4.73,3.93,1.86,3.74,20.6,0.58,6.7,2.54,7.97,3.22,8.45,4.54
25.8,413.0,0.7,20,8.3,,2.4,10.9,327,4.5,0.501,1448.0,0.436,632.0,0.345,499.0,0.84,419.0,96.0,96,6-1,3378,5.9,3.4,106,9.9,177.0,24.3,shamorie-ponds-1,1870.0,1883,Guard,3.7,225,st-johns-ny,0.394,570,0.328,187,7.1,433.0,0.555,11.0,209,878,0.507,445,27.7,175,14.4,0.171,Shamorie Ponds,Career,3,4.89,0.24,3.87,5.91,4.96,1.26,2.1,22.14,2.66,6.75,2.21,5.13,2.47,10.4,5.27
16.2,82.0,2.7,23,4.2,,2.5,16.7,147,1.7,0.47,382.0,0.406,155.0,0.23,88.0,0.625,55.0,35.0,34,6-4,952,1.7,2.9,23,1.0,79.0,17.2,talen-horton-tucker-1,414.0,403,Guard,2.8,45,iowa-state,0.416,159,0.308,49,10.2,170.0,0.488,12.4,60,223,0.475,106,26.2,233,2.7,0.114,Talen Horton-Tucker,Career,1,3.45,0.97,6.18,3.7,2.31,0.97,3.32,17.39,1.89,6.68,2.06,7.14,2.52,9.37,4.45
13.7,269.0,1.0,34,6.5,,2.5,13.6,444,5.2,0.581,915.0,0.552,505.0,0.421,385.0,0.67,258.0,140.0,101,6-7,3620,4.1,8.5,266,9.1,284.0,18.6,terance-mann-1,1322.0,1372,Guard,1.7,112,florida-state,0.18,165,0.327,54,11.1,710.0,0.602,14.8,191,750,0.601,451,17.2,215,14.3,0.158,Terance Mann,Career,4,2.97,0.38,4.91,4.25,2.85,2.94,3.14,14.61,1.24,1.82,0.6,7.85,2.11,8.29,4.98
18.4,249.0,2.6,69,6.0,,2.2,17.2,456,4.1,0.516,1234.0,0.445,549.0,0.269,332.0,0.717,238.0,121.0,82,6-4,2941,3.7,5.3,141,5.6,318.0,20.3,terence-davis-1,1512.0,1435,Guard,2.7,140,mississippi,0.421,519,0.339,176,11.2,597.0,0.543,14.8,242,715,0.522,373,27.0,205,9.7,0.132,Terence Davis,Career,4,3.39,0.94,6.2,4.52,3.24,1.92,4.33,20.56,1.9,7.06,2.39,8.12,3.29,9.72,5.07
28.0,384.0,0.2,4,9.5,,5.1,12.7,289,6.7,0.534,835.0,0.435,363.0,0.181,151.0,0.788,119.0,105.0,76,6-5,2775,4.5,1.4,29,7.0,202.0,19.7,ty-jerome-1,1011.0,1069,Guard,3.0,127,virginia,0.508,424,0.392,166,7.2,318.0,0.558,13.8,145,411,0.479,197,21.9,195,13.7,0.198,Ty Jerome,Career,3,5.54,0.06,4.17,2.18,1.72,0.42,2.91,14.57,1.83,6.11,2.39,4.58,2.09,5.92,2.84
12.9,164.0,2.0,49,2.4,,0.1,18.0,423,2.6,0.544,911.0,0.542,494.0,0.557,507.0,0.639,324.0,93.0,92,6-9,2601,2.3,8.6,196,5.0,231.0,19.8,tyler-cook-1,1315.0,1249,Forward,1.4,63,iowa,0.023,21,0.143,3,13.4,619.0,0.571,17.2,239,890,0.552,491,26.0,250,7.6,0.117,Tyler Cook,Career,3,2.52,0.75,6.51,7.8,4.98,3.01,3.55,20.22,0.97,0.32,0.05,9.52,3.68,13.69,7.55
15.0,91.0,1.1,12,8.9,,3.8,13.9,151,2.1,0.536,403.0,0.462,186.0,0.231,93.0,0.935,87.0,37.0,37,6-5,1207,5.1,1.6,15,3.3,47.0,19.4,tyler-herro-1,519.0,479,Guard,2.0,40,kentucky,0.419,169,0.355,60,8.2,166.0,0.58,11.8,60,234,0.538,126,21.4,195,5.4,0.181,Tyler Herro,Career,1,3.02,0.4,5.0,3.08,2.88,0.5,1.56,17.2,1.33,5.6,1.99,5.5,1.99,7.75,4.18
13.4,214.0,0.8,23,4.6,,1.8,7.2,236,4.2,0.486,1315.0,0.417,549.0,0.351,461.0,0.803,370.0,103.0,94,6-6,3649,2.8,1.6,49,7.6,208.0,17.0,tyus-battle-1,1647.0,1502,Guard,2.2,135,syracuse,0.406,534,0.335,179,4.4,285.0,0.537,10.7,183,781,0.474,370,24.4,205,11.8,0.129,Tyus Battle,Career,3,2.35,0.25,2.59,5.05,4.06,0.54,2.28,18.05,1.48,5.85,1.96,3.12,2.01,8.56,4.06
9.0,40.0,1.0,7,4.6,,1.7,16.0,130,1.8,0.522,340.0,0.435,148.0,0.232,79.0,0.785,62.0,31.0,28,6-9,943,2.9,5.4,41,1.5,77.0,17.2,louis-king-1,417.0,381,Forward,1.7,27,oregon,0.45,153,0.386,59,10.9,171.0,0.552,14.5,64,187,0.476,89,25.0,205,3.3,0.14,Louis King,Career,1,1.7,0.3,5.51,3.35,2.63,1.74,3.27,17.69,1.15,6.49,2.5,7.25,2.71,7.93,3.78
30.1,405.0,0.3,6,4.7,,1.3,8.6,196,3.0,0.481,799.0,0.424,339.0,0.233,186.0,0.817,152.0,95.0,87,6-3,2479,3.4,1.6,33,5.0,118.0,16.0,jordan-bone-1,921.0,1004,Guard,1.5,64,tennessee,0.323,258,0.353,91,5.2,229.0,0.519,14.5,150,541,0.458,248,20.9,180,8.0,0.129,Jordan Bone,Career,3,6.53,0.1,3.16,3.0,2.45,0.53,1.9,14.86,1.03,4.16,1.47,3.7,2.42,8.73,4.0
11.9,173.0,0.2,4,8.4,,2.8,10.7,272,6.2,0.552,1075.0,0.433,466.0,0.158,170.0,0.806,137.0,106.0,78,6-2,3081,5.6,1.9,45,7.5,117.0,18.6,kyle-guy-1,1323.0,1167,Guard,1.6,74,virginia,0.555,597,0.425,254,6.5,317.0,0.572,9.1,116,478,0.444,212,23.8,175,13.7,0.177,Kyle Guy,Career,3,2.25,0.05,3.53,2.21,1.78,0.58,1.52,17.18,0.96,7.75,3.3,4.12,1.51,6.21,2.75
22.9,382.0,1.1,34,4.9,,1.4,17.5,547,4.2,0.516,1331.0,0.433,576.0,0.284,378.0,0.762,288.0,98.0,94,6-1,3477,3.5,2.6,80,6.2,250.0,18.9,ky-bowman-1,1661.0,1632,Guard,2.1,131,boston-college,0.428,570,0.388,221,10.1,627.0,0.55,16.3,295,761,0.466,355,25.9,188,10.3,0.119,Ky Bowman,Career,3,4.39,0.39,6.29,4.35,3.31,0.92,2.88,19.11,1.51,6.56,2.54,7.21,3.39,8.75,4.08
7.1,75.0,1.1,22,5.9,,1.4,11.9,240,3.2,0.584,718.0,0.475,341.0,0.208,149.0,0.819,122.0,99.0,55,6-6,2289,4.5,4.2,78,5.6,167.0,18.4,aubrey-dawkins-1,960.0,840,Guard,1.6,60,central-florida,0.515,370,0.422,156,8.2,318.0,0.609,10.6,94,348,0.532,185,20.8,205,8.8,0.154,Aubrey Dawkins,Career,3,1.31,0.38,4.19,2.6,2.13,1.36,2.92,16.78,1.05,6.47,2.73,5.56,1.64,6.08,3.23
16.7,350.0,0.5,17,4.6,,3.3,10.4,383,7.8,0.474,1519.0,0.417,633.0,0.321,488.0,0.701,342.0,139.0,117,6-3,4472,1.3,2.1,76,5.1,287.0,15.7,barry-brown-1,1781.0,1704,Guard,3.4,254,kansas-state,0.357,542,0.319,173,6.2,459.0,0.509,13.4,271,977,0.471,460,23.7,195,13.0,0.116,Barry Brown,Career,4,3.13,0.15,3.43,4.36,3.06,0.68,2.57,15.93,2.27,4.85,1.55,4.11,2.42,8.74,4.11
12.1,190.0,2.4,70,6.0,,0.7,16.3,448,3.7,0.535,1182.0,0.432,511.0,0.309,365.0,0.759,277.0,106.0,96,6-10,3005,5.3,6.1,161,8.4,262.0,20.7,bennie-boatwright-1,1542.0,1434,Forward,1.0,51,southern-california,0.541,639,0.38,243,11.3,609.0,0.569,10.1,153,543,0.494,268,24.8,235,12.1,0.161,Bennie Boatwright,Career,4,2.53,0.93,5.96,4.86,3.69,2.14,3.49,20.53,0.68,8.51,3.23,8.11,2.04,7.23,3.57
12.8,261.0,2.1,78,6.5,,1.8,13.9,505,5.7,0.521,1461.0,0.414,605.0,0.344,502.0,0.725,364.0,139.0,79,6-7,3959,4.7,3.4,121,9.6,293.0,19.4,caleb-martin-1,1885.0,1754,Forward,2.0,135,nevada,0.593,866,0.359,311,8.7,626.0,0.555,10.4,198,595,0.494,294,23.9,205,15.2,0.154,Caleb Martin,Career,4,2.64,0.79,5.1,5.07,3.68,1.22,2.96,19.05,1.36,8.75,3.14,6.32,2.0,6.01,2.97
17.7,270.0,0.8,21,7.1,,1.7,11.3,322,5.1,0.504,1538.0,0.412,634.0,0.295,454.0,0.817,371.0,108.0,94,6-1,3180,5.4,1.6,41,8.4,206.0,21.2,carsen-edwards-1,1920.0,1748,Guard,2.3,126,purdue,0.496,763,0.368,281,6.7,363.0,0.547,12.1,241,775,0.455,353,32.2,200,13.6,0.171,Carsen Edwards,Career,3,3.4,0.26,4.05,5.71,4.67,0.52,2.59,24.15,1.58,9.6,3.53,4.57,3.03,9.75,4.44
